Duration,segmentation,association,deviation,average,segmentationMap,associationMap,deviationMap
1553088596.617987483,,,,1.4355e-05,,,
1553088598.823752972,2.37301,,,,,,
1553088600.521698075,,1.83722,,,,,
1553088600.521698075,,,0.000343591,,,,
1553088600.521698075,,,,2.0027e-05,,,
1553088602.185039876,1.82455,,,,,,
1553088603.578478940,,1.50763,,,,,
1553088603.588544656,,,0.0001983,,,,
1553088603.588544656,,,,1.7927e-05,,,
1553088605.364059467,1.90067,,,,,,
1553088606.476101925,,1.22726,,,,,
1553088606.476101925,,,0.000226215,,,,
1553088606.476101925,,,,1.8535e-05,,,
1553088608.197928353,1.82245,,,,,,
1553088609.574924807,,1.52221,,,,,
1553088609.574924807,,,0.000151938,,,,
1553088609.574924807,,,,2.1293e-05,,,
1553088611.252069461,1.81295,,,,,,
1553088612.758468097,,1.65696,,,,,
1553088612.758468097,,,0.000181057,,,,
1553088612.758468097,,,,1.6065e-05,,,
1553088614.418630188,1.7483,,,,,,
1553088615.727828229,,1.43495,,,,,
1553088615.727828229,,,0.00014899,,,,
1553088615.727828229,,,,1.4916e-05,,,
1553088617.242970505,1.6112,,,,,,
1553088618.637389075,,1.5177,,,,,
1553088618.637389075,,,0.000172015,,,,
1553088618.637389075,,,,1.0235e-05,,,
1553088620.270896669,1.72552,,,,,,
1553088621.692554232,,1.58361,,,,,
1553088621.692554232,,,0.000166105,,,,
1553088621.692554232,,,,1.2591e-05,,,
1553088622.898270677,1.27534,,,,,,
1553088623.968519995,,1.1579,,,,,
1553088623.968519995,,,0.000182652,,,,
1553088623.968519995,,,,2.289e-05,,,
1553088625.721634771,1.91294,,,,,,
1553088627.120044174,,1.5368,,,,,
1553088627.120044174,,,0.000183971,,,,
1553088627.120044174,,,,1.712e-05,,,
1553088628.946637561,1.92275,,,,,,
1553088629.905505740,,1.05221,,,,,
1553088629.905505740,,,0.000143546,,,,
1553088629.905505740,,,,1.6357e-05,,,
1553088631.248907626,1.43462,,,,,,
1553088632.219978438,,1.06771,,,,,
1553088632.219978438,,,0.000145941,,,,
1553088632.219978438,,,,1.244e-05,,,
1553088633.420352175,1.24444,,,,,,
1553088634.792355892,,1.53419,,,,,
1553088634.792355892,,,0.000137931,,,,
1553088634.792355892,,,,1.2465e-05,,,
1553088635.947667799,1.25865,,,,,,
1553088637.072870145,,1.27783,,,,,
1553088637.072870145,,,0.00010052,,,,
1553088637.072870145,,,,1.1523e-05,,,
1553088638.389141171,1.38556,,,,,,
1553088639.622620194,,1.37698,,,,,
1553088639.622620194,,,7.4758e-05,,,,
1553088639.622620194,,,,1.5731e-05,,,
1553088641.135766724,1.6847,,,,,,
1553088642.635698649,,1.66014,,,,,
1553088642.635698649,,,0.000195063,,,,
1553088642.635698649,,,,1.4654e-05,,,
1553088644.399100501,1.88745,,,,,,
1553088645.677970706,,1.43271,,,,,
1553088645.677970706,,,0.000217384,,,,
1553088645.677970706,,,,2.6994e-05,,,
1553088647.658836645,2.12136,,,,,,
1553088649.193815629,,1.73718,,,,,
1553088649.193815629,,,0.000228167,,,,
1553088649.193815629,,,,2.4204e-05,,,
1553088651.327196033,2.38407,,,,,,
1553088652.805015735,,1.634,,,,,
1553088652.805015735,,,0.000113107,,,,
1553088652.805015735,,,,9.687e-06,,,
1553088654.689579557,2.03054,,,,,,
1553088655.726797763,,1.18949,,,,,
1553088655.726797763,,,0.000259259,,,,
1553088655.726797763,,,,2.4036e-05,,,
1553088657.763301882,2.18191,,,,,,
1553088658.990728047,,1.39401,,,,,
1553088658.990728047,,,0.000131128,,,,
1553088658.990728047,,,,1.0304e-05,,,
1553088660.903479629,2.11084,,,,,,
1553088662.334393779,,1.63908,,,,,
1553088662.344455958,,,0.00132471,,,,
1553088662.344455958,,,,4.3289e-05,,,
1553088665.025801041,2.91543,,,,,,
1553088666.308015583,,1.45349,,,,,
1553088666.308015583,,,8.9341e-05,,,,
1553088666.308015583,,,,1.0477e-05,,,
1553088668.800378229,2.7411,,,,,,
1553088670.095885429,,1.4853,,,,,
1553088670.095885429,,,0.000300951,,,,
1553088670.095885429,,,,1.2389e-05,,,
1553088673.127701557,3.33366,,,,,,
1553088674.286307878,,1.34174,,,,,
1553088674.286307878,,,9.5392e-05,,,,
1553088674.286307878,,,,1.1515e-05,,,
1553088676.558354861,2.54509,,,,,,
1553088677.687982078,,1.3028,,,,,
1553088677.687982078,,,0.000128434,,,,
1553088677.687982078,,,,1.0194e-05,,,
1553088680.381738616,3.04096,,,,,,
1553088681.584257517,,1.38427,,,,,
1553088681.584257517,,,0.000130086,,,,
1553088681.584257517,,,,1.2274e-05,,,
1553088684.220788809,2.96233,,,,,,
1553088685.260312823,,1.15811,,,,,
1553088685.260312823,,,0.000216174,,,,
1553088685.260312823,,,,1.0413e-05,,,
1553088687.483675845,2.46317,,,,,,
1553088688.080112877,,1.36909,,,,,
1553088688.080112877,,,0.000153455,,,,
1553088688.080112877,,,,1.4146e-05,,,
1553088688.080112877,1.79486,,,,,,
1553088688.080112877,,1.17556,,,,,
1553088688.080112877,,,9.4933e-05,,,,
1553088688.080112877,,,,8.79e-06,,,
