Duration,noOfRecPlanes,noOfAssocPlanes
1553088524.737887178,18,7
1553088526.817419941,18,7
1553088528.863883777,17,6
1553088530.963586594,18,7
1553088533.155851996,18,6
1553088535.155436882,20,7
1553088537.205385834,20,7
1553088539.127438446,17,7
1553088541.350537625,14,7
1553088543.539620220,17,8
1553088546.225956832,21,9
1553088548.879495820,21,9
1553088551.458802796,18,9
1553088553.319002927,15,6
1553088555.231202827,16,6
1553088556.896101659,14,6
1553088557.598209757,18,6
