Duration,noOfRecPlanes,noOfAssocPlanes
1568115194.873898934,44,13
1568115196.683846223,40,11
1568115198.499352568,48,11
1568115200.428241821,42,14
1568115202.331734528,42,13
1568115202.840349511,41,13
