Duration,segmentation,association,deviation,average,segmentationMap,associationMap,deviationMap
1568115196.588079451,,1.74535,,,,,
1568115196.588079451,,,0.000214414,,,,
1568115196.588079451,,,,2.2836e-05,,,
1568115196.943026512,1.20662,,,,,,
1568115197.400882524,,1.5604,,,,,
1568115197.400882524,,,6.0943e-05,,,,
1568115197.400882524,,,,1.5631e-05,,,
1568115197.715513609,1.08062,,,,,,
1568115198.097031245,,1.29708,,,,,
1568115198.097031245,,,0.000166684,,,,
1568115198.097031245,,,,1.475e-05,,,
1568115198.351776988,0.856868,,,,,,
1568115198.726972287,,1.2852,,,,,
1568115198.726972287,,,6.1152e-05,,,,
1568115198.726972287,,,,1.2579e-05,,,
1568115198.944439212,0.733959,,,,,,
1568115199.243497254,,1.02849,,,,,
1568115199.243497254,,,4.3719e-05,,,,
1568115199.243497254,,,,7.645e-06,,,
1568115199.473348584,0.767186,,,,,,
1568115199.763607232,,0.990377,,,,,
1568115199.763607232,,,5.2173e-05,,,,
1568115199.763607232,,,,1.0692e-05,,,
1568115199.975160002,0.715371,,,,,,
1568115200.232376172,,0.888504,,,,,
1568115200.232376172,,,0.00015167,,,,
1568115200.232376172,,,,1.4923e-05,,,
1568115200.419580584,0.626624,,,,,,
1568115200.676950568,,0.881751,,,,,
1568115200.679973954,,,0.000402277,,,,
1568115200.679973954,,,,2.3791e-05,,,
1568115200.855540675,0.59786,,,,,,
1568115201.115251967,,0.881118,,,,,
1568115201.115251967,,,0.000143135,,,,
1568115201.115251967,,,,1.6797e-05,,,
1568115201.284332777,0.572737,,,,,,
1568115201.507778244,,0.754064,,,,,
1568115201.507778244,,,3.1291e-05,,,,
1568115201.507778244,,,,6.365e-06,,,
1568115201.670834012,0.563869,,,,,,
1568115201.894617501,,0.762524,,,,,
1568115201.894617501,,,3.997e-05,,,,
1568115201.894617501,,,,6.867e-06,,,
1568115202.067064531,0.566788,,,,,,
1568115202.285039735,,0.738367,,,,,
1568115202.285039735,,,3.4374e-05,,,,
1568115202.285039735,,,,6.57e-06,,,
1568115202.464205350,0.608593,,,,,,
1568115202.715055132,,0.861515,,,,,
1568115202.715055132,,,5.3294e-05,,,,
1568115202.715055132,,,,1.0315e-05,,,
1568115202.924523464,0.691288,,,,,,
1568115203.193863434,,0.920459,,,,,
1568115203.193863434,,,0.000225395,,,,
1568115203.193863434,,,,1.732e-05,,,
1568115203.378464487,0.623609,,,,,,
1568115203.620613259,,0.835458,,,,,
1568115203.620613259,,,0.000125716,,,,
1568115203.620613259,,,,1.3796e-05,,,
1568115203.814171760,0.647271,,,,,,
1568115204.031629659,,0.73465,,,,,
1568115204.031629659,,,4.0358e-05,,,,
1568115204.031629659,,,,9.455e-06,,,
1568115204.170346469,0.471487,,,,,,
1568115204.390720502,,0.751849,,,,,
1568115204.390720502,,,4.306e-05,,,,
1568115204.390720502,,,,6.766e-06,,,
1568115204.574951718,0.606397,,,,,,
1568115204.816874807,,0.822014,,,,,
1568115204.816874807,,,0.000212045,,,,
1568115204.816874807,,,,2.2853e-05,,,
1568115205.007426815,0.629325,,,,,,
1568115205.268502212,,0.904159,,,,,
1568115205.268502212,,,0.000124003,,,,
1568115205.268502212,,,,1.1181e-05,,,
1568115205.462670099,0.648772,,,,,,
1568115205.719335783,,0.875049,,,,,
1568115205.719335783,,,0.000134953,,,,
1568115205.719335783,,,,1.5617e-05,,,
1568115205.949934012,0.776396,,,,,,
1568115206.325128544,,1.29645,,,,,
1568115206.325128544,,,0.000139604,,,,
1568115206.325128544,,,,1.7994e-05,,,
1568115206.639914766,1.05079,,,,,,
1568115207.018649275,,1.31089,,,,,
1568115207.018649275,,,6.8893e-05,,,,
1568115207.018649275,,,,1.0266e-05,,,
1568115207.265199444,0.858177,,,,,,
1568115207.574251769,,1.05073,,,,,
1568115207.574251769,,,0.000258165,,,,
1568115207.574251769,,,,1.0753e-05,,,
1568115207.825196081,0.845806,,,,,,
1568115208.133218151,,1.0561,,,,,
1568115208.133218151,,,5.6022e-05,,,,
1568115208.133218151,,,,1.1635e-05,,,
1568115208.333389090,0.688863,,,,,,
1568115208.599473835,,0.901648,,,,,
1568115208.599473835,,,0.000205036,,,,
1568115208.599473835,,,,2.3262e-05,,,
1568115208.835085920,0.797429,,,,,,
1568115209.095073003,,0.900253,,,,,
1568115209.095073003,,,4.915e-05,,,,
1568115209.095073003,,,,7.831e-06,,,
1568115209.313092997,0.73458,,,,,,
1568115209.587877247,,0.93466,,,,,
1568115209.587877247,,,5.3298e-05,,,,
1568115209.587877247,,,,8.476e-06,,,
1568115209.859948429,0.929501,,,,,,
1568115210.156262925,,1.01585,,,,,
1568115210.156262925,,,4.5144e-05,,,,
1568115210.156262925,,,,7.975e-06,,,
1568115210.373800803,0.739135,,,,,,
1568115210.678749167,,1.06201,,,,,
1568115210.678749167,,,4.557e-05,,,,
1568115210.678749167,,,,9.443e-06,,,
1568115211.009281256,1.11361,,,,,,
1568115211.446446293,,1.50331,,,,,
1568115211.446446293,,,0.000187104,,,,
1568115211.446446293,,,,2.7941e-05,,,
1568115211.838163128,1.35611,,,,,,
1568115212.236214405,,1.37471,,,,,
1568115212.236214405,,,4.3032e-05,,,,
1568115212.236214405,,,,9.817e-06,,,
1568115212.531755111,1.00453,,,,,,
1568115212.909697499,,1.29979,,,,,
1568115212.909697499,,,0.000125566,,,,
1568115212.909697499,,,,1.5932e-05,,,
1568115213.224410798,1.06868,,,,,,
1568115213.654010189,,1.48798,,,,,
1568115213.654010189,,,7.7163e-05,,,,
1568115213.654010189,,,,1.5779e-05,,,
1568115214.051981477,1.35588,,,,,,
1568115214.691305915,,2.24006,,,,,
1568115214.691305915,,,9.3074e-05,,,,
1568115214.691305915,,,,2.598e-05,,,
1568115215.490977555,2.79076,,,,,,
1568115216.105683360,,2.15508,,,,,
1568115216.105683360,,,7.786e-05,,,,
1568115216.105683360,,,,1.4145e-05,,,
1568115216.669494359,1.92426,,,,,,
1568115217.120891673,,1.59625,,,,,
1568115217.120891673,,,9.3751e-05,,,,
1568115217.120891673,,,,1.8096e-05,,,
1568115217.474942148,1.23598,,,,,,
1568115217.999938697,,1.8367,,,,,
1568115217.999938697,,,7.1308e-05,,,,
1568115217.999938697,,,,1.8583e-05,,,
1568115218.486673002,1.67558,,,,,,
1568115219.083915299,,2.09103,,,,,
1568115219.083915299,,,0.00011981,,,,
1568115219.083915299,,,,1.9873e-05,,,
1568115219.450517263,1.28806,,,,,,
1568115219.902784566,,1.56918,,,,,
1568115219.902784566,,,6.1279e-05,,,,
1568115219.902784566,,,,1.4596e-05,,,
1568115220.289782467,1.31089,,,,,,
1568115220.713330599,,1.45939,,,,,
1568115220.713330599,,,4.841e-05,,,,
1568115220.713330599,,,,1.2777e-05,,,
1568115221.006518773,1.02782,,,,,,
1568115221.415798523,,1.41471,,,,,
1568115221.415798523,,,6.576e-05,,,,
1568115221.415798523,,,,1.5047e-05,,,
1568115221.657509085,0.807417,,,,,,
1568115221.995774409,,1.16827,,,,,
1568115221.995774409,,,3.9173e-05,,,,
1568115221.995774409,,,,8.216e-06,,,
1568115222.219207601,0.769195,,,,,,
1568115222.524385597,,1.06861,,,,,
1568115222.524385597,,,0.000148011,,,,
1568115222.524385597,,,,1.4129e-05,,,
1568115222.762943503,0.799446,,,,,,
1568115223.053627113,,1.00071,,,,,
1568115223.053627113,,,0.000126393,,,,
1568115223.053627113,,,,1.6131e-05,,,
1568115223.262205740,0.715518,,,,,,
1568115223.522481704,,0.906166,,,,,
1568115223.522481704,,,5.1452e-05,,,,
1568115223.522481704,,,,7.914e-06,,,
1568115223.748925083,0.763095,,,,,,
1568115224.030698635,,0.966126,,,,,
1568115224.030698635,,,6.4402e-05,,,,
1568115224.030698635,,,,1.2384e-05,,,
1568115224.254208551,0.769839,,,,,,
1568115224.568265440,,1.09051,,,,,
1568115224.568265440,,,0.000131488,,,,
1568115224.568265440,,,,1.2368e-05,,,
1568115224.794758203,0.758521,,,,,,
1568115225.151271973,,1.23835,,,,,
1568115225.151271973,,,8.647e-05,,,,
1568115225.151271973,,,,1.5027e-05,,,
1568115225.417954168,0.918442,,,,,,
1568115225.856899856,,1.52904,,,,,
1568115225.856899856,,,6.709e-05,,,,
1568115225.856899856,,,,1.1158e-05,,,
1568115226.252711682,1.34296,,,,,,
1568115227.103311516,,3.01341,,,,,
1568115227.103311516,,,0.000119074,,,,
1568115227.103311516,,,,2.804e-05,,,
1568115227.722467819,2.17128,,,,,,
1568115228.393230617,,2.33058,,,,,
1568115228.393230617,,,8.1732e-05,,,,
1568115228.393230617,,,,1.7811e-05,,,
1568115228.816157067,1.42271,,,,,,
1568115229.285814514,,1.65976,,,,,
1568115229.285814514,,,7.1595e-05,,,,
1568115229.285814514,,,,1.1426e-05,,,
1568115229.649430001,1.23658,,,,,,
1568115230.097058799,,1.55366,,,,,
1568115230.097058799,,,0.000173512,,,,
1568115230.097058799,,,,2.2749e-05,,,
1568115230.414252523,1.10009,,,,,,
1568115230.807391346,,1.36371,,,,,
1568115230.807391346,,,5.2097e-05,,,,
1568115230.807391346,,,,1.0361e-05,,,
1568115231.120026489,1.06021,,,,,,
1568115231.607212784,,1.71352,,,,,
1568115231.607212784,,,0.000162843,,,,
1568115231.607212784,,,,2.7744e-05,,,
1568115231.904323467,1.02166,,,,,,
1568115232.425548979,,1.81387,,,,,
1568115232.425548979,,,6.3703e-05,,,,
1568115232.425548979,,,,1.3473e-05,,,
1568115232.697948497,0.906242,,,,,,
1568115233.166717709,,1.646,,,,,
1568115233.166717709,,,5.2392e-05,,,,
1568115233.166717709,,,,1.03e-05,,,
1568115233.405612582,0.8038,,,,,,
1568115233.813500572,,1.40696,,,,,
1568115233.813500572,,,4.5413e-05,,,,
1568115233.813500572,,,,9.264e-06,,,
1568115234.012871893,0.692971,,,,,,
1568115234.345319427,,1.15768,,,,,
1568115234.345319427,,,6.5912e-05,,,,
1568115234.345319427,,,,1.2226e-05,,,
1568115234.617680218,0.915537,,,,,,
1568115235.031801761,,1.43122,,,,,
1568115235.031801761,,,5.7349e-05,,,,
1568115235.031801761,,,,1.0923e-05,,,
1568115235.265193648,0.813862,,,,,,
1568115235.671032931,,1.40694,,,,,
1568115235.671032931,,,6.8916e-05,,,,
1568115235.671032931,,,,1.3208e-05,,,
1568115235.976656651,1.04733,,,,,,
1568115236.555599787,,2.02064,,,,,
1568115236.555599787,,,0.000110768,,,,
1568115236.555599787,,,,1.6344e-05,,,
1568115236.952821860,1.40999,,,,,,
1568115237.427877084,,1.65168,,,,,
1568115237.427877084,,,8.2089e-05,,,,
1568115237.427877084,,,,1.407e-05,,,
1568115237.742320309,1.08571,,,,,,
1568115238.207369673,,1.63981,,,,,
1568115238.207369673,,,0.000239514,,,,
1568115238.207369673,,,,2.0554e-05,,,
1568115238.582719873,1.30156,,,,,,
1568115239.202764209,,2.19882,,,,,
1568115239.202764209,,,0.000222616,,,,
1568115239.202764209,,,,2.7373e-05,,,
1568115239.688014255,1.69087,,,,,,
1568115240.167206659,,1.7077,,,,,
1568115240.167206659,,,6.6455e-05,,,,
1568115240.167206659,,,,1.2053e-05,,,
1568115240.452085143,0.959061,,,,,,
1568115240.887741904,,1.52168,,,,,
1568115240.887741904,,,6.2597e-05,,,,
1568115240.887741904,,,,1.0971e-05,,,
1568115241.195829548,1.08258,,,,,,
1568115241.585898158,,1.33169,,,,,
1568115241.585898158,,,6.6909e-05,,,,
1568115241.585898158,,,,1.3495e-05,,,
1568115241.887949057,1.02583,,,,,,
1568115242.426679359,,1.89546,,,,,
1568115242.426679359,,,0.000105441,,,,
1568115242.426679359,,,,1.4869e-05,,,
1568115242.732227197,1.0194,,,,,,
1568115243.258268377,,1.86483,,,,,
1568115243.258268377,,,5.4033e-05,,,,
1568115243.258268377,,,,1.0169e-05,,,
1568115243.560433134,1.04435,,,,,,
1568115243.974759607,,1.44148,,,,,
1568115243.974759607,,,6.1882e-05,,,,
1568115243.974759607,,,,1.3492e-05,,,
1568115244.198467447,0.74266,,,,,,
1568115244.643522221,,1.56769,,,,,
1568115244.643522221,,,5.9505e-05,,,,
1568115244.643522221,,,,1.3506e-05,,,
1568115244.976149009,1.11656,,,,,,
1568115245.451517875,,1.72778,,,,,
1568115245.451517875,,,7.2574e-05,,,,
1568115245.451517875,,,,1.3947e-05,,,
1568115246.093569629,2.30315,,,,,,
1568115247.008873169,,3.22466,,,,,
1568115247.008873169,,,0.00023446,,,,
1568115247.008873169,,,,3.1851e-05,,,
1568115247.526871265,1.77981,,,,,,
1568115248.132076665,,2.19411,,,,,
1568115248.132076665,,,6.2694e-05,,,,
1568115248.132076665,,,,1.0893e-05,,,
1568115248.456190018,1.10007,,,,,,
1568115248.962612377,,1.83786,,,,,
1568115248.962612377,,,0.000201409,,,,
1568115248.962612377,,,,3.5306e-05,,,
1568115249.351781688,1.40901,,,,,,
1568115249.977298372,,2.22122,,,,,
1568115249.977298372,,,0.000326743,,,,
1568115249.977298372,,,,5.1919e-05,,,
1568115280.231093743,,,,,109.198,,
1568115300.727221177,,,,,,73.9923,
1568115300.794008358,,,,,,,0.234265
1568115301.740576471,2.70972,,,,,,
1568115302.623666530,,3.17908,,,,,
1568115302.623666530,,,0.000282451,,,,
1568115302.623666530,,,,5.2777e-05,,,
1568115303.200937349,2.03371,,,,,,
1568115303.698442684,,1.81168,,,,,
1568115303.698442684,,,9.0201e-05,,,,
1568115303.698442684,,,,1.9298e-05,,,
1568115304.127413547,1.43807,,,,,,
1568115304.547611410,,1.55211,,,,,
1568115304.547611410,,,7.1926e-05,,,,
1568115304.547611410,,,,1.8801e-05,,,
1568115304.845946754,1.0063,,,,,,
1568115305.215749481,,1.37621,,,,,
1568115305.215749481,,,8.3086e-05,,,,
1568115305.215749481,,,,1.5997e-05,,,
1568115305.541505505,1.20052,,,,,,
1568115305.864149496,,1.19514,,,,,
1568115305.864149496,,,6.0848e-05,,,,
1568115305.864149496,,,,1.1665e-05,,,
1568115306.133047862,0.898492,,,,,,
1568115306.433525917,,1.1405,,,,,
1568115306.433525917,,,5.8611e-05,,,,
1568115306.433525917,,,,1.1077e-05,,,
1568115306.740536000,1.13942,,,,,,
1568115307.116331981,,1.32192,,,,,
1568115307.116331981,,,0.000177446,,,,
1568115307.116331981,,,,2.0068e-05,,,
1568115307.419345319,1.03829,,,,,,
1568115307.788297682,,1.36815,,,,,
1568115307.788297682,,,7.7381e-05,,,,
1568115307.788297682,,,,1.5989e-05,,,
1568115308.197278171,1.3996,,,,,,
1568115308.919249111,,2.65204,,,,,
1568115308.919249111,,,0.00011041,,,,
1568115308.919249111,,,,2.4396e-05,,,
1568115309.340061866,1.52362,,,,,,
1568115309.864544374,,1.93727,,,,,
1568115309.864544374,,,0.000169538,,,,
1568115309.864544374,,,,2.7323e-05,,,
1568115310.262638803,1.41239,,,,,,
1568115310.699296614,,1.59568,,,,,
1568115310.699296614,,,7.277e-05,,,,
1568115310.699296614,,,,1.5909e-05,,,
1568115310.963703751,0.896273,,,,,,
1568115311.378715040,,1.52592,,,,,
1568115311.378715040,,,0.000234693,,,,
1568115311.378715040,,,,3.7023e-05,,,
1568115311.620681059,0.882542,,,,,,
1568115311.971264671,,1.29158,,,,,
1568115311.971264671,,,0.000135397,,,,
1568115311.971264671,,,,1.8823e-05,,,
1568115312.295751800,1.16336,,,,,,
1568115312.666092097,,1.37187,,,,,
1568115312.666092097,,,8.0356e-05,,,,
1568115312.666092097,,,,1.7001e-05,,,
1568115312.993229000,1.1713,,,,,,
1568115313.397170954,,1.50534,,,,,
1568115313.397170954,,,9.0265e-05,,,,
1568115313.397170954,,,,3.363e-05,,,
1568115313.745817197,1.31456,,,,,,
1568115314.318389757,,2.07852,,,,,
1568115314.318389757,,,0.000124677,,,,
1568115314.318389757,,,,3.1056e-05,,,
1568115314.984181706,2.20304,,,,,,
1568115315.603526339,,2.29461,,,,,
1568115315.603526339,,,0.00024304,,,,
1568115315.603526339,,,,4.3837e-05,,,
1568115316.112309170,1.79609,,,,,,
1568115316.604913943,,1.80341,,,,,
1568115316.604913943,,,9.1438e-05,,,,
1568115316.604913943,,,,2.5376e-05,,,
1568115316.942643973,1.18849,,,,,,
1568115317.353139607,,1.51641,,,,,
1568115317.353139607,,,7.4384e-05,,,,
1568115317.353139607,,,,1.2013e-05,,,
1568115317.692629263,1.1941,,,,,,
1568115318.051127829,,1.3376,,,,,
1568115318.051127829,,,5.034e-05,,,,
1568115318.051127829,,,,7.747e-06,,,
1568115318.368200236,1.17991,,,,,,
1568115318.699566207,,1.18437,,,,,
1568115318.699566207,,,0.000146013,,,,
1568115318.699566207,,,,8.919e-06,,,
1568115319.063471265,1.23999,,,,,,
1568115319.447763620,,1.44129,,,,,
1568115319.447763620,,,6.4268e-05,,,,
1568115319.447763620,,,,1.2744e-05,,,
1568115319.747591685,1.03604,,,,,,
1568115320.266740834,,1.87067,,,,,
1568115320.266740834,,,0.000101098,,,,
1568115320.266740834,,,,1.9971e-05,,,
1568115320.941888541,2.50229,,,,,,
1568115321.553995721,,2.2623,,,,,
1568115321.553995721,,,9.1016e-05,,,,
1568115321.553995721,,,,2.2085e-05,,,
1568115321.994581909,1.55041,,,,,,
1568115322.605006759,,2.25781,,,,,
1568115322.605006759,,,0.000130767,,,,
1568115322.605006759,,,,3.1483e-05,,,
1568115323.449830207,2.97175,,,,,,
1568115324.030921117,,2.13154,,,,,
1568115324.030921117,,,0.000313679,,,,
1568115324.030921117,,,,5.2722e-05,,,
1568115324.555840020,1.93961,,,,,,
1568115325.017295084,,1.71453,,,,,
1568115325.017295084,,,5.2173e-05,,,,
1568115325.017295084,,,,1.2962e-05,,,
1568115325.503847812,1.72539,,,,,,
1568115325.911419643,,1.52149,,,,,
1568115325.911419643,,,0.000113434,,,,
1568115325.911419643,,,,2.186e-05,,,
1568115326.257676350,1.28869,,,,,,
1568115326.609858124,,1.3196,,,,,
1568115326.609858124,,,8.0147e-05,,,,
1568115326.609858124,,,,1.5202e-05,,,
1568115326.962218854,1.24879,,,,,,
1568115327.295895646,,1.24514,,,,,
1568115327.295895646,,,7.8429e-05,,,,
1568115327.295895646,,,,1.5678e-05,,,
1568115327.565447473,0.962879,,,,,,
1568115327.855828338,,1.08913,,,,,
1568115327.855828338,,,6.1704e-05,,,,
1568115327.855828338,,,,1.3552e-05,,,
1568115328.082509842,0.768769,,,,,,
1568115328.355629881,,1.03707,,,,,
1568115328.355629881,,,5.6762e-05,,,,
1568115328.355629881,,,,1.3601e-05,,,
1568115328.683130126,1.12246,,,,,,
1568115329.043869719,,1.3337,,,,,
1568115329.043869719,,,0.000139661,,,,
1568115329.043869719,,,,1.9701e-05,,,
1568115329.346573040,1.08235,,,,,,
1568115329.752386632,,1.4913,,,,,
1568115329.752386632,,,9.4221e-05,,,,
1568115329.752386632,,,,1.5502e-05,,,
1568115330.247491201,1.76512,,,,,,
1568115330.809906904,,2.08339,,,,,
1568115330.812930314,,,0.000230143,,,,
1568115330.812930314,,,,2.2873e-05,,,
1568115331.228142571,1.47229,,,,,,
1568115331.662542353,,1.62398,,,,,
1568115331.662542353,,,7.883e-05,,,,
1568115331.662542353,,,,1.6984e-05,,,
1568115332.087058368,1.4998,,,,,,
1568115332.614083296,,1.9729,,,,,
1568115332.614083296,,,0.000262675,,,,
1568115332.614083296,,,,4.0353e-05,,,
1568115333.143248601,1.87677,,,,,,
1568115333.529428780,,1.3833,,,,,
1568115333.529428780,,,0.000100213,,,,
1568115333.529428780,,,,1.3148e-05,,,
1568115333.904235830,1.40793,,,,,,
1568115334.293619943,,1.4751,,,,,
1568115334.293619943,,,6.4117e-05,,,,
1568115334.293619943,,,,1.2684e-05,,,
1568115334.659365401,1.22971,,,,,,
1568115334.983621021,,1.23702,,,,,
1568115334.983621021,,,8.2797e-05,,,,
1568115334.983621021,,,,2.0405e-05,,,
1568115335.332025009,1.31623,,,,,,
1568115335.626271613,,1.07007,,,,,
1568115335.626271613,,,8.261e-05,,,,
1568115335.626271613,,,,1.8274e-05,,,
1568115336.069808314,1.57435,,,,,,
1568115336.400464692,,1.27671,,,,,
1568115336.400464692,,,6.9814e-05,,,,
1568115336.400464692,,,,1.4702e-05,,,
1568115336.870525407,1.66379,,,,,,
1568115337.538535793,,2.40215,,,,,
1568115337.538535793,,,0.00019748,,,,
1568115337.538535793,,,,3.9837e-05,,,
1568115338.278793620,2.72251,,,,,,
1568115338.703283078,,1.53179,,,,,
1568115338.703283078,,,6.3529e-05,,,,
1568115338.703283078,,,,1.5499e-05,,,
1568115339.230105872,1.88426,,,,,,
1568115339.538862960,,1.1142,,,,,
1568115339.538862960,,,5.3839e-05,,,,
1568115339.538862960,,,,1.2071e-05,,,
1568115339.902196239,1.32327,,,,,,
1568115340.192636457,,1.07117,,,,,
1568115340.192636457,,,9.1616e-05,,,,
1568115340.192636457,,,,1.7208e-05,,,
1568115340.591520723,1.41465,,,,,,
1568115340.852628091,,0.970601,,,,,
1568115340.852628091,,,6.2934e-05,,,,
1568115340.852628091,,,,1.6335e-05,,,
1568115341.194819137,1.22127,,,,,,
1568115341.493982015,,1.13912,,,,,
1568115341.493982015,,,0.000155072,,,,
1568115341.493982015,,,,2.444e-05,,,
1568115341.869766938,1.27118,,,,,,
1568115342.251654235,,1.45533,,,,,
1568115342.251654235,,,0.000201499,,,,
1568115342.251654235,,,,3.6632e-05,,,
1568115342.730409155,1.68733,,,,,,
1568115343.477939328,,2.75501,,,,,
1568115343.477939328,,,0.000165813,,,,
1568115343.477939328,,,,4.0664e-05,,,
1568115344.353612945,3.0298,,,,,,
1568115344.945032272,,2.19688,,,,,
1568115344.945032272,,,0.000102597,,,,
1568115344.945032272,,,,3.892e-05,,,
1568115345.445931166,1.88156,,,,,,
1568115345.916977869,,1.75868,,,,,
1568115345.916977869,,,6.7049e-05,,,,
1568115345.916977869,,,,1.6563e-05,,,
1568115346.387353286,1.67179,,,,,,
1568115346.798895058,,1.54255,,,,,
1568115346.798895058,,,8.2881e-05,,,,
1568115346.798895058,,,,1.7023e-05,,,
1568115347.219599748,1.58106,,,,,,
1568115347.639847629,,1.56961,,,,,
1568115347.639847629,,,8.8481e-05,,,,
1568115347.639847629,,,,1.7101e-05,,,
1568115348.043658775,1.42373,,,,,,
1568115348.355116578,,1.19581,,,,,
1568115348.355116578,,,9.0728e-05,,,,
1568115348.355116578,,,,1.7221e-05,,,
1568115348.675921934,1.20873,,,,,,
1568115349.016076505,,1.24846,,,,,
1568115349.016076505,,,9.2133e-05,,,,
1568115349.016076505,,,,2.3548e-05,,,
1568115349.624023583,2.2359,,,,,,
1568115350.005840739,,1.42973,,,,,
1568115350.005840739,,,7.6207e-05,,,,
1568115350.005840739,,,,1.6285e-05,,,
1568115350.912020586,3.33844,,,,,,
1568115351.426190985,,1.92691,,,,,
1568115351.426190985,,,6.0625e-05,,,,
1568115351.426190985,,,,1.4866e-05,,,
1568115352.028177497,2.12851,,,,,,
1568115352.460794714,,1.58647,,,,,
1568115352.460794714,,,7.5761e-05,,,,
1568115352.460794714,,,,1.7985e-05,,,
1568115353.215039202,2.46859,,,,,,
1568115353.745088664,,1.98019,,,,,
1568115353.745088664,,,4.7218e-05,,,,
1568115353.745088664,,,,9.823e-06,,,
1568115354.290609108,1.88104,,,,,,
