Duration,segmentation,association,deviation,average,segmentationMap,associationMap,deviationMap
1568115190.464934570,,,7.4196e-05,,,,
1568115190.464934570,,,,1.0827e-05,,,
1568115190.710449920,0.817759,,,,,,
1568115190.873538427,,0.547929,,,,,
1568115190.873538427,,,3.2723e-05,,,,
1568115190.873538427,,,,5.863e-06,,,
1568115191.130312274,0.857543,,,,,,
1568115191.293388102,,0.544937,,,,,
1568115191.293388102,,,3.1468e-05,,,,
1568115191.293388102,,,,6.355e-06,,,
1568115191.520229410,0.756351,,,,,,
1568115191.692724723,,0.575604,,,,,
1568115191.692724723,,,3.547e-05,,,,
1568115191.692724723,,,,6.059e-06,,,
1568115191.934688078,0.814052,,,,,,
1568115192.109840380,,0.583112,,,,,
1568115192.109840380,,,3.9332e-05,,,,
1568115192.109840380,,,,7.587e-06,,,
1568115192.336377592,0.761269,,,,,,
1568115192.514610798,,0.594464,,,,,
1568115192.514610798,,,4.0362e-05,,,,
1568115192.514610798,,,,6.441e-06,,,
1568115192.753614372,0.794271,,,,,,
1568115192.916869459,,0.551122,,,,,
1568115192.916869459,,,0.000120187,,,,
1568115192.916869459,,,,1.0756e-05,,,
1568115193.135398639,0.724376,,,,,,
1568115193.301523723,,0.559521,,,,,
1568115193.301523723,,,3.2615e-05,,,,
1568115193.301523723,,,,5.512e-06,,,
1568115193.543228324,0.806452,,,,,,
1568115193.706317846,,0.553481,,,,,
1568115193.706317846,,,4.4444e-05,,,,
1568115193.706317846,,,,5.316e-06,,,
1568115193.954313591,0.824764,,,,,,
1568115194.124331178,,0.569439,,,,,
1568115194.124331178,,,3.4194e-05,,,,
1568115194.124331178,,,,5.74e-06,,,
1568115194.368925417,0.818958,,,,,,
1568115194.531947252,,0.545949,,,,,
1568115194.531947252,,,4.9116e-05,,,,
1568115194.531947252,,,,6.623e-06,,,
1568115194.769259860,0.796824,,,,,,
1568115194.936894655,,0.566406,,,,,
1568115194.936894655,,,3.765e-05,,,,
1568115194.936894655,,,,5.776e-06,,,
1568115195.179448355,0.81299,,,,,,
1568115195.367152989,,0.622902,,,,,
1568115195.367152989,,,5.0142e-05,,,,
1568115195.367152989,,,,9.635e-06,,,
1568115195.660564875,0.985295,,,,,,
1568115195.860550648,,0.668138,,,,,
1568115195.860550648,,,4.5569e-05,,,,
1568115195.860550648,,,,7.078e-06,,,
1568115196.157443534,0.988296,,,,,,
1568115196.366804997,,0.704319,,,,,
1568115196.366804997,,,5.0723e-05,,,,
1568115196.366804997,,,,9.456e-06,,,
1568115196.649257077,0.949105,,,,,,
1568115196.821526970,,0.577638,,,,,
1568115196.821526970,,,6.7944e-05,,,,
1568115196.821526970,,,,7.076e-06,,,
1568115197.051747506,0.768932,,,,,,
1568115197.229915264,,0.599014,,,,,
1568115197.229915264,,,5.1958e-05,,,,
1568115197.229915264,,,,7.999e-06,,,
1568115197.465428741,0.787753,,,,,,
1568115197.643570127,,0.599813,,,,,
1568115197.643570127,,,6.7552e-05,,,,
1568115197.643570127,,,,1.2774e-05,,,
1568115197.867082081,0.734628,,,,,,
1568115198.036175218,,0.568913,,,,,
1568115198.036175218,,,3.7345e-05,,,,
1568115198.036175218,,,,6.52e-06,,,
1568115198.263905738,0.757586,,,,,,
1568115198.427669984,,0.554699,,,,,
1568115198.427669984,,,3.6794e-05,,,,
1568115198.427669984,,,,6.525e-06,,,
1568115198.657458305,0.768987,,,,,,
1568115198.820528208,,0.550012,,,,,
1568115198.820528208,,,4.8523e-05,,,,
1568115198.820528208,,,,8.608e-06,,,
1568115199.074164660,0.839796,,,,,,
1568115199.243313680,,0.571335,,,,,
1568115199.243313680,,,4.1247e-05,,,,
1568115199.243313680,,,,6.742e-06,,,
1568115199.500002861,0.855779,,,,,,
1568115199.679546977,,0.608831,,,,,
1568115199.679546977,,,0.000114941,,,,
1568115199.679546977,,,,9.94e-06,,,
1568115199.942291233,0.867701,,,,,,
1568115200.138818954,,0.662646,,,,,
1568115200.138818954,,,5.9971e-05,,,,
1568115200.138818954,,,,8.979e-06,,,
1568115200.464824137,1.08642,,,,,,
1568115200.701913595,,0.803479,,,,,
1568115200.701913595,,,7.6652e-05,,,,
1568115200.701913595,,,,2.0236e-05,,,
1568115201.014636285,1.0419,,,,,,
1568115201.266309435,,0.845541,,,,,
1568115201.266309435,,,0.000198492,,,,
1568115201.266309435,,,,1.8949e-05,,,
1568115201.516981587,0.841261,,,,,,
1568115201.728499948,,0.705603,,,,,
1568115201.728499948,,,4.5981e-05,,,,
1568115201.728499948,,,,8.843e-06,,,
1568115202.003464275,0.92205,,,,,,
1568115202.213423651,,0.709706,,,,,
1568115202.213423651,,,9.064e-05,,,,
1568115202.213423651,,,,1.0828e-05,,,
1568115202.500496540,0.952248,,,,,,
1568115202.678729698,,0.592312,,,,,
1568115202.678729698,,,3.3443e-05,,,,
1568115202.678729698,,,,6.453e-06,,,
1568115202.926366972,0.827509,,,,,,
1568115203.104576114,,0.602166,,,,,
1568115203.104576114,,,3.8188e-05,,,,
1568115203.104576114,,,,8.995e-06,,,
1568115203.358302495,0.84293,,,,,,
1568115203.537636695,,0.601583,,,,,
1568115203.537636695,,,4.7619e-05,,,,
1568115203.537636695,,,,6.427e-06,,,
1568115203.788588686,0.838296,,,,,,
1568115203.945030304,,0.525047,,,,,
1568115203.945030304,,,9.1426e-05,,,,
1568115203.945030304,,,,1.1451e-05,,,
1568115204.170180145,0.749023,,,,,,
1568115204.336283221,,0.554957,,,,,
1568115204.336283221,,,3.6553e-05,,,,
1568115204.336283221,,,,5.915e-06,,,
1568115204.591841877,0.856894,,,,,,
1568115204.750093272,,0.535434,,,,,
1568115204.750093272,,,3.4856e-05,,,,
1568115204.750093272,,,,6.431e-06,,,
1568115204.997007418,0.816703,,,,,,
1568115205.172155763,,0.596596,,,,,
1568115205.172155763,,,0.000170594,,,,
1568115205.172155763,,,,1.514e-05,,,
1568115205.434975958,0.867953,,,,,,
1568115205.613093170,,0.601391,,,,,
1568115205.613093170,,,3.4903e-05,,,,
1568115205.613093170,,,,6.802e-06,,,
1568115205.877406991,0.877114,,,,,,
1568115206.064694448,,0.628125,,,,,
1568115206.064694448,,,4.291e-05,,,,
1568115206.064694448,,,,7.556e-06,,,
1568115206.395872092,1.10816,,,,,,
1568115206.660368635,,0.901696,,,,,
1568115206.663389461,,,0.000369513,,,,
1568115206.663389461,,,,1.4204e-05,,,
1568115207.085896755,1.417,,,,,,
1568115207.356069984,,0.907994,,,,,
1568115207.356069984,,,5.6721e-05,,,,
1568115207.356069984,,,,1.4782e-05,,,
1568115207.900865666,1.83096,,,,,,
1568115208.291162539,,1.31596,,,,,
1568115208.291162539,,,5.7761e-05,,,,
1568115208.291162539,,,,9.68e-06,,,
1568115208.696205036,1.36214,,,,,,
1568115209.006432088,,1.04706,,,,,
1568115209.006432088,,,5.7994e-05,,,,
1568115209.006432088,,,,1.3101e-05,,,
1568115209.391781165,1.2883,,,,,,
1568115209.695479514,,1.01614,,,,,
1568115209.695479514,,,4.3207e-05,,,,
1568115209.695479514,,,,8.71e-06,,,
1568115209.991756908,0.997138,,,,,,
1568115210.256146202,,0.884926,,,,,
1568115210.256146202,,,0.000230503,,,,
1568115210.256146202,,,,2.615e-05,,,
1568115210.590237530,1.10625,,,,,,
1568115210.851605167,,0.890957,,,,,
1568115210.854627312,,,0.000251087,,,,
1568115210.854627312,,,,1.4803e-05,,,
1568115211.092530890,0.789115,,,,,,
1568115211.325767030,,0.785095,,,,,
1568115211.325767030,,,4.1242e-05,,,,
1568115211.325767030,,,,8.611e-06,,,
1568115211.571057437,0.816448,,,,,,
1568115211.789164455,,0.732768,,,,,
1568115211.789164455,,,3.7237e-05,,,,
1568115211.789164455,,,,9.277e-06,,,
1568115212.051133348,0.874345,,,,,,
1568115212.238346920,,0.634316,,,,,
1568115212.238346920,,,2.7734e-05,,,,
1568115212.238346920,,,,7.122e-06,,,
1568115212.453658968,0.712785,,,,,,
1568115212.641622051,,0.629514,,,,,
1568115212.641622051,,,2.8524e-05,,,,
1568115212.641622051,,,,7.14e-06,,,
1568115212.886497554,0.818519,,,,,,
1568115213.074227077,,0.632712,,,,,
1568115213.074227077,,,4.5618e-05,,,,
1568115213.074227077,,,,7.796e-06,,,
1568115213.322887783,0.831622,,,,,,
1568115213.494955476,,0.58421,,,,,
1568115213.494955476,,,3.0828e-05,,,,
1568115213.494955476,,,,8.219e-06,,,
1568115213.755079809,0.862956,,,,,,
1568115213.921254694,,0.563952,,,,,
1568115213.921254694,,,8.5396e-05,,,,
1568115213.921254694,,,,1.3753e-05,,,
1568115214.170572331,0.825495,,,,,,
1568115214.346591181,,0.595646,,,,,
1568115214.346591181,,,0.000132978,,,,
1568115214.346591181,,,,1.4091e-05,,,
1568115214.613110763,0.891767,,,,,,
1568115214.806872158,,0.6515,,,,,
1568115214.806872158,,,0.000203718,,,,
1568115214.806872158,,,,2.1316e-05,,,
1568115215.060826498,0.846261,,,,,,
1568115215.256147624,,0.655426,,,,,
1568115215.256147624,,,0.000142873,,,,
1568115215.256147624,,,,1.8868e-05,,,
1568115215.485636805,0.761506,,,,,,
1568115215.687953158,,0.687877,,,,,
1568115215.687953158,,,5.6136e-05,,,,
1568115215.687953158,,,,1.4059e-05,,,
1568115216.002226600,1.05104,,,,,,
1568115216.290632587,,0.964636,,,,,
1568115216.290632587,,,4.881e-05,,,,
1568115216.290632587,,,,1.4643e-05,,,
1568115216.644535261,1.18001,,,,,,
1568115216.911437912,,0.906617,,,,,
1568115216.911437912,,,6.28e-05,,,,
1568115216.911437912,,,,1.376e-05,,,
1568115217.453894523,1.81133,,,,,,
1568115217.832251900,,1.2807,,,,,
1568115217.832251900,,,5.1081e-05,,,,
1568115217.832251900,,,,1.2797e-05,,,
1568115218.298397332,1.55926,,,,,,
1568115218.624851406,,1.09984,,,,,
1568115218.624851406,,,6.8514e-05,,,,
1568115218.624851406,,,,1.593e-05,,,
1568115219.201820239,1.93451,,,,,,
1568115219.462225340,,0.872157,,,,,
1568115219.462225340,,,0.00012089,,,,
1568115219.462225340,,,,1.2029e-05,,,
1568115219.764699654,1.01456,,,,,,
1568115220.045599880,,0.948477,,,,,
1568115220.045599880,,,0.000109543,,,,
1568115220.045599880,,,,1.526e-05,,,
1568115220.359947488,1.04492,,,,,,
1568115220.624357929,,0.892736,,,,,
1568115220.624357929,,,0.000124608,,,,
1568115220.624357929,,,,1.4188e-05,,,
1568115220.915086433,0.969157,,,,,,
1568115221.150643892,,0.787941,,,,,
1568115221.150643892,,,4.4905e-05,,,,
1568115221.150643892,,,,1.0413e-05,,,
1568115221.430810023,0.942064,,,,,,
1568115221.675441908,,0.820104,,,,,
1568115221.675441908,,,3.5298e-05,,,,
1568115221.675441908,,,,8.08e-06,,,
1568115221.989638324,1.04535,,,,,,
1568115222.279966117,,0.981312,,,,,
1568115222.279966117,,,3.7506e-05,,,,
1568115222.279966117,,,,1.039e-05,,,
1568115222.591115209,1.03735,,,,,,
1568115222.882128087,,0.982225,,,,,
1568115222.882128087,,,4.2997e-05,,,,
1568115222.882128087,,,,1.3604e-05,,,
1568115223.335756582,1.52097,,,,,,
1568115223.714132587,,1.27164,,,,,
1568115223.714132587,,,0.000252342,,,,
1568115223.714132587,,,,1.7297e-05,,,
1568115224.183340312,1.57343,,,,,,
1568115224.538358263,,1.19645,,,,,
1568115224.538358263,,,0.000161887,,,,
1568115224.538358263,,,,2.005e-05,,,
1568115224.908671364,1.23488,,,,,,
1568115225.271281739,,1.22404,,,,,
1568115225.271281739,,,6.7212e-05,,,,
1568115225.271281739,,,,1.0428e-05,,,
1568115225.567917243,0.991575,,,,,,
1568115225.857914799,,0.970143,,,,,
1568115225.857914799,,,0.000161412,,,,
1568115225.857914799,,,,2.2638e-05,,,
1568115226.153831612,0.988537,,,,,,
1568115226.455973212,,1.01354,,,,,
1568115226.455973212,,,4.7464e-05,,,,
1568115226.455973212,,,,1.0415e-05,,,
1568115227.009453056,1.85786,,,,,,
1568115227.396712488,,1.30648,,,,,
1568115227.396712488,,,3.4314e-05,,,,
1568115227.396712488,,,,9.464e-06,,,
1568115227.839710719,1.48665,,,,,,
1568115228.136971530,,0.995223,,,,,
1568115228.136971530,,,5.6664e-05,,,,
1568115228.136971530,,,,1.3971e-05,,,
1568115228.538763025,1.33958,,,,,,
1568115228.818038801,,0.94368,,,,,
1568115228.818038801,,,0.000215204,,,,
1568115228.818038801,,,,2.2207e-05,,,
1568115229.126223366,1.03273,,,,,,
1568115229.369732070,,0.817505,,,,,
1568115229.369732070,,,7.5462e-05,,,,
1568115229.369732070,,,,1.0297e-05,,,
1568115229.730283056,1.20289,,,,,,
1568115230.001473575,,0.906057,,,,,
1568115230.001473575,,,3.4602e-05,,,,
1568115230.001473575,,,,1.0345e-05,,,
1568115230.354110082,1.1903,,,,,,
1568115230.675524193,,1.07288,,,,,
1568115230.675524193,,,4.3072e-05,,,,
1568115230.675524193,,,,1.1522e-05,,,
1568115231.042530297,1.22602,,,,,,
1568115231.344337818,,1.01991,,,,,
1568115231.344337818,,,0.000130696,,,,
1568115231.344337818,,,,1.5958e-05,,,
1568115231.665199658,1.0752,,,,,,
1568115231.929658316,,0.887279,,,,,
1568115231.929658316,,,0.000161171,,,,
1568115231.929658316,,,,1.4618e-05,,,
1568115232.209210224,0.933845,,,,,,
1568115232.484393259,,0.921821,,,,,
1568115232.484393259,,,6.6144e-05,,,,
1568115232.484393259,,,,1.3366e-05,,,
1568115232.873314221,1.29883,,,,,,
1568115233.185140420,,1.04223,,,,,
1568115233.185140420,,,4.7747e-05,,,,
1568115233.185140420,,,,1.1284e-05,,,
1568115233.490347726,1.02666,,,,,,
1568115233.792936044,,1.01668,,,,,
1568115233.792936044,,,4.3267e-05,,,,
1568115233.792936044,,,,1.0231e-05,,,
1568115234.095721546,1.01094,,,,,,
1568115234.359075642,,0.881263,,,,,
1568115234.359075642,,,0.000120668,,,,
1568115234.359075642,,,,1.1619e-05,,,
1568115234.683260759,1.07982,,,,,,
1568115234.946440587,,0.880178,,,,,
1568115234.946440587,,,4.4634e-05,,,,
1568115234.946440587,,,,9.286e-06,,,
1568115235.305544333,1.20976,,,,,,
1568115235.617670854,,1.05095,,,,,
1568115235.617670854,,,5.1306e-05,,,,
1568115235.617670854,,,,1.2254e-05,,,
1568115235.994014182,1.25391,,,,,,
1568115236.382558297,,1.31828,,,,,
1568115236.382558297,,,0.000167892,,,,
1568115236.382558297,,,,2.2798e-05,,,
1568115236.939082339,1.86853,,,,,,
1568115237.373766814,,1.46318,,,,,
1568115237.373766814,,,0.000124824,,,,
1568115237.373766814,,,,1.785e-05,,,
1568115237.757005962,1.28093,,,,,,
1568115238.096327593,,1.13988,,,,,
1568115238.096327593,,,0.000177644,,,,
1568115238.096327593,,,,1.991e-05,,,
1568115238.459235059,1.21642,,,,,,
1568115238.749931083,,0.977034,,,,,
1568115238.749931083,,,4.1499e-05,,,,
1568115238.749931083,,,,9.992e-06,,,
1568115239.040209253,0.971088,,,,,,
1568115239.321053722,,0.936746,,,,,
1568115239.321053722,,,4.5479e-05,,,,
1568115239.321053722,,,,1.0708e-05,,,
1568115239.639615960,1.0763,,,,,,
1568115239.900586628,,0.871428,,,,,
1568115239.900586628,,,3.6497e-05,,,,
1568115239.900586628,,,,1.0213e-05,,,
1568115240.155899403,0.853003,,,,,,
1568115240.388580382,,0.784596,,,,,
1568115240.388580382,,,0.00022178,,,,
1568115240.388580382,,,,1.6785e-05,,,
1568115240.636370521,0.815495,,,,,,
1568115240.867189281,,0.777471,,,,,
1568115240.867189281,,,6.9898e-05,,,,
1568115240.867189281,,,,1.4475e-05,,,
1568115241.154118837,0.955855,,,,,,
1568115241.425252470,,0.906085,,,,,
1568115241.425252470,,,5.656e-05,,,,
1568115241.425252470,,,,1.5435e-05,,,
1568115241.757876881,1.1101,,,,,,
1568115242.029805916,,0.918279,,,,,
1568115242.029805916,,,9.9338e-05,,,,
1568115242.029805916,,,,1.3646e-05,,,
1568115242.480932144,1.50633,,,,,,
1568115242.927156901,,1.50417,,,,,
1568115242.927156901,,,0.000194258,,,,
1568115242.927156901,,,,2.6248e-05,,,
1568115243.344310949,1.39774,,,,,,
1568115243.733285196,,1.30609,,,,,
1568115243.733285196,,,6.0064e-05,,,,
1568115243.733285196,,,,1.3855e-05,,,
1568115244.079784718,1.16436,,,,,,
1568115244.471826701,,1.32171,,,,,
1568115244.471826701,,,4.2245e-05,,,,
1568115244.471826701,,,,1.1646e-05,,,
1568115244.913466658,1.48709,,,,,,
1568115245.360889646,,1.50668,,,,,
1568115245.360889646,,,5.7708e-05,,,,
1568115245.360889646,,,,1.4228e-05,,,
1568115245.811964369,1.52171,,,,,,
1568115246.140874097,,1.10019,,,,,
1568115246.140874097,,,6.4757e-05,,,,
1568115246.140874097,,,,1.9433e-05,,,
1568115246.588143969,1.49954,,,,,,
1568115246.938831912,,1.18994,,,,,
1568115246.938831912,,,5.5675e-05,,,,
1568115246.938831912,,,,1.3594e-05,,,
1568115247.387604282,1.50336,,,,,,
1568115247.775563425,,1.29751,,,,,
1568115247.775563425,,,6.1655e-05,,,,
1568115247.775563425,,,,1.4401e-05,,,
1568115248.455861754,2.29633,,,,,,
1568115249.304118806,,2.87891,,,,,
1568115249.304118806,,,8.081e-05,,,,
1568115249.304118806,,,,1.8005e-05,,,
1568115249.966997597,2.23214,,,,,,
1568115250.535439051,,1.91964,,,,,
1568115250.535439051,,,6.0207e-05,,,,
1568115250.535439051,,,,1.523e-05,,,
1568115251.030655858,1.65434,,,,,,
1568115251.424345876,,1.32613,,,,,
1568115251.424345876,,,8.9541e-05,,,,
1568115251.424345876,,,,2.1737e-05,,,
1568115251.846312684,1.40269,,,,,,
1568115252.181898783,,1.13674,,,,,
1568115252.181898783,,,0.000186361,,,,
1568115252.181898783,,,,2.6305e-05,,,
1568115252.565618491,1.27845,,,,,,
1568115252.899267555,,1.1255,,,,,
1568115252.899267555,,,5.4334e-05,,,,
1568115252.899267555,,,,1.1492e-05,,,
1568115253.145367935,0.811737,,,,,,
1568115253.414389848,,0.906538,,,,,
1568115253.414389848,,,5.8299e-05,,,,
1568115253.414389848,,,,1.2964e-05,,,
1568115253.710980560,0.986926,,,,,,
1568115253.961168042,,0.842631,,,,,
1568115253.961168042,,,5.3104e-05,,,,
1568115253.961168042,,,,1.0626e-05,,,
1568115254.248479077,0.962865,,,,,,
1568115254.460017783,,0.71326,,,,,
1568115254.460017783,,,4.3501e-05,,,,
1568115254.460017783,,,,9.858e-06,,,
1568115254.736859735,0.9218,,,,,,
1568115254.951965047,,0.720006,,,,,
1568115254.951965047,,,6.4709e-05,,,,
1568115254.951965047,,,,1.2746e-05,,,
1568115255.033526408,0.831576,,,,,,
1568115255.033526408,,0.609124,,,,,
1568115255.033526408,,,4.3013e-05,,,,
1568115255.033526408,,,,1.1667e-05,,,
