Duration,segmentation,association,deviation,average,segmentationMap,associationMap,deviationMap
1568115343.304083120,,,0.00017296,,,,
1568115343.304083120,,,,1.2559e-05,,,
1568115350.023747342,7.03087,,,,,,
1568115352.937419160,,3.04007,,,,,
1568115352.937419160,,,0.000296499,,,,
1568115352.937419160,,,,2.5444e-05,,,
1568115357.006815330,4.21571,,,,,,
1568115359.947762496,,3.05414,,,,,
1568115359.947762496,,,0.000317223,,,,
1568115359.947762496,,,,2.4997e-05,,,
1568115368.074564283,8.38243,,,,,,
1568115371.339751400,,3.41669,,,,,
1568115371.339751400,,,0.000330805,,,,
1568115371.339751400,,,,2.1783e-05,,,
1568115376.304085391,5.22926,,,,,,
1568115379.176750682,,3.03488,,,,,
1568115379.176750682,,,0.000181675,,,,
1568115379.176750682,,,,1.5653e-05,,,
1568115388.397640312,9.6697,,,,,,
1568115391.324749479,,3.0756,,,,,
1568115391.324749479,,,0.000235867,,,,
1568115391.324749479,,,,1.5794e-05,,,
1568115392.570893501,3.85455,,,,,,
1568115392.570893501,,2.11048,,,,,
1568115392.570893501,,,0.000200174,,,,
1568115392.570893501,,,,1.0157e-05,,,
1568115392.570893501,3.15693,,,,,,
1568115392.570893501,,1.67614,,,,,
1568115392.570893501,,,0.000120903,,,,
1568115392.570893501,,,,1.2642e-05,,,
