plane_id,count,aa_angle,aa_x,aa_y,aa_z,quat_x,quat_y,quat_z,quat_w,translation_x,translation_y,translation_z,score
0,0,0.013459,-0.374575,0.927196,-0.00138797,-0.00252069,0.00623953,-9.34029e-06,0.999977,-5.39947,10.0234,-0.0476336,0.0313264
55,0,0.0148843,0.0228762,0.755243,-0.655046,0.000170246,0.00562056,-0.00487489,0.999972,-0.0333525,-0.104685,1.18536,0.0242534
35,0,0.00825016,-0.0115477,-0.359631,0.933023,-4.76349e-05,-0.0014835,0.00384879,0.999991,0.0381647,-0.711392,-0.123879,0.0357322
57,0,0.018653,0.00817158,0.174184,-0.984679,7.62112e-05,0.0016245,-0.00918348,0.999957,-0.0204843,0.24111,1.33975,0.023273
59,0,0.0123011,0.0256967,0.971871,0.234107,0.000158048,0.0059775,0.00143988,0.999981,0.0750575,-0.0718174,1.69784,0.0893282
56,0,0.0884965,0.155393,-0.00423864,0.987844,0.00687364,-0.000187491,0.0436961,0.999021,-0.037723,-0.0396768,1.28101,0.0457773
67,0,0.0133685,0.0253116,0.965608,0.258766,0.000169188,0.00645433,0.00172964,0.999978,0.00663739,0.111107,0.743107,0.0146251
63,0,0.0111113,0.0271752,0.961389,-0.273848,0.000150975,0.00534111,-0.00152139,0.999985,-0.0227138,0.00460648,1.69468,0.0154362
61,0,0.349067,-0.0181501,0.0441372,0.998861,-0.00315175,0.00766437,0.173451,0.984808,-0.772295,-0.282077,1.5953,0.670674
60,0,0.00341098,-0.954728,0.0260423,-0.296337,-0.00162828,4.44148e-05,-0.0005054,0.999999,0.00919361,-0.0208483,1.72589,0.0219423
35,0,0.0105563,-0.0227026,-0.926282,0.376147,-0.000119827,-0.00488901,0.00198535,0.999986,0.0325776,-0.772906,-0.115737,0.031689
61,0,0.349415,-0.017257,0.0414569,0.998991,-0.00299962,0.00720604,0.173645,0.984777,-0.774452,-0.340595,1.58223,0.664065
63,0,0.0127718,0.027272,0.999627,-0.001435,0.000174155,0.00638348,-9.16371e-06,0.99998,-0.0228762,0.036521,1.55815,0.0172001
67,0,0.0135694,0.0249766,0.957522,0.287276,0.000169458,0.00649646,0.00194907,0.999977,-0.00108236,0.0758938,0.74387,0.0167791
56,0,0.0200057,0.361188,-0.00985213,0.932441,0.00361284,-9.85477e-05,0.00932691,0.99995,-0.0308145,-0.0385384,1.15494,0.048963
60,0,0.00415008,-0.990027,0.0270051,-0.138268,-0.00205435,5.60367e-05,-0.000286911,0.999998,0.0304987,-0.0169701,1.77317,0.0212313
59,0,0.0117152,0.0251787,0.959011,0.282249,0.000147485,0.00561745,0.00165329,0.999983,0.0808287,-0.0494452,1.70751,0.0901631
57,0,0.0162657,0.00702369,0.131255,-0.991324,5.71218e-05,0.00106746,-0.00806218,0.999967,-0.011619,0.209947,1.27676,0.0220822
55,0,0.015396,0.0224416,0.736653,-0.675899,0.000172754,0.0056707,-0.00520302,0.99997,-0.0332548,-0.117857,1.29833,0.0229257
69,0,0.0173339,0.019768,0.922096,0.386455,0.000171326,0.00799169,0.00334936,0.999962,0.0212085,-0.689719,0.417993,0.0342191
0,0,0.0123193,-0.398722,0.917071,-0.00147083,-0.00245596,0.00564878,-9.05968e-06,0.999981,-5.47205,9.9577,-0.0393383,0.0235493
35,0,0.134391,0.0229868,0.999345,0.0279427,0.00154345,0.0671012,0.00187622,0.997743,0.200777,6.26459,2.02437,0.0254012
61,0,0.34882,-0.0155703,0.0363951,0.999216,-0.00270186,0.00631553,0.173391,0.984829,-0.773078,-0.246293,1.60811,0.663567
63,0,0.0100692,0.027336,0.972939,-0.229441,0.000137625,0.00489832,-0.00115514,0.999987,-0.0176612,0.0175836,1.51163,0.0132182
67,0,0.0111978,0.0234061,0.916452,0.39946,0.000131048,0.00513111,0.00223653,0.999984,-0.00312108,0.113842,0.729513,0.011362
56,0,0.0173659,0.551619,-0.0150466,0.833961,0.00478962,-0.000130647,0.00724116,0.999962,-0.0521569,-0.0438697,1.14484,0.0492776
60,0,0.00724199,-0.733274,0.0200016,-0.679639,-0.00265517,7.24255e-05,-0.00246096,0.999993,0.018326,-0.0248772,1.72341,0.0237648
59,0,0.00883324,0.022384,0.880833,0.472898,9.88612e-05,0.00389029,0.00208861,0.99999,0.0886493,-0.0452895,1.69844,0.0927752
