plane_id,count,aa_angle,aa_x,aa_y,aa_z,quat_x,quat_y,quat_z,quat_w,translation_x,translation_y,translation_z,score
55,0,0.0135598,0.0176753,0.708253,-0.705737,0.000119836,0.00480186,-0.0047848,0.999977,-0.028263,-0.0771837,1.22236,0.0223625
69,0,0.0165119,0.0184821,0.898363,0.438864,0.000152586,0.00741676,0.0036232,0.999966,0.0453564,-0.495282,0.415194,0.0551285
0,0,0.010632,-0.466672,0.88443,2.09882e-08,-0.00248082,0.00470161,1.11573e-10,0.999986,-5.35243,10.0026,-0.0153856,0.0185934
0,0,0.0092886,-0.562939,0.826498,1.19296e-08,-0.00261445,0.00383849,5.54046e-11,0.999989,-5.42958,10.0067,-0.00759467,0.0133176
55,0,0.013063,0.0144069,0.577288,-0.816414,9.40977e-05,0.00377052,-0.00533236,0.999979,-0.0272262,-0.0864331,1.21831,0.0205964
35,0,0.105651,0.0206594,0.994275,0.104836,0.00109083,0.0524985,0.00553541,0.998605,0.163729,5.65434,2.0098,0.0329604
57,0,0.0177793,-0.00297903,-0.119373,-0.992845,-2.64822e-05,-0.00106117,-0.00882594,0.99996,-0.00530333,0.279087,1.28086,0.020243
59,0,0.00905824,0.0240997,0.965687,0.25859,0.00010915,0.00437369,0.00117118,0.99999,0.0984934,-0.0369973,1.71084,0.097645
56,0,0.024304,0.484062,-0.0120804,0.87495,0.00588219,-0.000146797,0.0106322,0.999926,0.00911495,-0.053823,1.13236,0.0335237
67,0,0.00985004,0.0233076,0.940816,0.338114,0.00011479,0.00463352,0.00166521,0.999988,0.0123024,0.0928964,0.73116,0.00999959
63,0,0.00900514,0.0214892,0.86108,-0.508015,9.67564e-05,0.00387706,-0.00228737,0.99999,0.00231438,0.00020719,1.63971,0.0081437
61,0,0.347861,-0.0112812,0.0335786,0.999372,-0.00195227,0.00581094,0.172946,0.984912,-0.751839,-0.293863,1.59658,0.64557
60,0,0.00409402,-0.986828,0.0246273,0.159889,-0.00202004,5.04124e-05,0.000327295,0.999998,0.0339699,-0.00227042,1.70447,0.00676233
0,0,0.00778852,-0.712467,0.701705,-4.07949e-09,-0.00277453,0.00273262,-1.58866e-11,0.999992,-5.39498,9.96928,-0.00136778,0.0106701
55,0,0.0111179,0.0157504,0.631122,-0.775523,8.75551e-05,0.00350836,-0.00431107,0.999985,-0.0192844,-0.100467,1.1662,0.0153206
35,0,0.0141754,-0.0198923,-0.957353,0.288235,-0.00014099,-0.00678539,0.00204291,0.999975,0.0394939,-0.70602,-0.0944017,0.0380327
57,0,0.0162026,0.0051144,0.204934,-0.978762,4.14329e-05,0.00166021,-0.00792917,0.999967,-0.00860638,0.214791,1.34911,0.0170412
59,0,0.00755146,0.0235,0.941655,0.335759,8.87294e-05,0.00355543,0.00126773,0.999993,0.101799,-0.0598369,1.65967,0.101239
60,0,0.00492639,-0.902244,0.0225165,0.430638,-0.0022224,5.54623e-05,0.00106074,0.999997,0.0384413,-0.00817479,1.70587,0.0122353
69,0,0.0131385,0.0178023,0.865318,0.500907,0.000116947,0.00568446,0.00329056,0.999978,0.0331292,-0.69663,0.403452,0.0472943
67,0,0.00986327,0.020933,0.849758,0.526757,0.000103234,0.00419068,0.00259776,0.999988,0.0111989,0.0970559,0.706778,0.0080238
63,0,0.00966317,0.0232635,0.932176,-0.361257,0.000112399,0.00450387,-0.00174544,0.999988,-0.00336141,-0.0105747,1.67369,0.00838053
61,0,0.348372,-0.0104104,0.0309867,0.999466,-0.00180419,0.0053702,0.173214,0.984868,-0.753127,-0.317766,1.57515,0.663373
0,0,0.00787118,-0.828109,0.560568,-1.89461e-08,-0.00325909,0.00220616,-7.45638e-11,0.999992,-5.45949,9.96436,-0.00589747,0.011566
55,0,0.0147437,0.0128824,0.516201,-0.856371,9.49663e-05,0.00380532,-0.00631298,0.999973,-0.0265814,-0.0781712,1.19587,0.0203432
35,0,0.0175156,-0.00297386,-0.14312,0.989701,-2.60441e-05,-0.0012534,0.00866747,0.999962,0.161566,5.327,1.29636,0.0363724
57,0,0.0166762,-0.00105966,-0.0424632,-0.999097,-8.83542e-06,-0.000354059,-0.00833048,0.999965,-0.0110927,0.238179,1.30454,0.0209287
59,0,0.00801561,0.0237249,0.950667,0.309304,9.50846e-05,0.00381008,0.00123963,0.999992,0.096794,-0.0525976,1.68452,0.0983741
60,0,0.00429032,-0.836402,0.0208734,-0.547719,-0.00179422,4.47767e-05,-0.00117494,0.999998,0.0357377,-0.00747575,1.77163,0.00754872
69,0,0.0146659,0.0171927,0.835689,0.548934,0.000126072,0.006128,0.00402526,0.999973,0.0392894,-0.695118,0.564606,0.0536615
67,0,0.00983639,0.0239021,0.963122,0.268002,0.000117555,0.0047368,0.00131808,0.999988,0.0163908,0.126493,0.727937,0.0105765
63,0,0.00988515,0.0232513,0.931689,-0.362511,0.000114921,0.00460493,-0.00179173,0.999988,0.00129932,0.0337191,1.52716,0.00859048
61,0,0.347893,-0.010664,0.0317414,0.999439,-0.00184562,0.0054935,0.172973,0.984909,-0.752372,-0.193993,1.57535,0.637912
35,0,0.00771004,-0.0166888,-0.803177,0.595506,-6.43354e-05,-0.00309626,0.00229568,0.999993,0.0500549,-0.682771,-0.0930067,0.0496943
63,0,0.00942948,0.0237564,0.951927,-0.305401,0.000112005,0.00448807,-0.00143988,0.999989,0.00720554,0.0378268,1.68332,0.00899419
65,0,0.0136193,-0.46141,0.011515,-0.887112,-0.003142,7.84125e-05,-0.00604086,0.999977,-0.0939159,0.0817601,0.638238,0.0732868
67,0,0.00885205,0.0246075,0.988781,0.147331,0.000108913,0.00437636,0.000652089,0.99999,0.0172415,0.112738,0.76287,0.0137535
56,0,0.0151808,0.692786,-0.0172893,0.720936,0.00525846,-0.000131231,0.00547213,0.999971,0.00628277,-0.0219071,1.00711,0.0270045
0,0,0.01039,-0.447331,0.894369,2.27135e-08,-0.00232387,0.00464623,1.17996e-10,0.999987,-5.39474,10.0004,-0.000484055,0.00903525
69,0,0.0126969,0.0189799,0.92256,0.385386,0.000120493,0.00585681,0.0024466,0.99998,0.0592301,-0.644029,0.349164,0.0699761
61,0,0.347685,-0.0110579,0.032914,0.999397,-0.00191267,0.00569307,0.172864,0.984927,-0.750054,-0.254216,1.56244,0.667261
60,0,0.00355061,-0.35672,0.00890238,-0.934169,-0.000633286,1.58044e-05,-0.00165843,0.999998,0.0494676,-0.000308589,1.77596,0.00312215
59,0,0.00811849,0.0241657,0.96833,0.248503,9.80942e-05,0.00393068,0.00100873,0.999992,0.102018,-0.0365978,1.68514,0.102689
57,0,0.0152104,-0.00149565,-0.0599338,-0.998201,-1.13746e-05,-0.000455804,-0.00759145,0.999971,-0.00927014,0.326954,1.3166,0.0187073
55,0,0.0133796,0.012552,0.50296,-0.864218,8.39696e-05,0.00336468,-0.00578141,0.999978,-0.0232532,-0.0823149,1.24662,0.0193824
0,0,0.0125384,-0.34773,0.937595,3.1155e-08,-0.00217998,0.00587795,1.95316e-10,0.99998,-5.45455,9.94272,-0.0167423,0.0219382
55,0,0.0147151,0.0158134,0.633646,-0.773461,0.000116346,0.00466203,-0.00569072,0.999973,-0.0308551,-0.0630328,1.25722,0.0274701
35,0,0.0182947,-0.016451,-0.791732,0.610647,-0.00015048,-0.00724213,0.00558572,0.999958,0.150822,5.07038,1.41828,0.0238634
57,0,0.01658,-1.47205e-05,-0.000592229,-1,-1.22032e-07,-4.90954e-06,-0.00828992,0.999966,-0.0142117,0.33103,1.32102,0.0234678
59,0,0.00960126,0.0243736,0.976661,0.213398,0.000117008,0.00468857,0.00102444,0.999988,0.0866714,-0.0448914,1.68436,0.0953135
60,0,0.00697254,-0.845851,0.0211092,-0.533001,-0.00294886,7.35921e-05,-0.00185818,0.999994,0.0355267,0.00598495,1.78272,0.00354086
69,0,0.0148719,0.0189379,0.920517,0.390243,0.00014082,0.00684484,0.00290179,0.999972,0.0536166,-0.689355,0.124799,0.0726937
67,0,0.0111518,0.0242893,0.977384,0.210074,0.000135434,0.00544975,0.00117134,0.999984,0.0180712,0.0825429,0.711889,0.0143387
63,0,0.0122486,0.023783,0.952992,-0.302061,0.000145653,0.00583635,-0.0018499,0.999981,0.00169855,0.0760123,1.68891,0.00925799
61,0,0.347291,-0.012446,0.0370457,0.999236,-0.00215035,0.00640054,0.172642,0.984961,-0.750784,-0.279354,1.57777,0.631636
35,0,0.0104903,0.0115603,0.556363,0.830859,6.06353e-05,0.0029182,0.00435797,0.999986,0.149648,4.83414,1.42735,0.0316847
61,0,0.347699,-0.0125674,0.0374071,0.999221,-0.00217385,0.00647049,0.17284,0.984926,-0.754802,-0.257713,1.56463,0.650417
63,0,0.0118035,0.0235795,0.944838,-0.326688,0.000139159,0.00557615,-0.00192801,0.999983,0.00244217,0.0397023,1.53579,0.00958357
67,0,0.0108658,0.0243036,0.977905,0.207633,0.000132039,0.00531284,0.00112805,0.999985,0.0281082,0.179631,0.71576,0.0142586
56,0,0.0497048,0.00244166,-6.09916e-05,0.999997,6.0675e-05,-1.51563e-06,0.0248498,0.999691,-0.0335718,-0.0445452,1.02074,0.0299304
60,0,0.00516467,-0.819839,0.02046,-0.572229,-0.0021171,5.28345e-05,-0.00147769,0.999997,0.0452709,0.00174175,1.71083,0.00314228
59,0,0.00941534,0.0242321,0.970991,0.237883,0.000114076,0.00457109,0.00111987,0.999989,0.0957682,-0.0221151,1.69067,0.0982801
57,0,0.0180288,-0.000594946,-0.0238421,-0.999716,-5.363e-06,-0.000214919,-0.00901171,0.999959,-0.00984735,0.352085,1.28741,0.0213507
55,0,0.0143129,0.0145878,0.584536,-0.811237,0.000104396,0.00418316,-0.00580552,0.999974,-0.0259637,-0.0743551,1.19429,0.0223617
69,0,0.0142588,0.0180352,0.876641,0.480807,0.00012858,0.00624989,0.00342785,0.999975,0.0556419,-0.683864,0.154433,0.0685105
0,0,0.011751,-0.412595,0.910915,2.57394e-08,-0.00242418,0.00535204,1.51231e-10,0.999983,-5.42914,9.95524,-0.0112298,0.0169022
35,0,0.112334,-0.0195838,-0.942509,0.333607,-0.00109938,-0.0529099,0.0187278,0.998423,0.187805,6.08961,1.71979,0.0297479
63,0,0.0107014,0.0230352,0.92303,-0.384038,0.000123254,0.00493882,-0.00205486,0.999986,-0.00405366,0.0321422,1.53416,0.00896626
65,0,0.299066,0.00858207,-0.000214118,-0.999963,0.00127852,-3.18984e-05,-0.148971,0.988841,0.0186954,0.14166,0.83387,0.131296
67,0,0.00959012,0.023883,0.962409,0.270553,0.00011452,0.00461479,0.00129731,0.999989,0.00871885,0.108749,0.705881,0.00891944
56,0,0.048593,0.195489,-0.00487871,0.980694,0.00474924,-0.000118524,0.0238251,0.999705,-0.0310623,-0.0150173,1.13579,0.0221411
0,0,0.0121271,-0.364809,0.931083,2.97577e-08,-0.00221202,0.00564564,1.80436e-10,0.999982,-5.43743,10.077,0.00255856,0.00894852
69,0,0.0147062,0.0175153,0.851369,0.524275,0.000128791,0.00626014,0.00385501,0.999973,0.0367484,-0.625577,0.586311,0.0512381
61,0,0.348017,-0.0111535,0.0331984,0.999387,-0.00193102,0.0057477,0.173026,0.984899,-0.752988,-0.29814,1.5857,0.649281
60,0,0.00918427,-0.481816,0.0120243,-0.87619,-0.00221255,5.52169e-05,-0.00402357,0.999989,0.0353888,0.00548004,1.7771,0.00365318
59,0,0.0069979,0.0225723,0.904483,0.425912,7.89793e-05,0.00316474,0.00149024,0.999994,0.0966048,-0.028383,1.69143,0.098855
57,0,0.0171075,-0.00174131,-0.0697774,-0.997561,-1.48946e-05,-0.000596853,-0.00853281,0.999963,-0.00776691,0.252157,1.32366,0.0190279
55,0,0.0127929,0.0163299,0.654342,-0.756023,0.000104452,0.00418543,-0.00483581,0.99998,-0.0252571,-0.0953984,1.15897,0.0204875
0,0,0.0149063,-0.274729,0.961522,3.69102e-08,-0.00204757,0.00716628,2.75094e-10,0.999972,-5.45151,10.0395,-0.0177606,0.0217784
55,0,0.0174054,0.0148578,0.595355,-0.803325,0.000129301,0.00518113,-0.00699101,0.999962,-0.0293201,-0.120283,1.21359,0.0226668
35,0,0.034892,-0.0105982,-0.510062,-0.860072,-0.000184887,-0.0088981,-0.0150041,0.999848,0.224788,7.41125,1.40714,0.0304489
57,0,0.0190069,0.0018737,0.0750775,-0.997176,1.78064e-05,0.000713486,-0.00947649,0.999955,-0.00620241,0.371871,1.27458,0.0221418
59,0,0.0104112,0.0242826,0.973012,0.229473,0.000126404,0.00506507,0.00119454,0.999986,0.0973942,-0.0456025,1.73766,0.0956812
60,0,0.0035203,-0.990599,0.0247215,0.134542,-0.0017436,4.35135e-05,0.000236814,0.999998,0.0344126,-0.00445636,1.72285,0.00562665
69,0,0.0171116,0.0184823,0.898372,0.438846,0.000158129,0.00768621,0.00375464,0.999963,0.0328661,-0.69289,0.451293,0.0581996
67,0,0.0121818,0.0244547,0.983364,0.179994,0.00014895,0.00598953,0.00109632,0.999981,0.0189724,0.131558,0.753907,0.0132233
63,0,0.0118114,0.0232164,0.930288,-0.366094,0.000137108,0.00549396,-0.00216202,0.999983,0.000895196,0.0158446,1.69919,0.00910288
61,0,0.347791,-0.0140707,0.0418817,0.999023,-0.00243453,0.0072464,0.172852,0.984918,-0.754365,-0.251978,1.582,0.658308
35,0,0.0104099,-0.020683,-0.995408,0.0934642,-0.000107653,-0.00518101,0.000486473,0.999986,0.0522297,-0.73578,-0.0733454,0.0448828
63,0,0.0109028,0.0242811,0.972951,-0.22973,0.000132365,0.00530392,-0.00125235,0.999985,0.00461333,0.0405327,1.69304,0.00871606
65,0,0.306896,0.0153358,-0.000382663,-0.999882,0.00234402,-5.84888e-05,-0.152829,0.98825,0.0479299,0.165996,1.02255,0.144498
67,0,0.00893832,0.0241906,0.973777,0.226215,0.000108111,0.00435195,0.00101099,0.99999,0.0140063,0.138173,0.89278,0.00901419
56,0,0.0251306,0.539893,-0.0134737,0.841626,0.00678375,-0.000169296,0.010575,0.999921,-0.0239412,-0.0296211,1.14237,0.0332855
0,0,0.00795042,-0.726596,0.687065,-5.75086e-09,-0.00288836,0.00273122,-2.28608e-11,0.999992,-5.4579,9.94238,0.00886744,0.00848326
69,0,0.014355,0.0179091,0.87051,0.491824,0.000128542,0.00624806,0.00353005,0.999974,0.0388599,-0.62149,0.387076,0.0560942
61,0,0.348319,-0.0110932,0.033019,0.999393,-0.00192223,0.00572153,0.173175,0.984873,-0.755415,-0.279674,1.60092,0.656773
60,0,0.00772616,-0.582327,0.0145326,-0.812825,-0.00224957,5.61406e-05,-0.00314,0.999993,0.0464241,-0.00548007,1.71913,0.00745278
59,0,0.00772297,0.0232922,0.93333,0.358264,8.99424e-05,0.00360403,0.00138343,0.999993,0.0988186,-0.0436962,1.69412,0.102079
57,0,0.0192704,-0.00212562,-0.0851768,-0.996364,-2.04804e-05,-0.000820681,-0.0096,0.999954,-0.0050698,0.204912,1.3316,0.0169055
55,0,0.0116221,0.016432,0.658433,-0.75246,9.5486e-05,0.00382615,-0.00437254,0.999983,-0.0237106,-0.117347,1.18139,0.0175341
0,0,0.0137574,-0.31828,0.947997,3.35185e-08,-0.00218934,0.00652094,2.30562e-10,0.999976,-5.4009,9.97917,-0.00995998,0.0152007
55,0,0.0158008,0.0141136,0.565536,-0.824603,0.000111502,0.00446793,-0.00651464,0.999969,-0.0284811,-0.055123,1.19877,0.0263751
35,0,0.00614827,0.0207254,0.997452,0.0682668,6.37128e-05,0.0030663,0.000209861,0.999995,0.190205,6.12362,1.72517,0.0322011
57,0,0.0170986,0.00978716,0.392173,-0.919839,8.36721e-05,0.00335275,-0.00786386,0.999963,-0.0187029,0.337189,1.38673,0.0246472
59,0,0.00969638,0.0240414,0.96335,0.267167,0.000116557,0.00467049,0.00129527,0.999988,0.0957872,-0.0270243,1.68776,0.0965081
56,0,0.0111301,0.685148,-0.0170987,0.728203,0.00381287,-9.51545e-05,0.00405247,0.999985,-0.0325983,-0.0120781,1.14534,0.0183516
67,0,0.0104889,0.0240007,0.96678,0.254481,0.00012587,0.0050702,0.00133461,0.999986,0.0231588,0.150852,0.790092,0.0131043
63,0,0.0109487,0.0232247,0.930621,-0.365246,0.00012714,0.00509453,-0.00199948,0.999985,0.000531488,0.0157237,1.64513,0.0085283
61,0,0.347357,-0.0119388,0.035536,0.999297,-0.00206311,0.00614086,0.172685,0.984956,-0.751525,-0.24629,1.57,0.636174
60,0,0.00782165,-0.663612,0.0165612,-0.747893,-0.00259527,6.47678e-05,-0.00292487,0.999992,0.036783,0.00854228,1.71686,0.00852656
35,0,0.0297304,-0.0190721,-0.917878,0.396404,-0.0002835,-0.0136439,0.00589241,0.99989,0.15085,4.91639,1.54956,0.0274225
61,0,0.347894,-0.0146241,0.0435289,0.998945,-0.00253101,0.00753359,0.172889,0.984909,-0.751937,-0.292224,1.57043,0.649238
63,0,0.0123158,0.024054,0.963854,-0.265344,0.000148122,0.0059353,-0.00163396,0.999981,0.00199442,0.0195873,1.69616,0.00886469
67,0,0.0134194,0.0242821,0.97712,0.211298,0.000162925,0.00655616,0.00141774,0.999977,0.0278909,0.183189,0.706328,0.0174676
56,0,0.0420997,0.0620735,-0.00154917,0.99807,0.00130654,-3.26074e-05,0.0210077,0.999778,-0.0277913,-0.0214341,1.02936,0.0297217
60,0,0.00714116,-0.618658,0.0154393,-0.785509,-0.00220896,5.51272e-05,-0.00280472,0.999994,0.0327671,0.000863656,1.72695,0.004334
59,0,0.0116302,0.0244259,0.978755,0.203573,0.000142038,0.00569152,0.00118379,0.999983,0.0920531,-0.0320189,1.73375,0.0970251
57,0,0.0174737,0.00220709,0.0884367,-0.996079,1.92828e-05,0.000772648,-0.00870248,0.999962,-0.00683255,0.335267,1.27854,0.0206404
55,0,0.0165426,0.0174871,0.700714,-0.713228,0.00014464,0.00579575,-0.00589925,0.999966,-0.0272638,-0.102919,1.22926,0.0219991
69,0,0.017155,0.0191506,0.930854,0.36489,0.000164262,0.00798428,0.0031298,0.999963,0.0534644,-0.514031,0.373934,0.0698161
0,0,0.0121265,-0.478063,0.878326,1.99582e-08,-0.00289859,0.00532546,1.2101e-10,0.999982,-5.41355,10.0006,-0.0245986,0.0282822
