Duration,segmentation,association,deviation,average,segmentationMap,associationMap,deviationMap
1568115275.049251963,,,4.1232e-05,,,,
1568115275.049251963,,,,1.3135e-05,,,
1568115275.282779543,0.786793,,,,,,
1568115275.531273016,,0.871406,,,,,
1568115275.531273016,,,4.4896e-05,,,,
1568115275.531273016,,,,1.5317e-05,,,
1568115275.831739405,1.08097,,,,,,
1568115276.140464683,,1.08235,,,,,
1568115276.140464683,,,6.7192e-05,,,,
1568115276.140464683,,,,2.1053e-05,,,
1568115276.434435822,1.01302,,,,,,
1568115276.731153578,,1.04234,,,,,
1568115276.731153578,,,3.7982e-05,,,,
1568115276.731153578,,,,1.5424e-05,,,
1568115277.001031433,0.93464,,,,,,
1568115277.233690260,,0.850657,,,,,
1568115277.233690260,,,3.6567e-05,,,,
1568115277.233690260,,,,1.3471e-05,,,
1568115277.449510991,0.721777,,,,,,
1568115277.694782025,,0.857061,,,,,
1568115277.694782025,,,3.7047e-05,,,,
1568115277.694782025,,,,1.2833e-05,,,
1568115277.904196863,0.742835,,,,,,
1568115278.109805923,,0.717839,,,,,
1568115278.109805923,,,0.000148511,,,,
1568115278.109805923,,,,2.3157e-05,,,
1568115278.315723831,0.686408,,,,,,
1568115278.524112537,,0.730899,,,,,
1568115278.524112537,,,0.000152405,,,,
1568115278.524112537,,,,1.8194e-05,,,
1568115278.708298555,0.639072,,,,,,
1568115278.921924827,,0.753619,,,,,
1568115278.921924827,,,3.8615e-05,,,,
1568115278.921924827,,,,1.3059e-05,,,
1568115279.113195311,0.641136,,,,,,
1568115279.313273778,,0.702312,,,,,
1568115279.313273778,,,0.000134599,,,,
1568115279.313273778,,,,1.8026e-05,,,
1568115279.494834721,0.632806,,,,,,
1568115279.679226804,,0.651984,,,,,
1568115279.679226804,,,4.5158e-05,,,,
1568115279.679226804,,,,1.214e-05,,,
1568115279.863892176,0.608799,,,,,,
1568115280.069903253,,0.733556,,,,,
1568115280.069903253,,,9.2291e-05,,,,
1568115280.069903253,,,,1.5196e-05,,,
1568115280.245879360,0.616872,,,,,,
1568115280.484546234,,0.831613,,,,,
1568115280.484546234,,,4.5175e-05,,,,
1568115280.484546234,,,,1.4924e-05,,,
1568115280.714028551,0.762844,,,,,,
1568115280.959174018,,0.874183,,,,,
1568115280.959174018,,,5.6377e-05,,,,
1568115280.959174018,,,,1.4403e-05,,,
1568115281.179647598,0.76914,,,,,,
1568115281.407174922,,0.803415,,,,,
1568115281.407174922,,,4.3736e-05,,,,
1568115281.407174922,,,,1.3186e-05,,,
1568115281.636991611,0.770046,,,,,,
1568115281.849224044,,0.739998,,,,,
1568115281.849224044,,,3.0506e-05,,,,
1568115281.849224044,,,,1.0035e-05,,,
1568115282.027485971,0.592971,,,,,,
1568115282.212340172,,0.647882,,,,,
1568115282.212340172,,,0.000100119,,,,
1568115282.212340172,,,,1.4973e-05,,,
1568115282.393781767,0.606824,,,,,,
1568115282.570431442,,0.621035,,,,,
1568115282.570431442,,,8.9897e-05,,,,
1568115282.570431442,,,,1.6221e-05,,,
1568115282.760762514,0.628073,,,,,,
1568115282.954284456,,0.688459,,,,,
1568115282.954284456,,,3.9448e-05,,,,
1568115282.954284456,,,,1.1206e-05,,,
1568115283.143467406,0.668079,,,,,,
1568115283.361782076,,0.769719,,,,,
1568115283.361782076,,,0.000153827,,,,
1568115283.361782076,,,,2.7476e-05,,,
1568115283.573324995,0.692456,,,,,,
1568115283.808802882,,0.819024,,,,,
1568115283.808802882,,,0.000152443,,,,
1568115283.808802882,,,,2.2172e-05,,,
1568115283.999651039,0.680055,,,,,,
1568115284.189907023,,0.664166,,,,,
1568115284.189907023,,,7.7323e-05,,,,
1568115284.189907023,,,,1.3711e-05,,,
1568115284.376006429,0.620033,,,,,,
1568115284.564402623,,0.656656,,,,,
1568115284.564402623,,,0.000115762,,,,
1568115284.564402623,,,,1.8169e-05,,,
1568115284.794396826,0.760935,,,,,,
1568115284.975640122,,0.644731,,,,,
1568115284.975640122,,,3.9971e-05,,,,
1568115284.975640122,,,,1.1961e-05,,,
1568115285.146895035,0.599522,,,,,,
1568115285.361507102,,0.754198,,,,,
1568115285.361507102,,,9.8328e-05,,,,
1568115285.361507102,,,,1.7655e-05,,,
1568115285.561665582,0.654159,,,,,,
1568115285.758347887,,0.690136,,,,,
1568115285.758347887,,,0.000100755,,,,
1568115285.758347887,,,,2.0329e-05,,,
1568115285.977073438,0.766514,,,,,,
1568115286.201295060,,0.793888,,,,,
1568115286.201295060,,,3.763e-05,,,,
1568115286.201295060,,,,9.551e-06,,,
1568115286.434944369,0.779395,,,,,,
1568115286.720863229,,1.04583,,,,,
1568115286.720863229,,,4.1631e-05,,,,
1568115286.720863229,,,,1.2496e-05,,,
1568115287.008508660,1.02278,,,,,,
1568115287.318127881,,1.13232,,,,,
1568115287.318127881,,,4.8317e-05,,,,
1568115287.318127881,,,,1.9053e-05,,,
1568115287.606463528,0.972294,,,,,,
1568115287.885499024,,1.01474,,,,,
1568115287.885499024,,,7.0978e-05,,,,
1568115287.885499024,,,,1.5395e-05,,,
1568115288.084909015,0.699698,,,,,,
1568115288.347782655,,0.923549,,,,,
1568115288.347782655,,,4.5393e-05,,,,
1568115288.347782655,,,,1.6035e-05,,,
1568115288.587554491,0.797792,,,,,,
1568115288.838276492,,0.913552,,,,,
1568115288.838276492,,,4.8658e-05,,,,
1568115288.838276492,,,,1.5207e-05,,,
1568115289.035209244,0.692109,,,,,,
1568115289.263693497,,0.818826,,,,,
1568115289.263693497,,,0.000106534,,,,
1568115289.263693497,,,,2.1998e-05,,,
1568115289.465330766,0.672073,,,,,,
1568115289.707280626,,0.853512,,,,,
1568115289.707280626,,,3.8999e-05,,,,
1568115289.707280626,,,,1.1287e-05,,,
1568115289.928154482,0.771302,,,,,,
1568115290.237267368,,1.08874,,,,,
1568115290.237267368,,,4.2863e-05,,,,
1568115290.237267368,,,,1.2274e-05,,,
1568115290.501223695,0.90542,,,,,,
1568115290.801601378,,1.05496,,,,,
1568115290.801601378,,,5.4456e-05,,,,
1568115290.801601378,,,,1.7147e-05,,,
1568115291.072559728,0.942006,,,,,,
1568115291.426610072,,1.24368,,,,,
1568115291.426610072,,,5.218e-05,,,,
1568115291.426610072,,,,1.7839e-05,,,
1568115291.810749303,1.32274,,,,,,
1568115292.184009264,,1.36796,,,,,
1568115292.184009264,,,5.3208e-05,,,,
1568115292.184009264,,,,1.5944e-05,,,
1568115292.528438916,1.23912,,,,,,
1568115292.856779072,,1.15658,,,,,
1568115292.856779072,,,5.588e-05,,,,
1568115292.856779072,,,,2.3808e-05,,,
1568115293.220905562,1.25713,,,,,,
1568115293.514786284,,1.07355,,,,,
1568115293.514786284,,,4.2755e-05,,,,
1568115293.514786284,,,,1.4765e-05,,,
1568115293.783981447,0.886415,,,,,,
1568115294.019598875,,0.831735,,,,,
1568115294.019598875,,,4.3797e-05,,,,
1568115294.019598875,,,,1.2186e-05,,,
1568115294.246462785,0.802101,,,,,,
1568115294.479907812,,0.865887,,,,,
1568115294.479907812,,,3.5451e-05,,,,
1568115294.479907812,,,,1.1267e-05,,,
1568115294.715645303,0.774277,,,,,,
1568115294.985173149,,0.960873,,,,,
1568115294.985173149,,,7.2764e-05,,,,
1568115294.985173149,,,,1.4466e-05,,,
1568115295.310697412,1.17014,,,,,,
1568115295.574123570,,0.92649,,,,,
1568115295.574123570,,,4.3066e-05,,,,
1568115295.574123570,,,,1.3525e-05,,,
1568115295.910991619,1.15411,,,,,,
1568115296.135295490,,0.807816,,,,,
1568115296.135295490,,,5.2876e-05,,,,
1568115296.135295490,,,,1.6439e-05,,,
1568115296.438494831,1.04995,,,,,,
1568115296.690399554,,0.926708,,,,,
1568115296.690399554,,,0.000120335,,,,
1568115296.690399554,,,,3.1342e-05,,,
1568115296.945489696,0.854652,,,,,,
1568115297.199180134,,0.893405,,,,,
1568115297.199180134,,,4.9243e-05,,,,
1568115297.199180134,,,,1.6327e-05,,,
1568115297.530574333,1.20546,,,,,,
1568115297.838725102,,1.09126,,,,,
1568115297.838725102,,,5.3687e-05,,,,
1568115297.838725102,,,,1.6612e-05,,,
1568115298.230139363,1.32996,,,,,,
1568115298.532493973,,1.10059,,,,,
1568115298.532493973,,,5.5545e-05,,,,
1568115298.532493973,,,,1.7213e-05,,,
1568115298.846838328,1.04914,,,,,,
1568115299.127294843,,1.04018,,,,,
1568115299.127294843,,,6.3356e-05,,,,
1568115299.127294843,,,,1.9288e-05,,,
1568115299.435513541,1.07603,,,,,,
1568115299.687171292,,0.920402,,,,,
1568115299.687171292,,,0.000151034,,,,
1568115299.687171292,,,,2.9024e-05,,,
1568115299.969872670,0.936774,,,,,,
1568115300.184283087,,0.76688,,,,,
1568115300.184283087,,,5.407e-05,,,,
1568115300.184283087,,,,1.2627e-05,,,
1568115300.435396452,0.880019,,,,,,
1568115300.653946903,,0.767786,,,,,
1568115300.653946903,,,4.9938e-05,,,,
1568115300.653946903,,,,1.0464e-05,,,
1568115300.959412798,1.04757,,,,,,
1568115301.232595532,,0.966894,,,,,
1568115301.232595532,,,0.000248727,,,,
1568115301.232595532,,,,3.3974e-05,,,
1568115301.563911589,1.14047,,,,,,
1568115301.818564255,,0.911662,,,,,
1568115301.818564255,,,0.00013375,,,,
1568115301.818564255,,,,2.5937e-05,,,
1568115302.281170796,1.60073,,,,,,
1568115302.614670272,,1.23643,,,,,
1568115302.614670272,,,5.4082e-05,,,,
1568115302.614670272,,,,1.6441e-05,,,
1568115303.100212710,1.66301,,,,,,
1568115303.372424714,,1.02176,,,,,
1568115303.372424714,,,0.000123078,,,,
1568115303.372424714,,,,2.3449e-05,,,
1568115303.753414758,1.37411,,,,,,
1568115304.010542175,,0.923621,,,,,
1568115304.010542175,,,6.738e-05,,,,
1568115304.010542175,,,,1.9273e-05,,,
1568115304.434795018,1.45664,,,,,,
1568115304.637300402,,0.722038,,,,,
1568115304.637300402,,,4.2057e-05,,,,
1568115304.637300402,,,,1.181e-05,,,
1568115304.963877614,1.1853,,,,,,
1568115305.164553871,,0.725232,,,,,
1568115305.164553871,,,4.3465e-05,,,,
1568115305.164553871,,,,1.3066e-05,,,
1568115305.453000521,0.98388,,,,,,
1568115305.640237950,,0.643945,,,,,
1568115305.640237950,,,6.4088e-05,,,,
1568115305.640237950,,,,1.6026e-05,,,
1568115305.888336770,0.90843,,,,,,
1568115306.063512783,,0.642599,,,,,
1568115306.063512783,,,4.0907e-05,,,,
1568115306.063512783,,,,1.1412e-05,,,
1568115306.324148643,0.881787,,,,,,
1568115306.502357375,,0.650966,,,,,
1568115306.502357375,,,0.000132331,,,,
1568115306.502357375,,,,1.8464e-05,,,
1568115306.752994507,0.872453,,,,,,
1568115306.913283038,,0.575095,,,,,
1568115306.913283038,,,4.0348e-05,,,,
1568115306.913283038,,,,1.1254e-05,,,
1568115307.121844947,0.69576,,,,,,
1568115307.282918474,,0.582454,,,,,
1568115307.282918474,,,4.7198e-05,,,,
1568115307.282918474,,,,3.5292e-05,,,
1568115307.522216327,0.846225,,,,,,
1568115307.680208799,,0.571207,,,,,
1568115307.680208799,,,0.00018949,,,,
1568115307.680208799,,,,3.1796e-05,,,
1568115307.912707419,0.760448,,,,,,
1568115308.113492386,,0.737553,,,,,
1568115308.113492386,,,5.6677e-05,,,,
1568115308.113492386,,,,1.2271e-05,,,
1568115308.371184921,0.923362,,,,,,
1568115308.576949833,,0.757712,,,,,
1568115308.576949833,,,6.939e-05,,,,
1568115308.576949833,,,,1.7506e-05,,,
1568115308.827383346,0.856487,,,,,,
1568115309.039932143,,0.761432,,,,,
1568115309.039932143,,,0.000143805,,,,
1568115309.039932143,,,,2.8319e-05,,,
1568115309.313262680,1.03302,,,,,,
1568115309.630162971,,1.17406,,,,,
1568115309.630162971,,,0.00026211,,,,
1568115309.630162971,,,,4.8409e-05,,,
1568115309.990419323,1.27648,,,,,,
1568115310.289374455,,1.10712,,,,,
1568115310.289374455,,,0.000262975,,,,
1568115310.289374455,,,,5.2857e-05,,,
1568115310.861437772,2.03319,,,,,,
1568115311.342604846,,1.82828,,,,,
1568115311.342604846,,,0.000106298,,,,
1568115311.342604846,,,,3.2629e-05,,,
1568115311.794292231,1.5779,,,,,,
1568115312.161243442,,1.32976,,,,,
1568115312.161243442,,,0.000119329,,,,
1568115312.161243442,,,,2.4333e-05,,,
1568115312.593661003,1.4899,,,,,,
1568115312.933469149,,1.32194,,,,,
1568115312.933469149,,,0.000207031,,,,
1568115312.933469149,,,,3.9336e-05,,,
1568115313.282526088,1.21532,,,,,,
1568115313.592006084,,1.15157,,,,,
1568115313.592006084,,,8.2896e-05,,,,
1568115313.592006084,,,,1.5432e-05,,,
1568115313.946269762,1.35133,,,,,,
1568115314.303183951,,1.29029,,,,,
1568115314.303183951,,,0.000241732,,,,
1568115314.303183951,,,,4.2169e-05,,,
1568115314.746776855,1.54636,,,,,,
1568115315.110505683,,1.40332,,,,,
1568115315.110505683,,,5.7572e-05,,,,
1568115315.110505683,,,,1.4989e-05,,,
1568115315.942149158,2.98349,,,,,,
1568115316.583224936,,2.40955,,,,,
1568115316.583224936,,,0.000221931,,,,
1568115316.583224936,,,,5.2738e-05,,,
1568115317.148503781,1.97636,,,,,,
1568115317.635973809,,1.78556,,,,,
1568115317.635973809,,,0.000198969,,,,
1568115317.635973809,,,,3.5542e-05,,,
1568115318.119567405,1.80381,,,,,,
1568115318.476684690,,1.40082,,,,,
1568115318.476684690,,,7.3535e-05,,,,
1568115318.476684690,,,,1.5907e-05,,,
1568115318.895984690,1.50615,,,,,,
1568115319.199004358,,1.09668,,,,,
1568115319.199004358,,,0.000314888,,,,
1568115319.199004358,,,,2.669e-05,,,
1568115319.566255597,1.40337,,,,,,
1568115319.864670897,,1.16119,,,,,
1568115319.864670897,,,4.3749e-05,,,,
1568115319.864670897,,,,1.221e-05,,,
1568115320.315442152,1.63975,,,,,,
1568115320.669518301,,1.29013,,,,,
1568115320.669518301,,,0.000126053,,,,
1568115320.669518301,,,,3.9558e-05,,,
1568115321.120864836,1.69289,,,,,,
1568115321.755649013,,2.37407,,,,,
1568115321.755649013,,,0.00011927,,,,
1568115321.755649013,,,,3.2279e-05,,,
1568115322.546627347,2.78746,,,,,,
1568115323.010921324,,1.69337,,,,,
1568115323.010921324,,,0.000136023,,,,
1568115323.010921324,,,,2.9308e-05,,,
1568115323.622479118,2.26953,,,,,,
1568115323.968193734,,1.33743,,,,,
1568115323.968193734,,,4.4046e-05,,,,
1568115323.968193734,,,,1.4192e-05,,,
1568115324.449612692,1.73261,,,,,,
1568115324.791417200,,1.24247,,,,,
1568115324.791417200,,,0.000117908,,,,
1568115324.791417200,,,,2.7427e-05,,,
1568115325.210811303,1.57865,,,,,,
1568115325.516741921,,1.20464,,,,,
1568115325.516741921,,,5.1787e-05,,,,
1568115325.516741921,,,,1.4732e-05,,,
1568115325.891342865,1.35871,,,,,,
1568115326.173522809,,1.03437,,,,,
1568115326.173522809,,,4.3522e-05,,,,
1568115326.173522809,,,,1.2834e-05,,,
1568115326.555425443,1.49204,,,,,,
1568115326.798973594,,0.911952,,,,,
1568115326.798973594,,,4.7547e-05,,,,
1568115326.798973594,,,,1.3256e-05,,,
1568115327.127022984,1.12695,,,,,,
1568115327.415651494,,1.15878,,,,,
1568115327.415651494,,,6.7162e-05,,,,
1568115327.415651494,,,,2.0933e-05,,,
1568115327.803897086,1.44871,,,,,,
1568115328.097024896,,1.10841,,,,,
1568115328.097024896,,,4.8367e-05,,,,
1568115328.097024896,,,,1.3556e-05,,,
1568115328.671521024,2.06363,,,,,,
1568115329.142566638,,1.83367,,,,,
1568115329.142566638,,,6.0042e-05,,,,
1568115329.142566638,,,,1.6528e-05,,,
1568115329.761329157,2.19062,,,,,,
1568115330.105249207,,1.27112,,,,,
1568115330.105249207,,,0.000163996,,,,
1568115330.105249207,,,,2.686e-05,,,
1568115330.724879955,2.37045,,,,,,
1568115331.037944735,,1.19198,,,,,
1568115331.037944735,,,0.000240634,,,,
1568115331.037944735,,,,4.5116e-05,,,
1568115331.474860294,1.50657,,,,,,
1568115331.751529999,,1.07265,,,,,
1568115331.751529999,,,7.9396e-05,,,,
1568115331.751529999,,,,2.9778e-05,,,
1568115332.298005050,1.94775,,,,,,
1568115332.624004024,,1.30579,,,,,
1568115332.624004024,,,5.7029e-05,,,,
1568115332.624004024,,,,1.611e-05,,,
1568115333.145952294,1.953,,,,,,
1568115333.412248708,,1.00612,,,,,
1568115333.412248708,,,0.000150362,,,,
1568115333.412248708,,,,3.2949e-05,,,
1568115333.842137508,1.56315,,,,,,
1568115334.094116424,,0.946569,,,,,
1568115334.094116424,,,3.8253e-05,,,,
1568115334.094116424,,,,9.737e-06,,,
1568115334.525534955,1.66449,,,,,,
1568115334.832747697,,1.13514,,,,,
1568115334.832747697,,,0.000121695,,,,
1568115334.832747697,,,,2.3745e-05,,,
1568115335.305010861,1.69134,,,,,,
1568115335.629607755,,1.20564,,,,,
1568115335.629607755,,,8.4765e-05,,,,
1568115335.629607755,,,,2.9613e-05,,,
1568115336.708323506,3.79484,,,,,,
1568115337.095057827,,1.44149,,,,,
1568115337.095057827,,,0.000146885,,,,
1568115337.095057827,,,,3.2328e-05,,,
1568115337.695986029,2.09132,,,,,,
1568115338.062049668,,1.44424,,,,,
1568115338.062049668,,,0.000148372,,,,
1568115338.062049668,,,,3.8919e-05,,,
1568115338.564843854,1.69856,,,,,,
1568115338.825794737,,0.97758,,,,,
1568115338.825794737,,,0.000145976,,,,
1568115338.825794737,,,,0.000107194,,,
1568115339.316474874,1.70033,,,,,,
1568115339.541470567,,0.902499,,,,,
1568115339.541470567,,,0.000165537,,,,
1568115339.541470567,,,,4.1656e-05,,,
1568115339.907014752,1.20399,,,,,,
1568115340.129779490,,0.862074,,,,,
1568115340.129779490,,,4.871e-05,,,,
1568115340.129779490,,,,1.2007e-05,,,
1568115340.507472143,1.36689,,,,,,
1568115340.682071846,,0.680719,,,,,
1568115340.682071846,,,5.1594e-05,,,,
1568115340.682071846,,,,1.3252e-05,,,
1568115341.012829059,1.23058,,,,,,
1568115341.210830094,,0.762195,,,,,
1568115341.210830094,,,4.4142e-05,,,,
1568115341.210830094,,,,1.2599e-05,,,
1568115341.548603329,1.26226,,,,,,
1568115341.803618599,,0.967139,,,,,
1568115341.803618599,,,4.8871e-05,,,,
1568115341.803618599,,,,1.549e-05,,,
1568115342.125704065,1.18448,,,,,,
1568115342.403282594,,1.11034,,,,,
1568115342.403282594,,,0.0001513,,,,
1568115342.403282594,,,,3.0209e-05,,,
1568115342.814404767,1.40097,,,,,,
1568115343.300735249,,1.9052,,,,,
1568115343.300735249,,,7.1695e-05,,,,
1568115343.300735249,,,,2.3414e-05,,,
1568115343.972189887,2.39688,,,,,,
1568115344.347424871,,1.38327,,,,,
1568115344.347424871,,,6.9926e-05,,,,
1568115344.347424871,,,,2.0733e-05,,,
1568115344.875701870,2.01232,,,,,,
1568115345.320200733,,1.74043,,,,,
1568115345.320200733,,,0.000100194,,,,
1568115345.320200733,,,,3.0935e-05,,,
1568115346.084823895,2.73602,,,,,,
1568115346.530835152,,1.63645,,,,,
1568115346.530835152,,,0.000120928,,,,
1568115346.530835152,,,,1.741e-05,,,
1568115347.057249068,2.02365,,,,,,
1568115347.441340266,,1.52666,,,,,
1568115347.441340266,,,0.000158175,,,,
1568115347.441340266,,,,3.0778e-05,,,
1568115347.888267459,1.52381,,,,,,
1568115348.201664804,,1.25127,,,,,
1568115348.201664804,,,6.3857e-05,,,,
1568115348.201664804,,,,2.2022e-05,,,
1568115348.660673326,1.76207,,,,,,
1568115349.019676502,,1.32677,,,,,
1568115349.019676502,,,6.4747e-05,,,,
1568115349.019676502,,,,1.9851e-05,,,
1568115349.591391532,2.04953,,,,,,
1568115349.975189624,,1.4881,,,,,
1568115349.975189624,,,5.6653e-05,,,,
1568115349.975189624,,,,1.5935e-05,,,
1568115350.489118332,1.86215,,,,,,
1568115350.788084403,,1.10586,,,,,
1568115350.788084403,,,9.7857e-05,,,,
1568115350.788084403,,,,2.5767e-05,,,
1568115351.248934618,1.80569,,,,,,
1568115351.457540423,,0.810765,,,,,
1568115351.457540423,,,0.000128081,,,,
1568115351.457540423,,,,1.822e-05,,,
1568115351.885124800,1.41939,,,,,,
1568115352.143650469,,0.974464,,,,,
1568115352.143650469,,,3.6567e-05,,,,
1568115352.143650469,,,,1.374e-05,,,
1568115352.617335988,1.61144,,,,,,
1568115352.911720390,,1.09084,,,,,
1568115352.911720390,,,0.000142381,,,,
1568115352.911720390,,,,3.9015e-05,,,
1568115353.312319818,1.57349,,,,,,
1568115353.617552550,,1.0958,,,,,
1568115353.617552550,,,0.000128215,,,,
1568115353.617552550,,,,3.0314e-05,,,
1568115354.405635502,2.63353,,,,,,
1568115354.867380190,,1.68519,,,,,
1568115354.867380190,,,9.114e-05,,,,
1568115354.867380190,,,,2.0783e-05,,,
1568115355.500407284,2.2792,,,,,,
1568115355.894576121,,1.45013,,,,,
1568115355.894576121,,,7.2875e-05,,,,
1568115355.894576121,,,,1.6829e-05,,,
1568115356.614800597,2.58916,,,,,,
1568115357.118957258,,1.8508,,,,,
1568115357.118957258,,,6.7926e-05,,,,
1568115357.118957258,,,,1.9656e-05,,,
1568115357.631258939,1.68468,,,,,,
1568115358.021381261,,1.48393,,,,,
1568115358.021381261,,,0.000172415,,,,
1568115358.021381261,,,,4.5226e-05,,,
1568115358.506098011,1.80395,,,,,,
1568115358.833172920,,1.25509,,,,,
1568115358.833172920,,,0.000170804,,,,
1568115358.833172920,,,,3.7665e-05,,,
1568115359.238762067,1.31712,,,,,,
1568115359.597971132,,1.4379,,,,,
1568115359.597971132,,,0.00022212,,,,
1568115359.597971132,,,,6.5012e-05,,,
1568115360.101346644,1.72395,,,,,,
1568115360.480803297,,1.50415,,,,,
1568115360.480803297,,,0.000153383,,,,
1568115360.480803297,,,,1.5975e-05,,,
1568115360.946205070,1.74259,,,,,,
1568115361.269106007,,1.27114,,,,,
1568115361.269106007,,,5.0518e-05,,,,
1568115361.269106007,,,,1.4783e-05,,,
1568115361.729692271,1.65271,,,,,,
1568115362.071778238,,1.28528,,,,,
1568115362.071778238,,,7.4131e-05,,,,
1568115362.071778238,,,,2.0119e-05,,,
1568115362.607371910,2.05542,,,,,,
1568115362.994725508,,1.45412,,,,,
1568115362.994725508,,,0.000181568,,,,
1568115362.994725508,,,,3.6228e-05,,,
1568115363.487311654,1.62528,,,,,,
1568115363.812433126,,1.33069,,,,,
1568115363.812433126,,,5.0768e-05,,,,
1568115363.812433126,,,,1.7304e-05,,,
1568115364.293688328,1.77557,,,,,,
1568115364.646882780,,1.31947,,,,,
1568115364.646882780,,,7.6892e-05,,,,
1568115364.646882780,,,,2.1472e-05,,,
1568115365.205512614,2.10935,,,,,,
1568115365.563066117,,1.32413,,,,,
1568115365.563066117,,,0.000165511,,,,
1568115365.563066117,,,,3.3094e-05,,,
1568115366.033933093,1.71659,,,,,,
1568115366.320265860,,1.13504,,,,,
1568115366.320265860,,,0.00153228,,,,
1568115366.320265860,,,,2.7209e-05,,,
1568115366.747402971,1.41867,,,,,,
1568115367.072920014,,1.33368,,,,,
1568115367.072920014,,,0.000113191,,,,
1568115367.072920014,,,,2.079e-05,,,
1568115367.561103527,1.7156,,,,,,
1568115367.898107900,,1.30054,,,,,
1568115367.898107900,,,5.6993e-05,,,,
1568115367.898107900,,,,1.4464e-05,,,
1568115368.310850600,1.53674,,,,,,
1568115368.598443436,,1.16149,,,,,
1568115368.598443436,,,0.00022582,,,,
1568115368.598443436,,,,3.0689e-05,,,
1568115369.029032626,1.56797,,,,,,
1568115369.338195250,,1.15214,,,,,
1568115369.338195250,,,0.000168245,,,,
1568115369.338195250,,,,3.2345e-05,,,
1568115369.793489783,1.77853,,,,,,
1568115370.128932297,,1.25274,,,,,
1568115370.128932297,,,0.000168839,,,,
1568115370.128932297,,,,2.7496e-05,,,
1568115370.677218678,1.93972,,,,,,
1568115370.995963377,,1.28577,,,,,
1568115370.995963377,,,0.000191746,,,,
1568115370.995963377,,,,3.0887e-05,,,
1568115371.448686700,1.65215,,,,,,
1568115371.782159274,,1.25301,,,,,
1568115371.782159274,,,6.2556e-05,,,,
1568115371.782159274,,,,1.4857e-05,,,
1568115372.264548387,1.86966,,,,,,
1568115372.622693668,,1.36165,,,,,
1568115372.622693668,,,7.7614e-05,,,,
1568115372.622693668,,,,1.5315e-05,,,
1568115373.120623291,1.67959,,,,,,
1568115373.410476757,,1.13303,,,,,
1568115373.410476757,,,7.81e-05,,,,
1568115373.410476757,,,,1.9642e-05,,,
1568115373.895464709,1.71647,,,,,,
1568115374.140950649,,0.929623,,,,,
1568115374.140950649,,,7.0252e-05,,,,
1568115374.140950649,,,,1.3755e-05,,,
1568115374.535510591,1.53194,,,,,,
1568115374.774986424,,0.917881,,,,,
1568115374.774986424,,,0.000204576,,,,
1568115374.774986424,,,,2.7501e-05,,,
