plane_id,count,aa_angle,aa_x,aa_y,aa_z,quat_x,quat_y,quat_z,quat_w,translation_x,translation_y,translation_z,score
35,0,0.00825671,-0.027127,-0.718504,0.694993,-0.000111989,-0.00296623,0.00286917,0.999991,0.0278481,-0.712839,-0.0983238,0.0396106
61,0,0.348511,-0.0118858,0.0374717,0.999227,-0.00206069,0.00649666,0.173241,0.984856,-0.760788,-0.22015,1.57034,0.661044
63,0,0.00935341,0.0383805,0.915196,-0.401176,0.000179494,0.00428009,-0.00187618,0.999989,-0.0026337,0.0409072,1.68702,0.00923617
67,0,0.0117738,0.0394362,0.944313,0.326676,0.000232156,0.00555907,0.0019231,0.999983,0.0117166,0.0704367,0.726432,0.00963558
56,0,0.0158277,0.98904,-0.0414772,-0.1417,0.00782704,-0.000328241,-0.00112138,0.999969,-0.0278665,-0.0233531,1.395,0.0268246
60,0,0.00566047,-0.926343,0.0388479,-0.374672,-0.00262176,0.000109949,-0.00106041,0.999996,0.0335255,-0.00290288,1.7213,0.0084462
59,0,0.0103792,0.0404983,0.965698,0.256489,0.000210169,0.00501155,0.00133107,0.999987,0.0961041,-0.0330834,1.68295,0.0962628
57,0,0.0173174,0.00550622,0.131297,-0.991328,4.76763e-05,0.00113685,-0.00858352,0.999963,-0.00541994,0.225104,1.32984,0.0203598
55,0,0.0120302,0.0306823,0.731631,-0.68101,0.000184557,0.00440082,-0.00409633,0.999982,-0.0263523,-0.119979,1.26305,0.021827
69,0,0.0169251,0.0310644,0.827299,0.560903,0.000262881,0.00700098,0.00474662,0.999964,0.0250555,-0.684365,0.378914,0.0541216
0,0,0.00938643,-0.555856,0.831278,1.50724e-08,-0.00260874,0.00390135,7.07378e-11,0.999989,-5.23784,10.1164,-0.0143139,0.0184098
35,0,0.0107673,0.0372615,0.986935,0.156748,0.000200601,0.00531328,0.000843871,0.999986,0.280914,6.19461,1.56524,0.0258403
61,0,0.349277,-0.0117012,0.0368899,0.999251,-0.00203312,0.00640971,0.173622,0.984789,-0.763748,-0.258335,1.56524,0.649846
63,0,0.010804,0.0376158,0.896963,-0.440502,0.000203199,0.00484536,-0.00237957,0.999985,-0.00465072,0.0285716,1.54066,0.0129289
65,0,0.0270769,-0.201663,0.00845717,-0.979418,-0.00273012,0.000114494,-0.0132594,0.999908,-0.140929,0.0637968,0.823775,0.0631405
67,0,0.0116931,0.0391919,0.938692,0.342521,0.000229136,0.00548807,0.00200255,0.999983,0.0062033,0.0956289,0.747716,0.0132308
56,0,0.0145612,0.967385,-0.0405691,-0.250041,0.00704306,-0.000295364,-0.00182043,0.999973,-0.0486839,-0.0289683,1.26685,0.0340585
60,0,0.00614878,-0.933159,0.0391338,-0.357328,-0.00286889,0.000120312,-0.00109857,0.999995,0.02655,-0.00744892,1.71635,0.00947832
59,0,0.0101795,0.0385822,0.920008,0.389995,0.000196373,0.00468258,0.00198496,0.999987,0.0931754,-0.048077,1.68928,0.0936276
57,0,0.0160778,0.00407015,0.0970527,-0.995271,3.27191e-05,0.000780189,-0.0080008,0.999968,-0.00011882,0.354819,1.26967,0.0212488
55,0,0.0127424,0.0330602,0.788333,-0.61436,0.000210632,0.00502259,-0.00391418,0.99998,-0.0293161,-0.100774,1.19524,0.0194027
0,0,0.00858431,-0.69907,0.715053,-7.32465e-10,-0.00300051,0.00306911,-3.14384e-12,0.999991,-5.20268,10.093,-0.0139681,0.0194367
35,0,0.224337,0.0377138,0.998916,0.0272984,0.00422143,0.111812,0.00305561,0.993716,0.248433,5.67984,2.13237,0.0174409
63,0,0.0104829,0.0380587,0.907524,-0.418271,0.000199483,0.00475673,-0.00219234,0.999986,-0.00379813,0.0029334,1.6535,0.011098
65,0,0.29007,-0.0014554,6.10971e-05,-0.999999,-0.000210345,8.8302e-06,-0.144527,0.989501,0.033207,0.131224,1.0293,0.10155
