0,1,2,3
0.000645315,0.000143612,0.000802879,0.00129814
0.000904445,0.00012929,0.000187675,0.000244258
0.000411542,9.309e-05,0.000386137,0.000483966
0.00056816,0.000135151,0.000197975,0.000258428
0.000608428,0.000214356,0.000662939,0.00107689
0.000613045,0.000193975,0.000124854,0.000199277
0.00214246,0.000119673,0.000157457,0.000225264
0.00184901,0.000203214,0.000372574,0.000507617
0.000434687,7.823e-05,0.000537586,0.000851977
0.000634672,0.000158436,0.000512019,0.000665055
0.00146228,0.00022116,0.000810815,0.00228454
0.00192748,0.000227676,0.000385058,0.00154803
0.00117283,0.000474718,0.000843607,0.00122577
0.00131503,0.000297912,0.000493364,0.000829513
0.000565394,0.000182471,0.000784275,0.0014088
0.000975697,0.000212843,0.000219068,0.000328203
0.0023944,0.000858191,0.000179576,0.000249187
0.00484132,0.000118448,0.000187354,0.000282418
0.000869623,0.000166875,0.00198797,0.0034279
0.00302848,0.000317954,0.000231722,0.000394796
0.000498346,7.8108e-05,0.000175646,0.000296806
0.000454803,7.6961e-05,0.000112857,0.000173848
0.00107097,0.000121181,0.000263586,0.000419924
0.000446794,8.4523e-05,8.6389e-05,0.000134136
0.000648632,0.00014814,0.00034822,0.00051152
0.00174726,0.000223774,0.000730915,0.00115757
0.000635568,0.000123481,0.000141764,0.000214169
0.000992498,0.000122499,0.000709916,0.00112541
0.000533584,0.000110159,0.000142146,0.000210668
0.000719919,9.0869e-05,0.000206193,0.000298575
0.000662944,0.000104316,0.00023439,0.000326308
0.000750157,0.000139984,0.000281507,0.000461157
0.000700275,0.000116019,0.000233084,0.000360306
0.000577766,0.000113003,0.000148084,0.000206528
0.000599345,0.000114808,0.000216009,0.000303279
0.00147721,0.000113443,0.000214136,0.000489872
0.00111528,0.000155571,0.000302946,0.000393149
0.000517875,0.000121628,0.000267033,0.000355911
0.000669108,0.000136968,0.000176133,0.000246299
0.000445206,8.5436e-05,0.000181238,0.000275843
0.000569178,0.000132484,0.00073952,0.00119155
0.000908193,0.000210541,0.000129847,0.00019445
0.000799684,0.000124684,0.000174321,0.000262072
0.000633995,0.000254646,0.000144905,0.000236553
0.00051407,9.9371e-05,0.00017905,0.000258477
0.000437849,9.9642e-05,0.000231101,0.000332583
0.00318253,0.000287869,9.5947e-05,0.000161209
0.000494901,8.4269e-05,0.000608566,0.00105562
0.00150423,9.7601e-05,0.000161395,0.000239399
0.000615376,0.000121249,0.0012397,0.0015545
0.00087933,0.000121738,0.000159226,0.000250992
0.000630337,0.000107659,0.000146257,0.000218766
0.00080451,0.000345721,0.000459275,0.000746282
0.00188915,0.000246248,0.000442001,0.000763382
0.000874456,0.000272878,0.000461486,0.00133935
0.00373765,0.000457767,0.000122218,0.000207694
0.00153878,0.000118351,0.000889713,0.00126243
0.00301663,0.000281013,0.000195344,0.000283863
0.000447012,8.3797e-05,0.000644521,0.00101299
0.00056118,0.000144141,0.000212157,0.000315413
0.000541278,0.000128731,0.000165061,0.000253879
0.000489225,9.3767e-05,0.000167161,0.000213358
0.000780003,0.000193596,0.000199354,0.000270966
0.000358077,8.1687e-05,0.000127716,0.000248544
0.000532241,0.000119222,0.000242755,0.000371866
0.000427635,0.000112902,0.000200326,0.000346598
0.00033358,8.4714e-05,0.000123232,0.000178779
0.000399884,8.2031e-05,0.000197881,0.000275035
0.000781213,0.000143152,9.05e-05,0.000142101
0.00142473,0.000364167,0.000162466,0.000237211
0.00246363,0.000275268,0.000211319,0.000318437
0.000489181,0.000138449,0.000893511,0.00125865
0.000597823,0.000114565,0.000123888,0.000197135
0.000315107,8.5902e-05,0.000132542,0.000194744
0.000394131,0.00012336,0.000163101,0.000260898
0.00123814,0.000293708,0.000149874,0.000248616
0.00141614,0.000282878,0.000384013,0.000482757
0.00113885,0.000240951,0.000158753,0.000244895
0.000358242,9.0246e-05,0.000312033,0.000535965
0.000360395,8.1048e-05,0.000627575,0.00074029
0.000443333,0.000111421,0.00018575,0.000279769
0.000460511,0.000140939,0.000110092,0.000171227
0.00104421,0.000213291,0.000169642,0.000274453
0.000657586,0.000157326,7.6385e-05,0.000136372
0.000395462,0.000125638,0.000580868,0.00106171
0.00143367,0.00020136,0.000150655,0.000259176
0.000811987,0.000191189,0.000226234,0.000426846
0.00104178,0.000470423,0.000129076,0.000216373
0.00305834,0.000286182,0.00015155,0.000224636
0.0016851,0.000199573,0.000288062,0.000490737
0.000528445,0.00010388,0.000143874,0.000241565
0.000528636,0.00011426,8.2181e-05,0.000131417
0.000638156,0.000154164,0.00217272,0.00262809
0.000631735,0.000154799,8.9484e-05,0.00014215
0.000531317,0.000114587,0.000450023,0.000852448
0.00090416,0.000171204,0.000402793,0.000478434
0.00551572,0.0004909,0.000105522,0.000162449
0.000678422,0.000133766,0.000218609,0.000310772
0.000511477,0.000142519,0.000658904,0.00100584
0.000569272,0.000114685,0.000211658,0.000308274
0.000591922,0.000106308,0.000459977,0.00120887
0.000517513,0.000165096,0.000105483,0.000176212
0.000648968,0.00011902,0.000188552,0.000275227
0.00106337,0.000130427,0.00010893,0.000166271
0.000684716,0.000111269,0.000486168,0.000842781
0.00186425,0.000303626,0.000217123,0.000343134
0.00350868,0.00106864,0.000448844,0.000666891
0.000744631,0.000112072,0.000125978,0.00020556
0.00059917,9.0861e-05,0.00127159,0.00165292
0.000712779,0.00024455,0.000206188,0.000537637
0.000723565,0.000134323,0.000195394,0.000296838
0.000704167,0.000123171,0.000181592,0.000254255
0.000611442,0.000111322,0.000167903,0.000249063
0.000673968,0.000136634,0.000631967,0.00104389
0.000521828,0.00011469,0.000146059,0.000222366
0.000451392,8.7393e-05,0.000565861,0.000845415
0.00143989,8.8899e-05,0.000118875,0.000176821
0.00115981,0.000114629,0.000752609,0.000997378
0.000895847,0.00015558,0.000914078,0.000997158
0.00373016,0.000138128,0.000242776,0.000349998
0.000590589,0.000116935,0.00027648,0.000374487
0.000496687,0.000116963,0.000145296,0.000221844
0.000895711,0.000123588,0.00017613,0.000251442
0.000560381,0.000115831,0.000106796,0.000150966
0.000710347,0.000139506,0.000607862,0.00135627
0.000528916,9.8354e-05,0.000144905,0.000231144
0.000527974,0.000184836,0.000130144,0.000181179
0.000975195,0.000187689,0.000562107,0.000910532
0.000705231,0.000131805,0.000181799,0.000250994
0.000448464,0.000101915,0.00124076,0.00160901
0.00130001,0.000127199,0.000200564,0.000284177
0.000954715,0.000115795,0.00022872,0.000292349
0.000464353,8.5022e-05,0.000126245,0.000209287
0.000585436,0.000132899,0.000244344,0.00034643
0.000525819,8.9905e-05,0.000276786,0.000534555
0.000540201,0.000132502,0.000184875,0.000422084
0.000956967,0.000118414,0.000153583,0.000206445
0.000678456,0.000130448,0.000184895,0.000267235
0.000543736,0.000128631,0.00029206,0.000527507
0.000406663,8.2523e-05,0.000133434,0.000208796
0.000646118,0.000156787,0.000272049,0.000409134
0.00071388,0.000312771,0.000264974,0.000526906
0.00111086,0.000198343,0.000201625,0.000283553
0.000464678,0.000127093,0.000149371,0.000244126
0.000452278,9.59e-05,0.000164026,0.000240483
0.000632566,0.000146041,0.000199812,0.000282028
0.000545749,0.000107087,0.00012581,0.0001686
0.000449219,0.000104164,0.000260699,0.000421346
0.00105495,0.000112764,0.000133374,0.000204177
0.000520882,0.000110206,0.000185309,0.000261693
0.000598641,0.000120917,0.000223746,0.000311341
0.000651362,0.000110692,0.000168761,0.000228809
0.000413693,8.0444e-05,0.000229284,0.000312067
0.000620359,0.000131929,0.000270055,0.000383015
0.000426295,7.7645e-05,0.000235424,0.000323201
0.000968736,0.000339299,0.000177754,0.000265305
0.000537021,9.9161e-05,0.000209036,0.000295295
0.000453703,0.000107668,0.000202559,0.000290638
0.000636253,0.000123443,0.000126457,0.000203195
0.000480912,8.4645e-05,0.000173437,0.000264755
0.000687545,0.000156294,0.000198974,0.000263847
0.00302834,0.000273073,0.000191593,0.000268538
0.000790845,0.00012359,0.000180765,0.000270025
0.00197723,0.000225709,0.000197805,0.00040791
0.00175906,0.00020809,0.00126215,0.00166252
0.000536394,0.000127488,0.000188721,0.000276222
0.000422209,8.2936e-05,0.00011726,0.000161058
0.00054919,0.000145887,0.00125958,0.00136152
0.00101221,0.000166946,0.000103729,0.000143926
0.000660552,0.000110499,0.000282908,0.000376832
0.000770456,0.00012431,0.000150796,0.000228323
0.00176671,0.000220112,0.000157252,0.000217645
0.00066604,0.000122339,0.00153533,0.00193202
0.000538652,0.000137602,0.000106877,0.000148679
0.000666107,0.000110151,0.00170471,0.00219954
0.0019644,0.000382083,0.00137588,0.0017029
0.00128769,0.000252183,0.000409238,0.00069054
0.000540239,9.4691e-05,0.000699734,0.000960923
0.00115482,0.000227262,0.000115147,0.000160984
0.000694071,0.000130145,0.00020081,0.000350072
0.000865422,0.000189468,0.00161291,0.00209826
0.00178616,0.000250798,0.000123283,0.000188164
0.000495919,0.000247592,0.00018976,0.000275862
0.00108701,0.000238546,0.000478249,0.000756346
0.000471244,9.438e-05,0.000660595,0.00107267
0.000608244,0.000134814,0.000240711,0.000332321
0.00364948,0.000395199,0.000159033,0.000210892
0.000675605,0.000249995,0.000288059,0.000371927
0.00308985,0.000413511,0.000281015,0.000616452
0.00158817,0.000216968,0.000273008,0.000427999
0.000579412,0.000110292,0.000580838,0.000689352
0.000447279,0.000110812,0.000149911,0.000210938
0.000596141,0.000134574,0.000234709,0.000326187
0.000762249,0.000128979,0.000108314,0.000173492
0.00059088,0.000120574,0.000213518,0.00037433
0.000908445,0.000210657,0.0002574,0.000354629
0.00137241,0.000207833,0.000186773,0.00027272
0.0037045,0.000305944,0.000140196,0.000225037
0.000438983,8.3713e-05,0.000539508,0.000832821
0.00109435,0.000239706,0.000296801,0.000390715
0.000430161,0.000135231,0.000770484,0.0012144
0.00109129,0.000304096,0.000111459,0.000167684
0.000472356,0.000105744,0.000154696,0.000229633
0.000390642,0.00011435,0.000209503,0.000316582
0.00037003,9.3834e-05,0.000560989,0.000682606
0.00140569,0.000232079,0.000725952,0.000967852
0.000530228,0.000129117,0.00157973,0.00207732
0.00125503,0.000135264,0.000467231,0.000570847
0.000496118,0.000104469,0.00013718,0.000202913
0.00105976,0.000195873,0.000187912,0.000256751
0.000581081,0.000133672,0.000473751,0.000716513
0.000568311,0.000130439,0.00012796,0.000186814
0.00153154,0.000391231,0.000225858,0.000319004
0.000578725,0.000121641,9.8549e-05,0.000150971
0.00409854,0.000178529,0.000131314,0.000208433
0.00119908,0.000148013,0.000501643,0.000943964
0.00147283,0.000208895,9.1943e-05,0.000154047
0.00457744,0.000349627,0.000476373,0.000854316
0.00127272,0.000118701,0.000379158,0.00168478
0.00138541,0.000248291,0.000445063,0.00103511
0.000504344,0.000268146,0.000638837,0.00116317
0.00291022,0.000339698,6.9485e-05,0.000129645
0.00308976,0.00038083,0.00010966,0.00019911
0.00109541,0.000203673,0.000296996,0.000748245
0.0010827,0.000224215,0.000143393,0.000247126
0.00251904,9.5549e-05,0.000894824,0.00234348
0.000571383,0.000135773,0.000180654,0.000262297
0.0018027,0.000225356,0.000424971,0.000584151
0.000549319,0.000120316,9.8371e-05,0.000159429
0.000470891,0.000105016,0.00103757,0.00169916
0.000700238,0.000115309,0.000187609,0.000279495
0.00438174,0.000274842,0.000103648,0.000173366
0.00283675,0.000304854,0.00099385,0.0014466
0.00115248,0.000289781,0.000105732,0.000170567
0.000919766,0.00029075,0.000791498,0.00120092
0.00201457,0.000217139,0.000250895,0.000405311
0.000681035,0.000113757,0.00032694,0.000624732
0.00152695,0.00021049,0.00058547,0.00103875
0.000650471,0.000112126,0.000113058,0.000172595
0.000748002,0.000135369,0.00102317,0.00114408
0.000773701,0.00011951,0.000277703,0.000357654
0.00246043,0.000276857,0.000206858,0.000280061
0.00339659,0.000354013,0.000432258,0.00050603
0.00330742,0.00022589,0.000783662,0.00120937
0.0045006,0.000315272,0.000293368,0.000390926
0.00331748,0.000924137,0.00222307,0.00349494
0.00078808,0.000121433,0.000593643,0.000710805
0.00197576,0.000320938,0.00237512,0.0030581
0.00202435,0.000214176,0.00018535,0.000268494
0.00163277,0.000196264,0.000224133,0.00030896
0.000634475,0.000115096,0.000792891,0.000873713
0.000818303,0.000184917,0.000156893,0.000204877
0.00117807,0.000122065,0.000174523,0.000253645
0.000683202,0.000117296,0.00011435,0.000160892
0.00267774,9.2364e-05,0.000198267,0.000285626
0.00214796,0.000195414,0.000330715,0.00042245
0.00327739,0.000295855,0.000509955,0.000818156
0.00234858,0.000214798,0.00158784,0.0022147
0.000857765,0.000220527,0.000176782,0.000246943
0.00451907,0.000369682,0.000978629,0.00217965
0.00434089,0.000474012,0.000491881,0.000661385
0.0032713,9.7563e-05,0.0023053,0.00262098
0.000822555,0.000122588,0.00196122,0.00235976
0.00924927,0.000277591,0.00213333,0.00312725
0.00186829,0.000215676,0.000478486,0.000587141
0.00329382,0.000126373,0.000211525,0.000301055
0.000637877,8.2817e-05,0.00342278,0.00375161
0.00082845,0.000111944,0.00240768,0.00284625
0.00085159,0.000281521,0.000224066,0.000267983
0.000924065,0.000171363,0.000416033,0.000508028
0.000678985,0.000114851,0.000373991,0.000538779
0.00057643,8.5459e-05,0.000343048,0.000453684
0.000600709,0.000109131,0.000933449,0.00101474
0.000888944,0.000110826,0.000273462,0.000341094
0.00252056,0.000236242,0.00109891,0.00143904
0.0016475,0.00023448,0.00187,0.00197205
0.00078222,0.000120358,0.000258065,0.00033296
0.000735821,0.000111603,0.000251306,0.000330199
0.000745768,0.00025372,0.000384369,0.000486506
0.000865455,0.000141671,0.000487905,0.000583319
0.00082333,0.000123288,0.00029919,0.000388949
0.00195738,0.000241751,0.000330307,0.000562359
0.00219118,0.000121265,0.000364888,0.000468718
0.00254956,0.000122584,0.000810252,0.00108309
0.00376503,0.000261724,0.000215237,0.000291124
0.000622544,0.000101386,0.000405191,0.000483493
0.000782547,0.000151105,0.000234015,0.000304934
0.00169317,0.000263482,0.000734276,0.000924361
0.000773016,0.000120295,0.000381976,0.000465995
0.00108657,0.000152581,0.00157943,0.00196286
0.00116084,0.000173984,0.000334044,0.000423076
0.00234443,0.000117653,0.000213805,0.000280253
0.000587907,0.000113475,0.000705416,0.000826315
0.00207073,0.000265724,0.000568256,0.000836649
0.000611778,0.000132272,0.000201172,0.000279402
0.000828243,0.00011849,0.000155659,0.000251997
0.000699776,0.000115432,0.000188828,0.000245602
0.000602081,0.000131886,0.00015869,0.000239178
0.000517928,0.000104621,0.000189874,0.000253517
0.000932956,0.000169003,0.000238303,0.000341871
0.000645936,0.000111899,0.000265892,0.000363403
0.000626722,0.00012695,0.000192848,0.000250963
0.00363575,0.000365892,0.000254984,0.000333035
0.000739608,0.00024866,0.000166147,0.000218279
0.000563305,7.759e-05,0.000195177,0.000273345
0.000567175,0.000102979,0.000798814,0.00130657
0.00372406,0.000325125,0.000216103,0.000281687
0.0133459,0.00011696,0.000307092,0.000391067
0.000510512,7.7245e-05,0.00110157,0.00120198
0.000591697,9.6039e-05,0.00201535,0.00275833
0.0031294,0.000367257,0.000312218,0.000390419
0.00173145,0.000182165,0.00161716,0.00177389
0.000962305,0.000112261,0.000439362,0.000770875
0.00454095,0.00051211,0.000674236,0.000931375
0.000538,0.000100317,0.000314207,0.000560361
0.00188612,0.000218203,0.00136326,0.00171936
0.000521389,8.523e-05,0.000864772,0.00136191
0.00180266,0.000262987,0.0008156,0.00125011
0.00203048,0.000249576,0.000148409,0.000198163
0.000574482,9.3678e-05,0.000176687,0.000302988
0.000573719,8.3691e-05,0.000215426,0.000302749
0.00069727,0.000102963,0.000161125,0.000222753
0.000667221,0.000123694,0.000265185,0.000357519
0.000605921,0.000136811,0.000171352,0.000268015
0.0014887,0.000246801,0.000270334,0.00035203
0.00166632,0.000118242,0.000229193,0.000313544
0.000642182,0.000115399,0.00047891,0.000605608
0.000671406,0.000110094,0.000315262,0.000381935
0.000529038,8.5388e-05,0.000277139,0.000325757
0.000560391,0.000125297,0.000417445,0.00050938
0.0013385,0.000235087,0.00144006,0.00186948
0.00128681,0.000256887,0.000264715,0.00032746
0.00255004,0.000148362,0.00379721,0.00393299
0.000794621,0.000131079,0.000300885,0.000374423
0.000591729,0.000132329,0.000303554,0.000379759
0.00177842,0.000197122,0.000304531,0.000394114
0.00336139,0.000270744,0.000660629,0.000936864
0.00226109,0.000529039,0.00168336,0.00227925
0.000615429,0.000123925,0.001319,0.00137873
0.000662549,0.000126582,0.000892889,0.00139379
0.000670596,0.000132617,0.000229409,0.000327269
0.000698503,0.000158377,0.000142136,0.000232966
0.000791901,0.000145398,0.0001743,0.000247292
0.000579392,0.000118188,0.000138353,0.000203137
0.000493717,9.5593e-05,0.000513107,0.000711907
0.000548363,0.000116876,0.000282993,0.000387829
0.0016405,0.000232942,0.000152216,0.000217999
0.00158229,0.000211915,0.00056411,0.0012801
0.00176181,0.000254417,0.00131529,0.00140135
0.000631961,0.000120581,0.00142002,0.00182114
0.000563318,0.000109744,0.000206147,0.000292886
0.00182039,0.000270911,0.000184983,0.000250285
0.000520009,0.000123817,0.000263773,0.000356826
0.000560641,0.00010589,0.000752911,0.00122816
0.00135537,9.5121e-05,0.000204574,0.000293954
0.000718203,0.000116337,0.00087688,0.00095843
0.00118417,0.000177853,0.000635629,0.000911732
0.00322814,0.000250389,0.00121362,0.00175965
0.000679693,0.000241717,0.000125967,0.000183011
0.00224965,0.000285045,0.000352114,0.000434948
0.000590502,9.5214e-05,0.000279436,0.0003704
0.000614446,9.2159e-05,0.000133874,0.000191781
0.00189745,0.000108156,0.000524179,0.000622003
0.000700668,0.000214534,0.000117221,0.000185517
0.00127255,0.000161021,0.000185657,0.000405966
0.00346545,0.000296982,0.000179083,0.000255161
0.000411693,8.3611e-05,0.000992025,0.00131281
0.000412325,9.3881e-05,0.00252976,0.00333699
0.000492614,9.9894e-05,8.8056e-05,0.000130638
0.000967004,0.000278754,0.000911024,0.00140404
0.000459379,7.7658e-05,0.000179476,0.000311962
0.00207609,0.000222497,9.7583e-05,0.000157578
0.00179594,0.000234619,0.000911756,0.00191998
0.0019153,0.000384784,0.000375943,0.00066774
0.000615634,0.000136113,0.000761093,0.00120696
0.000728519,9.7266e-05,0.000205843,0.000292771
0.000572069,0.000106033,0.000123004,0.000315937
0.000475372,0.000117406,0.000253943,0.000329604
0.000784465,0.000142398,0.000111199,0.000171258
0.00400396,0.000261678,0.000163068,0.000256716
0.000617197,0.000139091,0.000152292,0.000260488
0.000440565,9.959e-05,9.3712e-05,0.000170391
0.000710644,0.000118251,0.000332862,0.000426273
0.000655356,0.00014103,8.0731e-05,0.000148233
0.000703925,0.00013585,0.000131248,0.000214889
0.000564079,0.000101344,0.000195076,0.000373351
0.00320388,0.00159718,0.000105758,0.0001599
0.000716394,0.000113289,0.000171882,0.000355924
0.001638,0.000127328,0.000551785,0.000801135
0.000794273,0.000130643,0.00126288,0.00222308
0.000652509,0.000101642,0.000140632,0.000229097
0.000606232,8.2084e-05,9.3393e-05,0.000146436
0.000591346,0.000140346,0.000674466,0.00109361
0.00133129,0.000159165,9.6022e-05,0.000164739
0.000571232,9.9254e-05,0.000203711,0.000444461
0.000729701,0.000131324,0.000772502,0.000940605
0.000691724,0.000131602,0.000137957,0.000227447
0.000484919,8.8717e-05,0.00017481,0.000264548
0.000581666,0.000103944,0.000155638,0.000224681
0.000547108,0.000122785,0.000187382,0.000264223
0.00074696,0.000144214,0.000167215,0.000280698
0.00108924,0.000184635,0.000147321,0.000209903
0.000852083,0.000365751,0.000583665,0.000978771
0.0012819,0.000150236,0.000140555,0.000198561
0.00278974,0.000131704,0.000200635,0.000316322
0.00120488,0.000134163,0.000143149,0.000220934
0.000677078,0.000130471,0.000162256,0.000212215
0.00203299,0.000214819,0.000151557,0.000216735
0.000971243,0.000106969,0.000129216,0.000190868
0.000685606,0.000116046,0.000195963,0.000292988
0.00094135,0.000135098,0.000306704,0.000748231
0.00130916,0.000204166,0.00018638,0.000254473
0.000771699,0.000106834,0.000184829,0.000264367
0.00167647,0.000255698,0.000155567,0.000218088
0.00365647,0.000322728,0.000148377,0.000234275
0.000686175,9.2516e-05,0.000318837,0.000444708
0.000627626,9.0041e-05,0.000184898,0.000334844
0.00108923,0.000205558,0.000225565,0.000305704
0.00177486,0.00016575,0.000113995,0.000171413
0.00348963,0.000248576,0.00121478,0.0017271
0.000511103,8.7056e-05,0.000262944,0.000372375
0.00223803,0.000234663,0.000155009,0.000212108
0.000623197,0.00010058,0.000230962,0.000315474
0.000834153,0.0001614,0.000440359,0.000769699
0.000870466,0.000252297,0.0014858,0.00172891
0.00219479,0.00020786,0.000266727,0.000547765
0.000569856,9.2986e-05,0.00037716,0.000630771
0.000586644,8.8354e-05,0.000255083,0.000354244
0.00118839,0.000267618,0.000133864,0.000183688
0.000491884,0.000115802,0.000941199,0.00139326
0.000495184,8.9111e-05,0.000195927,0.000279838
0.000665558,0.000132201,0.000114964,0.000182004
0.000777013,0.000138712,0.000746097,0.00157836
0.0007509,0.000158607,0.000153035,0.000207474
0.000570487,0.00011268,0.000151467,0.000238973
0.000931521,0.00012205,0.000304469,0.000445749
0.00084928,0.000359055,0.000136931,0.000203906
0.000702088,0.000142042,0.000169756,0.00026597
0.00122718,0.000151517,0.000154687,0.000252191
0.000619549,0.000170421,0.000234391,0.000323188
0.000586005,0.000113512,0.000159637,0.00025521
0.000555772,0.00012327,0.000138107,0.000192084
0.00053557,0.000110803,0.000227261,0.000309923
0.000421617,8.5307e-05,0.000536822,0.000900557
0.00170979,0.000266262,0.000224989,0.00033347
0.000657184,0.000134294,0.00155438,0.00216836
0.00319573,0.000288041,0.000123568,0.000181198
0.000932086,0.000240836,0.000692038,0.00111654
