Duration,x,y,z,x,y,z,w
1568115182.850530000,-1.04726,-1.33641,0.00937665,-0.000995929,0.00388549,0.193992,0.980995
1568115183.451182000,-0.998677,-1.29421,0.0136631,-0.00400406,0.000321775,0.18756,0.982245
1568115183.851977000,-1.40692,-2.93408,0.0639819,0.0066691,-0.0147509,0.00313781,0.999864
1568115184.052352000,-1.48211,-3.02699,0.0470012,0.00663349,-0.0136228,0.0148103,0.999776
1568115184.453173000,-4.11049,-3.29107,0.068742,0.00746734,-0.00872478,-0.0702502,0.997463
1568115184.853984000,-1.09676,-8.50835,-0.0954345,-0.0171827,0.0221814,0.0874236,0.995776
1568115185.254776000,-8.23835,-3.19852,0.0858597,0.0047992,-0.0126635,0.00285483,0.999904
1568115185.855997000,-2.65817,-13.8234,-0.128598,-0.0144126,0.0203888,0.176006,0.984072
1568115186.056605000,-10.7343,-3.72023,0.0833999,0.00773557,-0.00999811,-0.0743891,0.997149
1568115187.058372000,-11.1974,-6.68545,0.0689782,-0.0191072,-0.00934306,0.110073,0.993696
1568115187.459300000,-12.6462,-7.96417,0.0731299,-0.0480326,0.00815742,0.237651,0.970128
1568115187.859958000,-14.8219,-3.6957,0.146879,-0.000497997,0.0125659,0.0706999,0.997418
1568115188.461224000,-14.1499,-6.40138,0.0433897,-0.00756982,0.00575728,0.136011,0.990662
1568115188.661593000,-20.0353,-0.164938,-0.0155205,0.00583196,0.0164394,0.206542,0.978282
1568115189.062316000,-14.1726,-6.45888,0.0406694,-0.00978482,0.00580384,0.135185,0.990755
1568115189.463213000,-20.161,0.120892,-0.0278412,0.00367796,0.0149425,0.184753,0.982665
1568115190.064316000,-13.5834,-7.55528,0.063632,-0.0384762,0.00970714,0.226061,0.973304
1568115191.868026000,-2.56149,-13.9139,-0.135173,-0.0145397,0.0211373,0.182091,0.982947
1568115192.268702000,1.36912,-6.58875,0.102377,-0.0113614,0.0309262,-0.0817416,0.996109
1568115193.070231000,8.92349,-3.03364,0.0660186,0.00376601,-0.0155924,0.031549,0.999374
1568115193.270699000,13.8608,-1.35857,-0.0199485,0.00647788,-0.00184534,0.202153,0.979331
1568115193.871850000,18.5552,7.98919,-0.147453,0.00597125,0.0151768,-0.0594096,0.9981
1568115194.272664000,24.216,8.83436,-0.431422,-0.0550563,-0.00777714,0.101213,0.99331
