Duration,x,y,z,x,y,z,w
1568115180.645708000,14.7191,-1.60588,0.896794,-0.00181081,0.00666996,0.736425,0.676484
1568115180.846080000,14.7112,-1.60653,0.903926,-0.00110627,0.00584856,0.736808,0.676075
1568115181.046443000,14.7123,-1.60405,0.890623,-0.000850142,0.00668692,0.736536,0.676364
1568115181.246795000,14.7138,-1.60086,0.894439,-0.00118526,0.00634466,0.736439,0.676473
1568115181.447259000,14.7127,-1.59868,0.895363,-0.000989741,0.00548897,0.736556,0.676354
1568115181.647628000,14.7139,-1.59933,0.896609,-0.000737634,0.00529536,0.73665,0.676253
1568115181.848068000,14.7133,-1.60487,0.892641,-0.00173164,0.00636837,0.736435,0.676476
1568115182.048371000,14.7063,-1.59911,0.900359,-0.00080823,0.00576614,0.736281,0.676651
1568115182.249475000,14.7025,-1.59961,0.894669,-0.000876751,0.00590129,0.736615,0.676286
1568115182.449218000,14.712,-1.60634,0.895831,-0.00138709,0.00625516,0.736608,0.676289
1568115182.649601000,14.7085,-1.60546,0.897719,-0.0012711,0.00585348,0.73661,0.676292
1568115182.850530000,14.7057,-1.60479,0.897446,-0.000942779,0.00562654,0.736704,0.676191
1568115183.050397000,14.7115,-1.6088,0.900302,-0.00167434,0.00610544,0.736681,0.676211
1568115183.250772000,14.7129,-1.6095,0.893216,-0.00188025,0.00661302,0.736877,0.675992
1568115183.451182000,14.7218,-1.60425,0.891447,-0.0016694,0.00627448,0.736327,0.676594
1568115183.651558000,14.7157,-1.60558,0.895113,-0.00187469,0.00631944,0.736325,0.676596
1568115183.851977000,14.7105,-1.6044,0.900417,-0.00132167,0.00576326,0.736624,0.676277
1568115184.052352000,14.7181,-1.60132,0.898562,-0.00110984,0.00539721,0.736677,0.676222
1568115184.252748000,14.7209,-1.60222,0.894982,-0.00134682,0.00598751,0.736605,0.676296
1568115184.453173000,14.7196,-1.60991,0.895095,-0.00165427,0.00580298,0.736716,0.676176
1568115184.653570000,14.7166,-1.60772,0.898701,-0.00217698,0.00702405,0.736824,0.676045
1568115184.853984000,14.7134,-1.60582,0.897115,-0.00201061,0.00665257,0.736385,0.676527
1568115185.054391000,14.7167,-1.60032,0.897293,-0.00137935,0.0058732,0.736517,0.676392
1568115185.254776000,14.7115,-1.6048,0.901249,-0.0019187,0.00642296,0.73669,0.676197
1568115185.455238000,14.7184,-1.60569,0.896798,-0.00157558,0.00601395,0.736518,0.676389
1568115185.655632000,14.7171,-1.60399,0.899009,-0.000992773,0.00556964,0.736585,0.676321
1568115185.855997000,14.7137,-1.6005,0.900362,-0.000736035,0.00532215,0.736628,0.676277
1568115186.056605000,14.7198,-1.60207,0.900634,-0.00123266,0.00552414,0.736565,0.676343
1568115186.256838000,14.7142,-1.60345,0.898357,-0.00197476,0.00641779,0.736551,0.676348
1568115186.457236000,14.7179,-1.56141,0.900574,0.00224358,0.00250424,0.736748,0.67616
1568115186.657695000,14.7199,-1.5576,0.899812,0.0023737,0.00256296,0.736523,0.676404
1568115186.857981000,14.7131,-1.55201,0.891847,0.00242399,0.00219294,0.736569,0.676355
1568115187.058372000,14.7092,-1.55809,0.899322,0.00257208,0.00204561,0.736737,0.676172
1568115187.258773000,14.7131,-1.55118,0.899683,0.00186921,0.00271146,0.736518,0.67641
