Duration,selectiveICP,normalICP,gotCloud,processCloud,mapping,realTimeCap
1568115179.004127345,,,,0.734928,,
1568115179.049485931,,,,0.17613,,
1568115179.116085637,,0.456136,,,,
1568115179.116085637,,,0.636646,,,
1568115179.116085637,,,,,,0
1568115179.155331802,,,,0.186444,,
1568115179.218764429,,0.438865,,,,
1568115179.218764429,,,0.630206,,,
1568115179.218764429,,,,,,312
1568115179.312426204,,,,0.156793,,
1568115179.363832345,,0.343067,,,,
1568115179.363832345,,,0.507466,,,
1568115179.363832345,,,,,,250
1568115179.511924756,,,,0.166016,,
1568115179.551210118,,0.280968,,,,
1568115179.551210118,,,0.451433,,,
1568115179.551210118,,,,,,223
1568115179.717550721,,,,0.193253,,
1568115179.750795945,,0.221118,,,,
1568115179.750795945,,,0.420335,,,
1568115179.750795945,,,,,,207
1568115179.914047064,,,,0.176762,,
1568115179.950335928,,0.256981,,,,
1568115179.950335928,,,0.439475,,,
1568115179.950335928,,,,,,217
1568115180.120775744,,,,0.166702,,
1568115180.163056397,,0.297462,,,,
1568115180.163056397,,,0.471135,,,
1568115180.163056397,,,,,,233
1568115180.314132074,,,,0.161475,,
1568115180.350750516,,0.282551,,,,
1568115180.350750516,,,0.451587,,,
1568115180.350750516,,,,,,222
1568115180.516911095,,,,0.163429,,
1568115180.554405114,,0.272311,,,,
1568115180.554405114,,,0.439937,,,
1568115180.554405114,,,,,,218
1568115180.717619350,,,,0.164382,,
1568115180.750822504,,0.252774,,,,
1568115180.753840748,,,0.42289,,,
1568115180.753840748,,,,,,209
1568115180.920039110,,,,0.169691,,
1568115180.950237392,,0.226354,,,,
1568115180.950237392,,,0.402892,,,
1568115180.950237392,,,,,,198
1568115181.113466033,,,,0.181451,,
1568115181.146670987,,0.223559,,,,
1568115181.146670987,,,0.411064,,,
1568115181.146670987,,,,,,203
1568115181.315855128,,,,0.171338,,
1568115181.349078642,,0.231057,,,,
1568115181.349078642,,,0.408914,,,
1568115181.349078642,,,,,,201
1568115181.515920111,,,,0.160681,,
1568115181.546127855,,0.229071,,,,
1568115181.546127855,,,0.394223,,,
1568115181.546127855,,,,,,195
1568115181.718433680,,,,0.185517,,
1568115181.742583724,,0.183533,,,,
1568115181.742583724,,,0.373327,,,
1568115181.742583724,,,,,,184
1568115181.948058607,,,,0.422532,,
1568115181.987303427,,,,0.156151,,
1568115182.029992047,0.333186,,,,,
1568115182.033013155,,,0.494505,,,
1568115182.033013155,,,,,0.00313231,
1568115182.033013155,,,,,,245
1568115182.120634248,,,,0.164902,,
1568115182.162957946,0.313205,,,,,
1568115182.162957946,,,0.483577,,,
1568115182.162957946,,,,,0.00455522,
1568115182.162957946,,,,,,241
1568115182.317416975,,,,0.157689,,
1568115182.353938581,0.294695,,,,,
1568115182.353938581,,,0.459231,,,
1568115182.356956746,,,,,0.00440516,
1568115182.356956746,,,,,,227
1568115182.518043322,,,,0.183742,,
1568115182.548243443,0.235481,,,,,
1568115182.548243443,,,0.425691,,,
1568115182.548243443,,,,,0.00351667,
1568115182.548243443,,,,,,211
1568115182.720532919,,,,0.179158,,
1568115182.753759496,0.265061,,,,,
1568115182.756778747,,,0.453862,,,
1568115182.756778747,,,,,0.00571694,
1568115182.756778747,,,,,,224
1568115182.923028724,,,,0.181321,,
1568115182.944202122,0.157279,,,,,
1568115182.944202122,,,0.348708,,,
1568115182.944202122,,,,,0.00588354,
1568115182.944202122,,,,,,171
1568115183.125494978,,,,0.166431,,
1568115183.146641147,0.149093,,,,,
1568115183.146641147,,,0.326486,,,
1568115183.146641147,,,,,0.00678033,
1568115183.146641147,,,,,,161
1568115183.321913951,,,,0.170433,,
1568115183.340041384,0.138283,,,,,
1568115183.343063087,,,0.316414,,,
1568115183.343063087,,,,,0.00553222,
1568115183.343063087,,,,,,157
1568115183.521353011,,,,0.162387,,
1568115183.542590676,0.155708,,,,,
1568115183.545612586,,,0.325381,,,
1568115183.545612586,,,,,0.00646183,
1568115183.545612586,,,,,,162
1568115183.717874663,,,,0.15718,,
1568115183.742048740,0.153436,,,,,
1568115183.742048740,,,0.319891,,,
1568115183.745070675,,,,,0.00800889,
1568115183.745070675,,,,,,159
1568115183.920713161,,,,0.159816,,
1568115183.941853440,0.139018,,,,,
1568115183.941853440,,,0.308282,,,
1568115183.941853440,,,,,0.00692577,
1568115183.941853440,,,,,,152
1568115184.123385155,,,,0.190686,,
1568115184.141492380,0.141612,,,,,
1568115184.141492380,,,0.33979,,,
1568115184.141492380,,,,,0.00517343,
1568115184.141492380,,,,,,168
1568115184.319763770,,,,0.170895,,
1568115184.337895538,0.141754,,,,,
1568115184.337895538,,,0.319824,,,
1568115184.337895538,,,,,0.00678496,
1568115184.337895538,,,,,,159
1568115184.516239033,,,,0.158169,,
1568115184.540411246,0.171492,,,,,
1568115184.540411246,,,0.33692,,,
1568115184.543428409,,,,,0.00541499,
1568115184.543428409,,,,,,167
1568115184.718809263,,,,0.159734,,
1568115184.749007367,0.208819,,,,,
1568115184.749007367,,,0.37833,,,
1568115184.749007367,,,,,0.0075596,
1568115184.749007367,,,,,,187
1568115184.918316875,,,,0.168919,,
1568115184.942483401,0.18323,,,,,
1568115184.945511266,,,0.361301,,,
1568115184.945511266,,,,,0.0104596,
1568115184.945511266,,,,,,181
1568115185.120767614,,,,0.17256,,
1568115185.141911186,0.161495,,,,,
1568115185.141911186,,,0.343014,,,
1568115185.144919091,,,,,0.00898338,
1568115185.144919091,,,,,,171
1568115185.320191140,,,,0.177354,,
1568115185.344360524,0.169547,,,,,
1568115185.347378118,,,0.353612,,,
1568115185.347378118,,,,,0.0101149,
1568115185.347378118,,,,,,178
1568115185.525698384,,,,0.164348,,
1568115185.550392132,0.192676,,,,,
1568115185.553412165,,,0.364457,,,
1568115185.553412165,,,,,0.00757252,
1568115185.553412165,,,,,,182
1568115185.722698260,,,,0.18341,,
1568115185.743842030,0.160818,,,,,
1568115185.743842030,,,0.353273,,,
1568115185.746863011,,,,,0.0103865,
1568115185.746863011,,,,,,177
1568115185.922187415,,,,0.164895,,
1568115185.940295135,0.14397,,,,,
1568115185.943317625,,,0.319464,,,
1568115185.943317625,,,,,0.0130388,
1568115185.943317625,,,,,,161
1568115186.121683457,,,,0.159807,,
1568115186.142983074,0.164677,,,,,
1568115186.142983074,,,0.338296,,,
1568115186.146002476,,,,,0.0131935,
1568115186.146002476,,,,,,168
1568115186.324471932,,,,0.162615,,
1568115186.342597104,0.144861,,,,,
1568115186.345622063,,,0.316014,,,
1568115186.345622063,,,,,0.0139942,
1568115186.345622063,,,,,,160
1568115186.524866521,,,,0.163709,,
1568115186.549138953,0.189876,,,,,
1568115186.549138953,,,0.359569,,,
1568115186.552149050,,,,,0.00802286,
1568115186.552149050,,,,,,180
1568115186.724394810,,,,0.176653,,
1568115186.754611428,0.230973,,,,,
1568115186.754611428,,,0.417659,,,
1568115186.754611428,,,,,0.0104099,
1568115186.757632121,,,,,,208
1568115186.921227616,,,,0.164388,,
1568115186.942383945,0.151602,,,,,
1568115186.942383945,,,0.322384,,,
1568115186.942383945,,,,,0.00753566,
1568115186.942383945,,,,,,161
1568115187.126818182,,,,0.165031,,
1568115187.150967628,0.172149,,,,,
1568115187.150967628,,,0.347059,,,
1568115187.153984469,,,,,0.0135676,
1568115187.153984469,,,,,,175
1568115187.326276221,,,,0.171751,,
1568115187.350432926,0.18719,,,,,
1568115187.350432926,,,0.367408,,,
1568115187.353459911,,,,,0.0116433,
1568115187.353459911,,,,,,185
1568115187.523675502,,,,0.162941,,
1568115187.544811500,0.153298,,,,,
1568115187.544811500,,,0.32298,,,
1568115187.547829053,,,,,0.0112283,
1568115187.547829053,,,,,,163
1568115187.726197741,,,,0.163924,,
1568115187.750364183,0.172875,,,,,
1568115187.750364183,,,0.347033,,,
1568115187.750364183,,,,,0.00967394,
1568115187.750364183,,,,,,173
1568115187.925654132,,,,0.177694,,
1568115187.943772722,0.151056,,,,,
1568115187.946797994,,,0.341464,,,
1568115187.946797994,,,,,0.0106168,
1568115187.946797994,,,,,,169
1568115188.131375405,,,,0.169412,,
1568115188.152518538,0.150856,,,,,
1568115188.152518538,,,0.328376,,,
1568115188.152518538,,,,,0.00968311,
1568115188.152518538,,,,,,164
1568115188.330855989,,,,0.16922,,
1568115188.352006023,0.16167,,,,,
1568115188.352006023,,,0.337855,,,
1568115188.355025358,,,,,0.0104249,
1568115188.355025358,,,,,,170
1568115188.533296485,,,,0.17245,,
1568115188.557450468,0.169835,,,,,
1568115188.557450468,,,0.352251,,,
1568115188.560473189,,,,,0.0134343,
1568115188.560473189,,,,,,178
1568115188.732714194,,,,0.175449,,
1568115188.756870921,0.170741,,,,,
1568115188.756870921,,,0.354416,,,
1568115188.756870921,,,,,0.010524,
1568115188.756870921,,,,,,178
1568115188.932400325,,,,0.174541,,
1568115188.953536735,0.138938,,,,,
1568115188.953536735,,,0.326757,,,
1568115188.956560354,,,,,0.0156157,
1568115188.956560354,,,,,,164
1568115189.134890732,,,,0.175406,,
1568115189.153018884,0.170738,,,,,
