Duration,x,y,z,x,y,z,w
1568115182.449218000,14.9301,-1.77401,0.542866,-0.00387308,0.0101657,0.736577,0.676266
1568115182.649601000,14.9271,-1.77234,0.544527,-0.00335872,0.0096801,0.736681,0.676162
1568115182.850530000,14.9277,-1.77184,0.547163,-0.00370162,0.00987946,0.736728,0.676107
1568115183.050397000,14.9257,-1.77283,0.545483,-0.00380863,0.0100822,0.736666,0.676171
1568115183.250772000,14.9304,-1.77467,0.541999,-0.004021,0.0104813,0.736593,0.676243
1568115183.451182000,14.9345,-1.77227,0.544929,-0.00401189,0.0101528,0.7365,0.67635
1568115183.651558000,14.9319,-1.77182,0.545617,-0.00361086,0.00987399,0.736448,0.676413
1568115183.851977000,14.9336,-1.77234,0.547023,-0.00367579,0.00997993,0.736557,0.676291
1568115184.052352000,14.9342,-1.77053,0.547461,-0.00346013,0.00974238,0.736605,0.676244
1568115184.252748000,14.9344,-1.77342,0.546235,-0.00383511,0.0100758,0.736573,0.676272
1568115184.453173000,14.9332,-1.77207,0.54599,-0.00369546,0.00992182,0.7365,0.676355
1568115184.653570000,14.934,-1.77226,0.546001,-0.00344062,0.0098003,0.736593,0.676257
1568115184.853984000,14.9331,-1.77094,0.546358,-0.00365972,0.00998887,0.736562,0.676286
1568115185.054391000,14.9349,-1.77184,0.545507,-0.00380061,0.00996666,0.736508,0.676344
1568115185.254776000,14.9329,-1.77147,0.545208,-0.00379825,0.0101108,0.736476,0.676378
1568115185.455238000,14.9353,-1.77147,0.54566,-0.00364559,0.00987402,0.736544,0.676308
1568115185.655632000,14.931,-1.77134,0.546917,-0.00336099,0.00950803,0.736617,0.676235
1568115185.855997000,15.0165,-1.79258,0.52666,-0.00530951,0.0106671,0.736576,0.67625
1568115186.056605000,15.016,-1.79352,0.524463,-0.00557531,0.0107567,0.736477,0.676355
1568115186.256838000,15.0181,-1.79207,0.527201,-0.00548228,0.0109391,0.73658,0.67624
1568115186.457236000,15.0206,-1.79365,0.525734,-0.00574564,0.0109714,0.736712,0.676094
1568115186.657695000,15.0224,-1.79401,0.525584,-0.00550124,0.0106726,0.736473,0.676361
1568115186.857981000,15.02,-1.79483,0.52073,-0.00597854,0.0112343,0.736598,0.676211
1568115187.058372000,15.0167,-1.79401,0.523108,-0.00585592,0.0110644,0.736649,0.67616
1568115187.258773000,15.0218,-1.79436,0.521348,-0.00600728,0.0108375,0.73651,0.676313
1568115187.459300000,15.0188,-1.79397,0.522921,-0.00580806,0.0112444,0.736649,0.676157
1568115187.659543000,15.0216,-1.7933,0.520624,-0.00572799,0.0108125,0.736513,0.676313
1568115187.859958000,15.0187,-1.79344,0.522933,-0.005918,0.0109513,0.73667,0.676138
1568115188.060619000,15.0152,-1.79486,0.524276,-0.00564408,0.010931,0.7366,0.676216
1568115188.260733000,15.0167,-1.7934,0.52647,-0.00585515,0.0111889,0.736496,0.676324
1568115188.461224000,15.0235,-1.79442,0.521727,-0.00577395,0.0108667,0.736645,0.676168
1568115188.661593000,15.017,-1.79625,0.521991,-0.00596945,0.0110877,0.736559,0.676256
1568115188.861977000,15.0202,-1.79477,0.523376,-0.00596999,0.0112073,0.736504,0.676314
1568115189.062316000,15.0168,-1.79456,0.522549,-0.00563194,0.0111418,0.736543,0.676275
1568115189.262836000,15.0207,-1.79348,0.522374,-0.00566609,0.0113464,0.736577,0.676235
1568115189.463213000,15.014,-1.79386,0.527042,-0.005353,0.0109306,0.73666,0.676154
1568115189.663565000,15.0196,-1.79466,0.522277,-0.00554013,0.0107748,0.736643,0.676173
1568115189.863988000,15.0187,-1.79463,0.523321,-0.00551092,0.0108736,0.736648,0.676167
1568115190.064316000,15.0183,-1.79421,0.525974,-0.00583127,0.0109693,0.736493,0.676332
1568115190.264762000,15.0172,-1.79285,0.52723,-0.00567734,0.0108248,0.736656,0.676158
1568115190.465134000,15.0231,-1.79513,0.522996,-0.00607257,0.0110155,0.736586,0.676227
1568115190.665522000,15.0247,-1.79629,0.520064,-0.00586874,0.0108127,0.736599,0.676218
1568115190.865960000,15.0196,-1.79366,0.524165,-0.00598391,0.0111139,0.736568,0.676246
1568115191.066344000,15.0166,-1.79359,0.522097,-0.00557937,0.0110441,0.736639,0.676173
1568115191.266725000,15.0159,-1.7939,0.525572,-0.0058954,0.011331,0.736615,0.676192
1568115191.467102000,15.0164,-1.79276,0.527378,-0.00553535,0.0107068,0.736551,0.676275
1568115191.667521000,15.023,-1.79486,0.52168,-0.00588425,0.01106,0.736529,0.67629
1568115191.868026000,15.0195,-1.79376,0.522509,-0.00551263,0.0107573,0.73642,0.676417
1568115192.068258000,15.0267,-1.79347,0.525791,-0.00562588,0.0109932,0.736579,0.676239
1568115192.268702000,15.0247,-1.79328,0.525921,-0.00562194,0.0108104,0.736554,0.67627
1568115192.469153000,15.022,-1.79534,0.522066,-0.00590574,0.011234,0.73651,0.676308
1568115192.669557000,15.0194,-1.79442,0.521235,-0.00582095,0.0110898,0.736379,0.676453
1568115192.869905000,15.0227,-1.79414,0.52099,-0.00538371,0.0105794,0.736427,0.676413
1568115193.070231000,15.016,-1.79144,0.525296,-0.00563641,0.010879,0.736585,0.676234
1568115193.270699000,15.0177,-1.794,0.52742,-0.00592768,0.0109217,0.736549,0.676271
1568115193.471082000,15.0198,-1.796,0.523238,-0.00539799,0.0110537,0.736304,0.67654
1568115193.671486000,15.0233,-1.7975,0.521955,-0.00585733,0.0109797,0.736226,0.676621
1568115193.871850000,15.0177,-1.79239,0.52169,-0.00516448,0.0106554,0.736647,0.676174
1568115194.072271000,15.0215,-1.79321,0.524525,-0.00574795,0.0109248,0.73676,0.676042
1568115194.272664000,15.0193,-1.79465,0.526039,-0.00553369,0.0107218,0.736596,0.676225
1568115194.473032000,15.0205,-1.79306,0.522794,-0.00555397,0.0108483,0.736668,0.676145
1568115194.673442000,15.0223,-1.79293,0.524335,-0.00538436,0.01079,0.736544,0.676282
1568115194.873824000,15.0173,-1.79331,0.527272,-0.00555564,0.0106562,0.736641,0.676177
1568115195.074178000,15.0162,-1.7939,0.530195,-0.00554894,0.0110062,0.736595,0.676221
1568115195.274664000,15.0201,-1.79321,0.525187,-0.00575868,0.0107286,0.736576,0.676245
1568115195.475029000,15.0153,-1.79377,0.526487,-0.00555795,0.0111291,0.736661,0.676148
1568115195.675436000,15.0164,-1.79439,0.525239,-0.00573062,0.0111112,0.736568,0.676248
1568115195.875793000,15.0223,-1.79493,0.521688,-0.00576636,0.011002,0.736458,0.676369
1568115196.076275000,15.0165,-1.79584,0.523502,-0.0059381,0.0112054,0.736648,0.676158
1568115196.276636000,15.0184,-1.79504,0.522764,-0.00620196,0.0111911,0.736444,0.676377
1568115196.477071000,15.0187,-1.79484,0.523196,-0.0056747,0.0110321,0.736472,0.676354
1568115196.677525000,15.0225,-1.79322,0.522794,-0.00572204,0.0108151,0.736655,0.676158
1568115196.877936000,15.0173,-1.79362,0.524896,-0.00593899,0.0112614,0.736596,0.676213
1568115197.078188000,15.0206,-1.79461,0.524021,-0.0058161,0.0109868,0.736528,0.676293
1568115197.278616000,15.0162,-1.79434,0.523852,-0.00559046,0.0107166,0.736519,0.676309
1568115197.479156000,15.0177,-1.79463,0.52576,-0.00577114,0.011294,0.73656,0.676253
1568115197.679431000,15.0206,-1.79422,0.522599,-0.00592543,0.0109687,0.736564,0.676253
