Duration,x,y,z,x,y,z,w
1568115180.244881000,14.9153,-1.80165,0.502939,-0.000598728,0.0058951,0.73634,0.676586
1568115180.445323000,14.9172,-1.79611,0.494204,3.45361e-05,0.00629767,0.736365,0.676556
1568115180.645708000,14.9223,-1.79453,0.497092,-0.000623264,0.00525845,0.736252,0.676687
1568115180.846080000,14.9167,-1.7993,0.501714,-0.000723484,0.00573912,0.736655,0.676244
1568115181.046443000,14.9191,-1.79928,0.49898,-0.00012608,0.00623593,0.736412,0.676505
1568115181.246795000,14.9231,-1.79749,0.497335,-0.000589105,0.00574438,0.736487,0.676427
1568115181.447259000,14.9176,-1.79989,0.500187,-0.000583543,0.00555311,0.736356,0.676571
1568115181.647628000,14.9243,-1.80083,0.498969,-0.00111123,0.00554982,0.736341,0.676587
1568115181.848068000,14.9255,-1.79965,0.497072,-0.00115895,0.00594484,0.736438,0.676478
1568115182.048371000,14.9211,-1.80016,0.499567,-0.000913054,0.00560812,0.736558,0.67635
1568115182.249475000,14.9157,-1.80486,0.498493,-0.0011369,0.00585592,0.736517,0.676392
1568115182.449218000,14.9184,-1.80205,0.49728,-0.000579574,0.00522376,0.736513,0.676403
1568115182.649601000,14.9204,-1.79858,0.501932,-0.000714623,0.00537965,0.736458,0.676462
1568115182.850530000,14.9158,-1.80141,0.495903,-0.00102383,0.00624075,0.736514,0.676393
1568115183.050397000,14.9133,-1.80032,0.499235,-0.000928894,0.00512082,0.736734,0.676163
1568115183.250772000,14.9318,-1.76167,0.498176,0.00177806,0.00273639,0.736968,0.67592
1568115183.451182000,14.9332,-1.75782,0.49556,0.00207288,0.00264348,0.7364,0.676538
1568115183.651558000,14.9323,-1.75998,0.499324,0.00239959,0.00255751,0.736638,0.676278
1568115183.851977000,14.9273,-1.75959,0.505185,0.00227724,0.00253661,0.736683,0.67623
1568115184.052352000,14.934,-1.75946,0.497903,0.00214099,0.00252021,0.736572,0.676351
1568115184.252748000,14.9325,-1.76652,0.495064,0.00199559,0.00276177,0.737145,0.675726
1568115184.453173000,14.9406,-1.76506,0.497655,0.00162363,0.00314311,0.736973,0.675913
1568115184.653570000,14.9355,-1.76023,0.503789,0.0021959,0.00302335,0.736849,0.676047
1568115184.853984000,14.9337,-1.76562,0.502991,0.00161101,0.00337553,0.737005,0.675877
1568115185.054391000,14.9381,-1.75823,0.498093,0.00253374,0.00215342,0.736749,0.676158
1568115185.254776000,14.9374,-1.76533,0.503765,0.00166552,0.00333035,0.736937,0.675951
1568115185.455238000,14.9308,-1.76112,0.503686,0.00186992,0.00289629,0.736858,0.676039
1568115185.655632000,14.932,-1.76061,0.503673,0.00212511,0.0026727,0.736887,0.676007
1568115185.855997000,14.9275,-1.76282,0.506553,0.00150914,0.00344038,0.736644,0.67627
1568115186.056605000,14.9339,-1.76359,0.508861,0.00184068,0.00305924,0.73678,0.676124
1568115186.256838000,14.9316,-1.76059,0.506227,0.00182415,0.00327806,0.736826,0.676072
1568115186.457236000,14.9343,-1.7644,0.502186,0.00274775,0.00184752,0.736978,0.675908
1568115186.657695000,14.9351,-1.76638,0.503126,0.00163297,0.00325853,0.736998,0.675885
1568115186.857981000,14.9358,-1.76524,0.497917,0.00220705,0.00256472,0.737015,0.675868
1568115187.058372000,14.9381,-1.75952,0.505692,0.00230611,0.00253339,0.737106,0.675768
1568115187.258773000,14.9359,-1.76259,0.497315,0.00219267,0.00254544,0.737014,0.67587
1568115187.459300000,14.9348,-1.76141,0.50232,0.00223069,0.00269635,0.737034,0.675846
1568115187.659543000,14.9356,-1.76023,0.50466,0.00170312,0.00322797,0.737015,0.675866
1568115187.859958000,14.9412,-1.76101,0.499384,0.00183219,0.00327981,0.736804,0.676096
1568115188.060619000,14.935,-1.75875,0.498642,0.00256612,0.00249195,0.737057,0.675821
1568115188.260733000,14.9316,-1.75846,0.497625,0.00271042,0.00202385,0.73695,0.675939
1568115188.461224000,14.9319,-1.7622,0.495769,0.00187259,0.00294832,0.737087,0.675788
1568115188.661593000,14.9316,-1.76439,0.491896,0.00172718,0.00324346,0.736814,0.676086
1568115188.861977000,14.9358,-1.76529,0.497583,0.00180506,0.00339994,0.737141,0.675728
1568115189.062316000,14.944,-1.76049,0.502923,0.00231374,0.00282823,0.73709,0.675785
1568115189.262836000,14.9354,-1.76157,0.501227,0.00236098,0.00308672,0.736888,0.676004
1568115189.463213000,14.9336,-1.75997,0.499874,0.00315943,0.00188229,0.736958,0.675929
1568115189.663565000,14.9329,-1.7635,0.500468,0.00208198,0.00263804,0.73687,0.676026
1568115189.863988000,14.9324,-1.76593,0.50378,0.00206686,0.00310603,0.736693,0.676217
1568115190.064316000,14.9347,-1.75959,0.494025,0.00248298,0.00220219,0.736757,0.676149
1568115190.264762000,14.9319,-1.76107,0.499071,0.00254036,0.00214258,0.73704,0.675841
1568115190.465134000,14.9307,-1.75968,0.498655,0.0026885,0.00249317,0.736775,0.676128
1568115190.665522000,14.9315,-1.75943,0.504018,0.00257982,0.00207263,0.736902,0.675992
1568115190.865960000,14.9344,-1.76081,0.502059,0.00280271,0.00168573,0.737029,0.675853
1568115191.066344000,14.934,-1.76254,0.498153,0.0020426,0.00321485,0.736828,0.676069
1568115191.266725000,14.933,-1.76393,0.502728,0.00222051,0.00280675,0.736854,0.676043
1568115191.467102000,14.9322,-1.7588,0.49969,0.00239456,0.00275365,0.736756,0.676149
