Duration,selectiveICP,normalICP,gotCloud,processCloud,mapping,realTimeCap
1568115182.406651605,,,,0.682773,,
1568115182.487198086,,,,0.185192,,
1568115182.582930359,,0.406912,,,,
1568115182.582930359,,,0.596494,,,
1568115182.582930359,,,,,,0
1568115182.648342085,,,,0.171672,,
1568115182.738976260,,0.386721,,,,
1568115182.738976260,,,0.564398,,,
1568115182.738976260,,,,,,281
1568115182.804487152,,,,0.169642,,
1568115182.885019128,,0.338929,,,,
1568115182.885019128,,,0.51261,,,
1568115182.885019128,,,,,,254
1568115182.950431489,,,,0.188187,,
1568115183.020920744,,0.280412,,,,
1568115183.020920744,,,0.47369,,,
1568115183.020920744,,,,,,234
1568115183.152194195,,,,0.167704,,
1568115183.202779975,,0.229546,,,,
1568115183.207807911,,,0.406392,,,
1568115183.207807911,,,,,,200
1568115183.345876630,,,,0.178702,,
1568115183.401237387,,0.202118,,,,
1568115183.401237387,,,0.386208,,,
1568115183.401237387,,,,,,191
1568115183.552291161,,,,0.170692,,
1568115183.607697745,,0.233867,,,,
1568115183.607697745,,,0.412763,,,
1568115183.607697745,,,,,,202
1568115183.748731503,,,,0.186985,,
1568115183.819284485,,0.295252,,,,
1568115183.819284485,,,0.490902,,,
1568115183.819284485,,,,,,242
1568115183.945056595,,,,0.159997,,
1568115184.000416955,,0.225071,,,,
1568115184.000416955,,,0.391772,,,
1568115184.000416955,,,,,,193
1568115184.141386662,,,,0.16167,,
1568115184.227592258,,0.321928,,,,
1568115184.227592258,,,0.48865,,,
1568115184.227592258,,,,,,242
1568115184.345131067,,,,0.161363,,
1568115184.400733624,,0.228064,,,,
1568115184.400733624,,,0.39581,,,
1568115184.400733624,,,,,,195
1568115184.541727909,,,,0.161043,,
1568115184.597174757,,0.223731,,,,
1568115184.597174757,,,0.389529,,,
1568115184.597174757,,,,,,192
1568115184.743820889,,,,0.16508,,
1568115184.804229687,,0.256059,,,,
1568115184.804229687,,,0.427044,,,
1568115184.804229687,,,,,,210
1568115184.945186324,,,,0.187003,,
1568115185.005593677,,0.243027,,,,
1568115185.010647688,,,0.436043,,,
1568115185.010647688,,,,,,215
1568115185.197461482,,,,0.515182,,
1568115185.273005664,,,,0.174522,,
1568115185.343602434,0.336088,,,,,
1568115185.343602434,,,0.515839,,,
1568115185.343602434,,,,,0.00369856,
1568115185.343602434,,,,,,256
1568115185.414207648,,,,0.189563,,
1568115185.505514909,0.400714,,,,,
1568115185.505514909,,,0.59646,,,
1568115185.505514909,,,,,0.00508946,
1568115185.505514909,,,,,,297
1568115185.576424206,,,,0.187879,,
1568115185.637075952,0.283051,,,,,
1568115185.637075952,,,0.475214,,,
1568115185.637075952,,,,,0.00418876,
1568115185.637075952,,,,,,237
1568115185.752813063,,,,0.191368,,
1568115185.823319898,0.32598,,,,,
1568115185.823319898,,,0.525647,,,
1568115185.823319898,,,,,0.00494533,
1568115185.823319898,,,,,,260
1568115185.949257681,,,,0.185072,,
1568115186.014774142,0.303433,,,,,
1568115186.019817667,,,0.501302,,,
1568115186.019817667,,,,,0.00924967,
1568115186.019817667,,,,,,248
1568115186.150985596,,,,0.180526,,
1568115186.196280177,0.197468,,,,,
1568115186.196280177,,,0.385505,,,
1568115186.196280177,,,,,0.00681718,
1568115186.196280177,,,,,,191
1568115186.354791832,,,,0.187333,,
1568115186.400094656,0.223175,,,,,
1568115186.405130346,,,0.423427,,,
1568115186.405130346,,,,,0.00997204,
1568115186.405130346,,,,,,210
1568115186.556125862,,,,0.194508,,
1568115186.596510320,0.17658,,,,,
1568115186.596510320,,,0.378493,,,
1568115186.596510320,,,,,0.00499456,
1568115186.596510320,,,,,,187
1568115186.753068638,,,,0.187224,,
1568115186.793360791,0.156885,,,,,
1568115186.793360791,,,0.350556,,,
1568115186.793360791,,,,,0.00476111,
1568115186.793360791,,,,,,174
1568115186.949455066,,,,0.181077,,
1568115186.984699435,0.155391,,,,,
1568115186.984699435,,,0.342682,,,
1568115186.984699435,,,,,0.00471265,
1568115186.984699435,,,,,,170
1568115187.150828568,,,,0.167249,,
