Duration,x,y,z,x,y,z,w
1568115186.657695000,14.9286,-1.7695,0.545353,-0.00285994,0.00933519,0.736574,0.676286
1568115186.857981000,14.9288,-1.77177,0.542841,-0.00325597,0.00987396,0.736606,0.676243
1568115187.058372000,14.9314,-1.77079,0.544643,-0.00336798,0.00971626,0.736576,0.676276
1568115187.258773000,14.9296,-1.76978,0.545791,-0.00319903,0.00947217,0.736529,0.676332
1568115187.459300000,14.9302,-1.77047,0.544317,-0.0029924,0.00930817,0.736422,0.676452
1568115187.659543000,14.931,-1.77133,0.54441,-0.00323947,0.00958996,0.736434,0.676433
1568115187.859958000,14.9294,-1.77086,0.546186,-0.00340696,0.00973102,0.736598,0.676252
1568115188.060619000,14.9296,-1.76915,0.544955,-0.00313033,0.0092784,0.736496,0.676371
1568115188.260733000,14.9312,-1.77046,0.545155,-0.00335659,0.00952051,0.736548,0.67631
1568115188.461224000,14.928,-1.77167,0.544408,-0.00327608,0.00963459,0.736518,0.676341
1568115188.661593000,14.9299,-1.77435,0.540365,-0.00384413,0.0103481,0.736553,0.67629
1568115188.861977000,14.9299,-1.77273,0.545682,-0.00337771,0.00989202,0.736632,0.676213
1568115189.062316000,14.9308,-1.77054,0.54505,-0.00325508,0.00967948,0.736522,0.676337
1568115189.262836000,14.9301,-1.77167,0.544588,-0.00340624,0.00990487,0.73652,0.676334
1568115189.463213000,14.9308,-1.77124,0.542223,-0.00347264,0.00989774,0.736642,0.676201
1568115189.663565000,14.933,-1.77021,0.545569,-0.00314402,0.00940759,0.736554,0.676306
1568115189.863988000,14.9303,-1.77137,0.545661,-0.00306676,0.00958649,0.736556,0.676301
1568115190.064316000,14.9284,-1.77125,0.545882,-0.00317347,0.0096437,0.736548,0.676309
1568115190.264762000,14.9303,-1.77274,0.5435,-0.00324497,0.009475,0.736529,0.676332
1568115190.465134000,14.8405,-1.6391,0.285906,0.00950033,-0.00470537,0.733976,0.679093
1568115190.665522000,14.8391,-1.63491,0.278943,0.0109102,-0.00553226,0.734531,0.678465
1568115190.865960000,14.843,-1.63497,0.280377,0.0100042,-0.00485858,0.734399,0.678627
1568115191.066344000,14.8321,-1.64348,0.278302,0.00964729,-0.0043524,0.734178,0.678875
