Duration,x,y,z,x,y,z,w
1568115180.244881000,14.7027,-1.60138,0.898574,-0.000598728,0.0058951,0.73634,0.676586
1568115180.445323000,14.7052,-1.59596,0.890205,3.45361e-05,0.00629767,0.736365,0.676556
1568115180.645708000,14.7095,-1.59455,0.892717,-0.000623264,0.00525845,0.736252,0.676687
1568115180.846080000,14.7038,-1.59924,0.897279,-0.000723484,0.00573912,0.736655,0.676244
1568115181.046443000,14.707,-1.5991,0.894888,-0.00012608,0.00623593,0.736412,0.676505
1568115181.246795000,14.7104,-1.5974,0.892977,-0.000589105,0.00574438,0.736487,0.676427
1568115181.447259000,14.7049,-1.59984,0.895833,-0.000583543,0.00555311,0.736356,0.676571
1568115181.647628000,14.7113,-1.60048,0.894307,-0.00111123,0.00554982,0.736341,0.676587
1568115181.848068000,14.7126,-1.59911,0.89238,-0.00115895,0.00594484,0.736438,0.676478
1568115182.048371000,14.7081,-1.60003,0.895021,-0.000913054,0.00560812,0.736558,0.67635
1568115182.249475000,14.7027,-1.60443,0.893815,-0.0011369,0.00585592,0.736517,0.676392
1568115182.449218000,14.7054,-1.60228,0.892932,-0.000579574,0.00522376,0.736513,0.676403
1568115182.649601000,14.7074,-1.59861,0.897503,-0.000714623,0.00537965,0.736458,0.676462
1568115182.850530000,14.7031,-1.60082,0.891287,-0.00102383,0.00624075,0.736514,0.676393
1568115183.050397000,14.7,-1.60056,0.894684,-0.000928894,0.00512082,0.736734,0.676163
1568115183.250772000,14.7186,-1.5649,0.895212,0.00177806,0.00273639,0.736968,0.67592
1568115183.451182000,14.7204,-1.5609,0.892765,0.00207288,0.00264348,0.7364,0.676538
1568115183.651558000,14.7196,-1.56344,0.896719,0.00239959,0.00255751,0.736638,0.676278
1568115183.851977000,14.7145,-1.56303,0.902509,0.00227724,0.00253661,0.736683,0.67623
1568115184.052352000,14.7211,-1.56276,0.895148,0.00214099,0.00252021,0.736572,0.676351
