Duration,x,y,z,x,y,z,w
1568115179.643655000,14.9369,-1.81144,0.497074,-0.00129737,0.00656926,0.736558,0.676342
1568115179.844081000,14.9369,-1.81106,0.495945,-0.0012506,0.00645373,0.736586,0.676311
1568115180.044391000,14.9269,-1.80503,0.498585,-0.000362335,0.00600224,0.736704,0.676188
1568115180.244881000,14.9359,-1.80486,0.504772,-0.00101614,0.00555456,0.736505,0.676409
1568115180.445323000,14.939,-1.80504,0.501438,-0.00162104,0.00679586,0.736557,0.67634
1568115180.645708000,14.9324,-1.80375,0.504227,-0.00118707,0.00594205,0.73671,0.676181
1568115180.846080000,14.9388,-1.80244,0.502131,-0.00150161,0.00583119,0.736701,0.676192
1568115181.046443000,14.9364,-1.80118,0.507166,-0.000985608,0.00555726,0.736646,0.676255
1568115181.246795000,14.9347,-1.7992,0.506434,-0.000742584,0.00477376,0.736686,0.676218
1568115181.447259000,14.935,-1.80609,0.495745,-0.00109139,0.00623168,0.736585,0.676316
1568115181.647628000,14.94,-1.80453,0.506145,-0.00135829,0.00642747,0.736723,0.676163
1568115181.848068000,14.941,-1.80244,0.499875,-0.00139225,0.00600404,0.736378,0.676543
1568115182.048371000,14.937,-1.80331,0.506934,-0.00109212,0.00572851,0.736439,0.676479
1568115182.249475000,14.9308,-1.80512,0.500546,-0.00149567,0.00628281,0.736575,0.676325
1568115182.449218000,14.9344,-1.80834,0.502214,-0.00130819,0.00565992,0.73668,0.676217
1568115182.649601000,14.9285,-1.81101,0.501013,-0.00138476,0.00612912,0.736686,0.676206
1568115182.850530000,14.9045,-1.74881,0.499662,0.00261537,0.00226217,0.736499,0.67643
1568115183.050397000,14.911,-1.75468,0.498512,0.00217027,0.00295324,0.73677,0.676134
1568115183.250772000,14.9151,-1.752,0.49718,0.00202486,0.00258875,0.736827,0.676074
1568115183.451182000,14.9095,-1.74496,0.497782,0.00234398,0.00247865,0.735985,0.67699
1568115183.651558000,14.9173,-1.74843,0.499714,0.00228632,0.00257045,0.736362,0.67658
1568115183.851977000,14.9227,-1.74921,0.500773,0.0024385,0.00280538,0.736346,0.676595
1568115184.052352000,14.9194,-1.74907,0.491994,0.00264109,0.00193717,0.736418,0.676519
1568115184.252748000,14.9192,-1.75294,0.505391,0.00156589,0.00343744,0.736453,0.676478
1568115184.453173000,14.9212,-1.74784,0.498116,0.00274149,0.00188436,0.736336,0.676608
1568115184.653570000,14.9198,-1.75322,0.497927,0.00213404,0.00269627,0.73649,0.67644
1568115184.853984000,14.9162,-1.75022,0.49533,0.00190711,0.00297716,0.736169,0.676789
1568115185.054391000,14.9148,-1.74787,0.496917,0.00278659,0.00205097,0.736577,0.676345
1568115185.254776000,14.9147,-1.75196,0.493227,0.00188583,0.00280483,0.736352,0.67659
1568115185.455238000,14.9153,-1.74678,0.503117,0.00319788,0.00194357,0.736464,0.676467
1568115185.655632000,14.9113,-1.74901,0.498929,0.00293263,0.00175875,0.736291,0.676657
1568115185.855997000,14.9196,-1.75775,0.494862,0.00225877,0.00263794,0.736668,0.676245
1568115186.056605000,14.9118,-1.74908,0.500823,0.00327657,0.00142764,0.736365,0.676575
1568115186.256838000,14.9164,-1.75074,0.499437,0.00232018,0.00270133,0.736446,0.676487
1568115186.457236000,14.9224,-1.7524,0.501629,0.00255008,0.00229559,0.736709,0.676201
1568115186.657695000,14.912,-1.74778,0.500927,0.00288762,0.00204099,0.736415,0.676521
1568115186.857981000,14.9102,-1.75528,0.496202,0.00197605,0.00307906,0.736445,0.676487
1568115187.058372000,14.9177,-1.74507,0.497267,0.00286861,0.00204176,0.736449,0.676484
1568115187.258773000,14.9187,-1.75011,0.500746,0.00252579,0.00246693,0.736537,0.676388
1568115187.459300000,14.9191,-1.74966,0.493001,0.00229723,0.00235711,0.736648,0.676268
1568115187.659543000,14.9152,-1.74181,0.500828,0.00298071,0.00153324,0.736094,0.676871
1568115187.859958000,14.9178,-1.75275,0.497781,0.00199369,0.00243818,0.736676,0.676238
1568115188.060619000,14.9188,-1.74651,0.499252,0.00287938,0.00170768,0.736254,0.676697
1568115188.260733000,14.9204,-1.75245,0.496975,0.00278655,0.00201497,0.736769,0.676135
1568115188.461224000,14.9196,-1.75071,0.497088,0.0022011,0.00271682,0.736328,0.676616
1568115188.661593000,14.9173,-1.75076,0.491172,0.00198284,0.00287066,0.736553,0.676371
1568115188.861977000,14.9145,-1.75457,0.495913,0.0019462,0.00300864,0.736642,0.676273
1568115189.062316000,14.9239,-1.75417,0.492293,0.00221406,0.00244527,0.736593,0.676328
1568115189.262836000,14.9228,-1.74781,0.497801,0.00282454,0.00210483,0.736556,0.676367
1568115189.463213000,14.913,-1.74834,0.493265,0.00279692,0.00215627,0.736388,0.676551
1568115189.663565000,14.9198,-1.75085,0.501805,0.00278511,0.00223045,0.736601,0.676318
1568115189.863988000,14.9153,-1.75121,0.498894,0.00249606,0.00217886,0.736452,0.676482
1568115190.064316000,14.92,-1.75079,0.501431,0.00237853,0.00259342,0.736409,0.676528
1568115190.264762000,14.9121,-1.75243,0.495969,0.00214256,0.00225505,0.736287,0.676663
1568115190.465134000,14.9193,-1.74709,0.499225,0.00300799,0.00172896,0.736606,0.676313
1568115190.665522000,14.9173,-1.74679,0.499665,0.00288198,0.00152969,0.736489,0.676442
1568115190.865960000,14.9173,-1.75066,0.496769,0.00299722,0.00166795,0.736595,0.676326
1568115191.066344000,14.9216,-1.74469,0.494858,0.002729,0.00220913,0.736519,0.676408
1568115191.266725000,14.9182,-1.7506,0.49293,0.00247379,0.00269993,0.73657,0.676352
1568115191.467102000,14.9203,-1.74697,0.493822,0.00313499,0.0022336,0.736225,0.676726
1568115191.667521000,14.9191,-1.74859,0.494671,0.0026678,0.00194521,0.73661,0.676309
1568115191.868026000,14.9113,-1.74553,0.495427,0.00277006,0.00206267,0.736499,0.67643
1568115192.068258000,14.9142,-1.75303,0.496075,0.00235366,0.00247234,0.736556,0.676368
1568115192.268702000,14.9132,-1.75002,0.491722,0.00282907,0.00179987,0.736668,0.676246
1568115192.469153000,14.9171,-1.74882,0.497647,0.00277321,0.00189115,0.736688,0.676225
1568115192.669557000,14.9186,-1.74996,0.496418,0.00236267,0.00227466,0.736479,0.676453
1568115192.869905000,14.922,-1.75141,0.498198,0.00238478,0.002442,0.736601,0.676319
1568115193.270699000,14.9185,-1.75077,0.49293,0.00289108,0.00193047,0.736378,0.676562
1568115193.471082000,14.9187,-1.75316,0.500029,0.00311331,0.00182991,0.735876,0.677107
1568115193.871850000,14.9275,-1.74946,0.501995,0.00334563,0.00171136,0.73686,0.676034
1568115194.072271000,14.9342,-1.7509,0.498923,0.00270999,0.00194263,0.736926,0.675965
1568115194.473032000,14.9208,-1.75055,0.497879,0.002878,0.00205053,0.73641,0.676526
1568115194.673442000,14.9195,-1.74777,0.494337,0.0022538,0.0023804,0.736219,0.676735
1568115195.074178000,14.9233,-1.74905,0.499837,0.00264501,0.00217313,0.73636,0.676582
1568115195.274664000,14.9178,-1.75005,0.500843,0.00243971,0.00190027,0.736454,0.67648
1568115195.475029000,14.9199,-1.74856,0.501377,0.00331395,0.00214717,0.736642,0.676271
1568115195.675436000,14.9128,-1.74637,0.501635,0.00232866,0.00236055,0.736257,0.676694
1568115195.875793000,14.916,-1.74919,0.501209,0.00216771,0.00236624,0.736494,0.676436
1568115196.076275000,14.9173,-1.74951,0.499194,0.00256298,0.00237906,0.736567,0.676356
1568115196.276636000,14.9142,-1.75009,0.500758,0.00260133,0.0020514,0.736551,0.676374
1568115196.477071000,14.9396,-1.7533,0.494763,0.00287955,0.00178466,0.736768,0.676137
1568115196.677525000,14.9329,-1.75023,0.497861,0.00296125,0.0015126,0.736687,0.676226
1568115196.877936000,14.9167,-1.75131,0.497283,0.00286518,0.00204858,0.736558,0.676365
1568115197.078188000,14.9083,-1.75142,0.499567,0.00276467,0.00245668,0.736408,0.676528
1568115197.278616000,14.898,-1.74972,0.499616,0.00278155,0.00204299,0.736207,0.676747
1568115197.479156000,14.9177,-1.74824,0.498334,0.00230288,0.00247621,0.736386,0.676554
1568115197.679431000,14.9133,-1.74969,0.500255,0.00280173,0.00198418,0.736358,0.676583
1568115197.879844000,14.9238,-1.75165,0.500876,0.00241033,0.00237628,0.736602,0.676318
1568115198.080189000,14.9212,-1.74886,0.499443,0.00247072,0.00192966,0.736257,0.676695
1568115198.280649000,14.9157,-1.75125,0.500281,0.00291737,0.00166585,0.736625,0.676293
1568115198.481027000,14.9143,-1.75079,0.502545,0.0033649,0.00181449,0.736483,0.676445
1568115198.681407000,14.9161,-1.7488,0.500467,0.00246474,0.00232175,0.736599,0.676321
1568115198.881891000,14.9154,-1.74645,0.499626,0.00252711,0.00245577,0.736107,0.676856
1568115199.082199000,14.9173,-1.75214,0.502022,0.00220137,0.00265531,0.736508,0.67642
1568115199.282577000,14.9133,-1.74764,0.499801,0.00262784,0.00235054,0.736161,0.676797
1568115199.483020000,14.9254,-1.74748,0.495564,0.00301477,0.00179371,0.73662,0.676297
1568115199.683453000,14.9171,-1.74998,0.498469,0.0026975,0.00192327,0.736392,0.676547
1568115199.883771000,14.9159,-1.75555,0.497534,0.00236334,0.00252876,0.736428,0.676507
1568115200.084312000,14.9145,-1.74587,0.493232,0.00301118,0.00177823,0.73625,0.6767
1568115200.284686000,14.9217,-1.74784,0.503048,0.00280055,0.00197557,0.736506,0.676422
1568115200.484970000,14.9142,-1.75358,0.497698,0.00212671,0.00261512,0.736486,0.676445
1568115200.685373000,14.9133,-1.7493,0.499043,0.00256801,0.00236252,0.736378,0.676561
1568115200.885925000,14.9135,-1.74443,0.498998,0.00292622,0.00177537,0.736259,0.676691
1568115201.086179000,14.9199,-1.74941,0.499703,0.00290492,0.0015523,0.736464,0.676469
1568115201.286595000,14.9156,-1.75024,0.504806,0.00280307,0.00200059,0.736482,0.676448
1568115201.486953000,14.9176,-1.74823,0.500372,0.00292914,0.00173177,0.736329,0.676615
1568115201.687349000,14.919,-1.74955,0.497292,0.00231512,0.00248642,0.736502,0.676427
1568115201.887712000,14.9186,-1.74863,0.49492,0.00313044,0.00145582,0.736422,0.676514
1568115202.088160000,14.9189,-1.75498,0.490496,0.00209186,0.00235991,0.736576,0.676347
1568115202.288569000,14.9183,-1.75572,0.499668,0.0028906,0.00202108,0.736806,0.676095
1568115202.488919000,14.9157,-1.75612,0.49607,0.00297986,0.00147557,0.737051,0.67583
1568115202.689277000,14.9203,-1.75033,0.494423,0.00271372,0.00190646,0.736395,0.676544
1568115202.889675000,14.9154,-1.74739,0.493635,0.00272676,0.00187786,0.736262,0.676688
1568115203.090035000,14.9167,-1.74974,0.497841,0.00278066,0.00205305,0.736612,0.676306
1568115203.290426000,14.9128,-1.7477,0.495168,0.00312862,0.00160202,0.736545,0.676379
1568115203.490890000,14.9208,-1.74537,0.497621,0.0026607,0.00223061,0.736436,0.676499
1568115203.691323000,14.9165,-1.74881,0.497791,0.00286789,0.0020261,0.736446,0.676487
1568115203.891690000,14.918,-1.75083,0.492178,0.00246888,0.00191343,0.736432,0.676504
1568115204.092104000,14.9225,-1.74639,0.499336,0.00274809,0.00199473,0.736281,0.676667
1568115204.292507000,14.911,-1.74936,0.496641,0.00293969,0.00209768,0.736491,0.676438
1568115204.492859000,14.9123,-1.75061,0.49057,0.00236931,0.00211316,0.73657,0.676353
1568115204.693206000,14.9119,-1.74861,0.493837,0.00329789,0.00201584,0.736842,0.676053
1568115204.893639000,14.897,-1.74744,0.501209,0.0032859,0.00187148,0.737826,0.67498
1568115205.094058000,14.8652,-1.75556,0.498453,0.00251195,0.00194971,0.739443,0.673212
1568115205.294439000,14.8284,-1.75569,0.495149,0.0026844,0.00141377,0.741428,0.671026
1568115205.494796000,14.7887,-1.75797,0.491989,0.00208553,0.00174087,0.744854,0.667222
1568115205.695256000,14.7373,-1.75475,0.499831,0.00171085,0.00225325,0.751952,0.659212
1568115205.895691000,14.7115,-1.74921,0.505633,0.00298722,0.000528756,0.761372,0.648309
1568115206.096037000,14.6852,-1.7486,0.502939,0.0021491,0.00132372,0.768559,0.639774
1568115206.296398000,14.6497,-1.75937,0.499259,0.00103019,0.00192898,0.7725,0.635011
1568115206.496891000,14.6069,-1.76137,0.497362,0.000867859,0.000863364,0.773265,0.634081
1568115206.697183000,14.5603,-1.77386,0.494794,0.00247737,0.00133545,0.772361,0.635178
1568115206.897675000,14.5076,-1.77325,0.497849,0.00256027,0.00277718,0.770052,0.63797
1568115207.098067000,14.4706,-1.75488,0.501404,0.00284623,0.00245893,0.763241,0.646103
1568115207.298727000,14.3929,-1.75221,0.502987,0.00274741,-0.00012124,0.750894,0.660417
1568115207.498764000,14.3025,-1.77079,0.50975,0.00152406,-0.000606674,0.740551,0.671998
1568115207.699186000,14.236,-1.76935,0.510233,0.00121611,3.51293e-05,0.730041,0.683402
1568115207.899560000,14.1362,-1.80003,0.523084,0.00101261,-0.0014287,0.722136,0.691749
1568115208.099942000,14.0991,-1.76819,0.516782,-0.000536603,-0.00182012,0.715597,0.698511
1568115208.300398000,14.0897,-1.73336,0.525571,-0.000296443,-0.00227482,0.70077,0.713383
1568115208.500766000,14.0555,-1.72333,0.514549,0.00171028,-0.00227408,0.684215,0.729274
1568115208.701154000,13.996,-1.74462,0.516638,0.00256338,-0.00284273,0.673625,0.739063
1568115208.901578000,13.9135,-1.75822,0.518736,0.00389441,-0.00211534,0.668607,0.743603
1568115209.102009000,13.871,-1.75554,0.511216,0.00363083,0.00078398,0.668092,0.744069
1568115209.302346000,13.7846,-1.74763,0.510084,0.00377292,0.0011973,0.668132,0.744032
1568115209.502717000,13.7044,-1.73282,0.515226,0.00421531,-0.000687466,0.668927,0.743316
1568115209.703147000,13.6383,-1.72041,0.515078,0.00442036,-0.000946235,0.67048,0.741914
1568115209.903617000,13.5538,-1.70961,0.516362,0.00439446,-0.000919764,0.671606,0.740895
1568115210.104055000,13.4796,-1.69632,0.516019,0.0037728,-0.00100634,0.673023,0.739611
1568115210.304355000,13.3957,-1.68722,0.517293,0.00291033,-0.00165881,0.674496,0.738271
1568115210.504753000,13.3386,-1.67709,0.506637,0.00302046,-0.0021078,0.676375,0.736548
1568115210.705059000,13.257,-1.66542,0.511053,0.00234711,-0.00177854,0.677975,0.73508
1568115210.905554000,13.1763,-1.65614,0.513406,0.00195201,-0.00118976,0.679209,0.733941
1568115211.106027000,13.1086,-1.64389,0.510554,0.00175802,-0.00149045,0.680516,0.73273
1568115211.306378000,13.0228,-1.63549,0.512376,0.00191571,-0.00120508,0.681068,0.732217
1568115211.506813000,12.9426,-1.62552,0.511784,0.00170119,-0.00181681,0.68191,0.731431
1568115211.707153000,12.8615,-1.61479,0.510467,0.00076245,-0.000374421,0.682188,0.731176
1568115211.907616000,12.7861,-1.60353,0.508062,0.00081861,-0.000283487,0.682336,0.731038
1568115212.108026000,12.7069,-1.59814,0.49742,6.50522e-05,0.00200919,0.68185,0.731489
1568115212.308405000,12.6328,-1.58393,0.511621,0.00138324,0.000219594,0.680471,0.732773
