Duration,ICPErrorClosestFacetAll,ResidualError,RobustMeanDist,NbPointsRobMeanDist,HaussdorffDist,HaussdorffQuantileDist,ICPErrorClosestFacetRef,selectiveICPOverlap,normalICPOverlap,sizeOfMap
1568115247.177389000,,,,,,,,,,529744
1568115247.377931000,,,,,,,,0.69816,,
1568115247.377931000,,,,,,,,,,531555
1568115247.578235000,,,,,,,,0.698442,,
1568115247.578235000,,,,,,,,,,533307
1568115247.778565000,,,,,,,,0.699869,,
1568115247.778565000,,,,,,,,,,535052
1568115247.978955000,,,,,,,,0.699625,,
1568115247.978955000,,,,,,,,,,536823
1568115248.179379000,,,,,,,,0.698421,,
1568115248.179379000,,,,,,,,,,538621
1568115248.379727000,,,,,,,,0.699245,,
1568115248.379727000,,,,,,,,,,540346
1568115248.580283000,,,,,,,,0.699934,,
1568115248.580283000,,,,,,,,,,542240
1568115248.780625000,,,,,,,,0.69992,,
1568115248.780625000,,,,,,,,,,544028
1568115248.980976000,,,,,,,,0.69989,,
1568115248.980976000,,,,,,,,,,545853
1568115249.181308000,,,,,,,,0.699862,,
1568115249.181308000,,,,,,,,,,547645
1568115249.381729000,,,,,,,,0.699538,,
1568115249.381729000,,,,,,,,,,549546
1568115249.582190000,,,,,,,,0.698803,,
1568115249.582190000,,,,,,,,,,551405
1568115249.782571000,,,,,,,,0.699618,,
1568115249.782571000,,,,,,,,,,553330
1568115249.982986000,,,,,,,,0.699747,,
1568115249.982986000,,,,,,,,,,555188
1568115250.183337000,,,,,,,,0.699366,,
1568115250.183337000,,,,,,,,,,556888
1568115250.383752000,,,,,,,,0.699523,,
1568115250.383752000,,,,,,,,,,558842
1568115250.584160000,,,,,,,,0.699555,,
1568115250.584160000,,,,,,,,,,560870
1568115250.784552000,,,,,,,,0.699707,,
1568115250.784552000,,,,,,,,,,562753
1568115250.984945000,,,,,,,,0.699517,,
1568115250.984945000,,,,,,,,,,564681
1568115251.185372000,,,,,,,,0.699652,,
1568115251.185372000,,,,,,,,,,566447
1568115251.385777000,,,,,,,,0.698892,,
1568115251.385777000,,,,,,,,,,568319
1568115251.586157000,,,,,,,,0.698455,,
1568115251.586157000,,,,,,,,,,570256
1568115251.786490000,,,,,,,,0.699344,,
1568115251.786490000,,,,,,,,,,572049
1568115251.986955000,,,,,,,,0.699142,,
1568115251.986955000,,,,,,,,,,573921
1568115252.187264000,,,,,,,,0.698571,,
1568115252.187264000,,,,,,,,,,575744
1568115252.387599000,,,,,,,,0.699507,,
1568115252.387599000,,,,,,,,,,577930
1568115252.588077000,,,,,,,,0.6984,,
1568115252.588077000,,,,,,,,,,580029
1568115252.788523000,,,,,,,,0.697828,,
1568115252.788523000,,,,,,,,,,582106
1568115252.988913000,,,,,,,,0.698347,,
1568115252.988913000,,,,,,,,,,584145
1568115253.189290000,,,,,,,,0.698542,,
1568115253.189290000,,,,,,,,,,586118
1568115253.389575000,,,,,,,,0.698825,,
1568115253.389575000,,,,,,,,,,588181
1568115253.590056000,,,,,,,,0.698639,,
1568115253.590056000,,,,,,,,,,590278
1568115253.790452000,,,,,,,,0.698019,,
1568115253.790452000,,,,,,,,,,592511
1568115253.990796000,,,,,,,,0.699285,,
1568115253.990796000,,,,,,,,,,594801
1568115254.191256000,,,,,,,,0.699185,,
1568115254.191256000,,,,,,,,,,597059
1568115254.391619000,,,,,,,,0.698262,,
1568115254.391619000,,,,,,,,,,599260
1568115254.592061000,,,,,,,,0.698291,,
1568115254.592061000,,,,,,,,,,601534
1568115254.792405000,,,,,,,,0.69954,,
1568115254.792405000,,,,,,,,,,603798
1568115254.992845000,,,,,,,,0.697571,,
1568115254.992845000,,,,,,,,,,606210
1568115255.193207000,,,,,,,,0.6988,,
1568115255.193207000,,,,,,,,,,608615
1568115255.393624000,,,,,,,,0.699295,,
1568115255.393624000,,,,,,,,,,611020
1568115255.593993000,,,,,,,,0.698976,,
1568115255.593993000,,,,,,,,,,613285
1568115255.794347000,,,,,,,,0.698712,,
1568115255.794347000,,,,,,,,,,615565
1568115255.994794000,,,,,,,,0.698664,,
1568115255.994794000,,,,,,,,,,617765
1568115256.195224000,,,,,,,,0.69726,,
1568115256.195224000,,,,,,,,,,619916
1568115256.395638000,,,,,,,,0.698958,,
1568115256.395638000,,,,,,,,,,622214
1568115256.595980000,,,,,,,,0.696961,,
1568115256.595980000,,,,,,,,,,624297
1568115256.796473000,,,,,,,,0.697966,,
1568115256.796473000,,,,,,,,,,626492
1568115256.996819000,,,,,,,,0.697778,,
1568115256.996819000,,,,,,,,,,628739
1568115257.197138000,,,,,,,,0.698014,,
1568115257.197138000,,,,,,,,,,630964
1568115257.397546000,,,,,,,,0.697825,,
1568115257.397546000,,,,,,,,,,633152
1568115257.597942000,,,,,,,,0.697581,,
1568115257.597942000,,,,,,,,,,635415
1568115257.798339000,,,,,,,,0.698769,,
1568115257.798339000,,,,,,,,,,637562
1568115257.998762000,,,,,,,,0.696672,,
1568115257.998762000,,,,,,,,,,639699
1568115258.199185000,,,,,,,,0.695807,,
1568115258.199185000,,,,,,,,,,641932
1568115258.399508000,,,,,,,,0.695555,,
1568115258.399508000,,,,,,,,,,644060
1568115258.599954000,,,,,,,,0.699597,,
1568115258.599954000,,,,,,,,,,646279
1568115258.800359000,,,,,,,,0.69771,,
1568115258.800359000,,,,,,,,,,648251
1568115259.000712000,,,,,,,,0.699198,,
1568115259.000712000,,,,,,,,,,650271
1568115259.201107000,,,,,,,,0.697672,,
1568115259.201107000,,,,,,,,,,652337
1568115259.401514000,,,,,,,,0.697734,,
1568115259.401514000,,,,,,,,,,654389
1568115259.601922000,,,,,,,,0.698231,,
1568115259.601922000,,,,,,,,,,656500
1568115259.802319000,,,,,,,,0.697026,,
1568115259.802319000,,,,,,,,,,658663
1568115260.002690000,,,,,,,,0.698219,,
1568115260.002690000,,,,,,,,,,660768
1568115260.203104000,,,,,,,,0.699267,,
1568115260.203104000,,,,,,,,,,662949
1568115260.403565000,,,,,,,,0.699263,,
1568115260.403565000,,,,,,,,,,664810
1568115260.603911000,,,,,,,,0.698875,,
1568115260.603911000,,,,,,,,,,666702
1568115260.804308000,,,,,,,,0.698943,,
1568115260.804308000,,,,,,,,,,668734
1568115261.004703000,,,,,,,,0.698684,,
1568115261.004703000,,,,,,,,,,670755
1568115261.205183000,,,,,,,,0.698701,,
1568115261.205183000,,,,,,,,,,672679
1568115261.405601000,,,,,,,,0.697941,,
1568115261.405601000,,,,,,,,,,674650
1568115261.605990000,,,,,,,,0.697223,,
1568115261.605990000,,,,,,,,,,676615
1568115261.806325000,,,,,,,,0.695972,,
1568115261.806325000,,,,,,,,,,678529
1568115262.006778000,,,,,,,,0.6987,,
1568115262.006778000,,,,,,,,,,680331
1568115262.207116000,,,,,,,,0.697667,,
1568115262.207116000,,,,,,,,,,682239
1568115262.407549000,,,,,,,,0.696928,,
1568115262.407549000,,,,,,,,,,684138
1568115262.607947000,,,,,,,,0.698135,,
1568115262.607947000,,,,,,,,,,686070
1568115262.808351000,,,,,,,,0.698062,,
1568115262.808351000,,,,,,,,,,687923
1568115263.008672000,,,,,,,,0.69631,,
1568115263.008672000,,,,,,,,,,689554
1568115263.209133000,,,,,,,,0.69768,,
1568115263.209133000,,,,,,,,,,691342
1568115263.409506000,,,,,,,,0.69913,,
1568115263.409506000,,,,,,,,,,693124
1568115263.609860000,,,,,,,,0.698696,,
1568115263.609860000,,,,,,,,,,694899
1568115263.810322000,,,,,,,,0.697807,,
1568115263.810322000,,,,,,,,,,696631
1568115264.010722000,,,,,,,,0.696862,,
1568115264.010722000,,,,,,,,,,698236
1568115264.211041000,,,,,,,,0.696691,,
1568115264.211041000,,,,,,,,,,700156
1568115264.411555000,,,,,,,,0.696958,,
1568115264.411555000,,,,,,,,,,702059
1568115264.611952000,,,,,,,,0.694827,,
1568115264.611952000,,,,,,,,,,703980
1568115264.812309000,,,,,,,,0.695372,,
1568115264.812309000,,,,,,,,,,706029
1568115265.012722000,,,,,,,,0.695027,,
1568115265.012722000,,,,,,,,,,708097
1568115265.213107000,,,,,,,,0.698263,,
1568115265.213107000,,,,,,,,,,710153
1568115265.413508000,,,,,,,,0.697469,,
1568115265.413508000,,,,,,,,,,712390
1568115265.613934000,,,,,,,,0.697235,,
1568115265.613934000,,,,,,,,,,714338
1568115265.814254000,,,,,,,,0.696812,,
1568115265.814254000,,,,,,,,,,716411
1568115266.014732000,,,,,,,,0.698484,,
1568115266.014732000,,,,,,,,,,718444
1568115266.215207000,,,,,,,,0.698093,,
1568115266.215207000,,,,,,,,,,720512
1568115266.415469000,,,,,,,,0.698379,,
1568115266.415469000,,,,,,,,,,722537
1568115266.615917000,,,,,,,,0.698201,,
1568115266.615917000,,,,,,,,,,724672
1568115266.816258000,,,,,,,,0.697488,,
1568115266.816258000,,,,,,,,,,726907
1568115267.016673000,,,,,,,,0.698335,,
1568115267.016673000,,,,,,,,,,729224
1568115267.217119000,,,,,,,,0.698274,,
1568115267.217119000,,,,,,,,,,731224
1568115267.417610000,,,,,,,,0.698573,,
1568115267.417610000,,,,,,,,,,733170
1568115267.617894000,,,,,,,,0.698698,,
1568115267.617894000,,,,,,,,,,735129
1568115267.818243000,,,,,,,,0.699222,,
1568115267.818243000,,,,,,,,,,737053
1568115268.018695000,,,,,,,,0.698935,,
1568115268.018695000,,,,,,,,,,738903
1568115268.219040000,,,,,,,,0.699269,,
1568115268.219040000,,,,,,,,,,740685
1568115268.419402000,,,,,,,,0.699239,,
1568115268.419402000,,,,,,,,,,742579
1568115268.619840000,,,,,,,,0.699003,,
1568115268.619840000,,,,,,,,,,744354
1568115268.820221000,,,,,,,,0.699292,,
1568115268.820221000,,,,,,,,,,746270
1568115269.020610000,,,,,,,,0.699721,,
1568115269.020610000,,,,,,,,,,747974
1568115269.221085000,,,,,,,,0.697805,,
1568115269.221085000,,,,,,,,,,749564
1568115269.421401000,,,,,,,,0.69823,,
1568115269.421401000,,,,,,,,,,751201
1568115269.621887000,,,,,,,,0.698275,,
1568115269.621887000,,,,,,,,,,752562
1568115269.822238000,,,,,,,,0.69754,,
1568115269.822238000,,,,,,,,,,754107
1568115270.022583000,,,,,,,,0.697052,,
1568115270.022583000,,,,,,,,,,755665
1568115270.222976000,,,,,,,,0.696719,,
1568115270.222976000,,,,,,,,,,757208
1568115270.423358000,,,,,,,,0.696553,,
1568115270.423358000,,,,,,,,,,758621
1568115270.623768000,,,,,,,,0.696465,,
1568115270.623768000,,,,,,,,,,759938
1568115270.824244000,,,,,,,,0.696278,,
1568115270.824244000,,,,,,,,,,761150
1568115271.024611000,,,,,,,,0.697529,,
1568115271.024611000,,,,,,,,,,762272
1568115271.225043000,,,,,,,,0.695143,,
1568115271.225043000,,,,,,,,,,763302
1568115271.425413000,,,,,,,,0.698972,,
1568115271.425413000,,,,,,,,,,764460
1568115271.625822000,,,,,,,,0.696471,,
1568115271.625822000,,,,,,,,,,765529
1568115271.826248000,,,,,,,,0.697362,,
1568115271.826248000,,,,,,,,,,766710
1568115272.026621000,,,,,,,,0.696774,,
1568115272.026621000,,,,,,,,,,767841
1568115272.226998000,,,,,,,,0.697331,,
1568115272.226998000,,,,,,,,,,769100
1568115272.427397000,,,,,,,,0.697458,,
1568115272.427397000,,,,,,,,,,770393
1568115272.627663000,,,,,,,,0.698689,,
1568115272.627663000,,,,,,,,,,771608
1568115272.828015000,,,,,,,,0.696986,,
1568115272.828015000,,,,,,,,,,772701
1568115273.028641000,,,,,,,,0.699731,,
1568115273.028641000,,,,,,,,,,773902
1568115273.228928000,,,,,,,,0.699693,,
1568115273.228928000,,,,,,,,,,775152
1568115273.429399000,,,,,,,,0.698372,,
1568115273.429399000,,,,,,,,,,776578
1568115273.629778000,,,,,,,,0.699454,,
1568115273.629778000,,,,,,,,,,777874
1568115273.830135000,,,,,,,,0.698357,,
1568115273.830135000,,,,,,,,,,779245
1568115274.030548000,,,,,,,,0.699045,,
1568115274.030548000,,,,,,,,,,780528
1568115274.230982000,,,,,,,,0.699867,,
1568115274.230982000,,,,,,,,,,781859
1568115274.431437000,,,,,,,,0.699431,,
1568115274.431437000,,,,,,,,,,783314
1568115274.631751000,,,,,,,,0.698869,,
1568115274.631751000,,,,,,,,,,784666
1568115274.832147000,,,,,,,,0.696998,,
1568115274.832147000,,,,,,,,,,785982
1568115275.032571000,,,,,,,,0.698906,,
1568115275.032571000,,,,,,,,,,787329
1568115275.232961000,,,,,,,,0.69811,,
1568115275.232961000,,,,,,,,,,788690
1568115275.433436000,,,,,,,,0.699546,,
1568115275.433436000,,,,,,,,,,790080
1568115275.633788000,,,,,,,,0.698314,,
1568115275.633788000,,,,,,,,,,791344
1568115275.834125000,,,,,,,,0.698685,,
1568115275.834125000,,,,,,,,,,792764
1568115276.034509000,,,,,,,,0.69839,,
1568115276.034509000,,,,,,,,,,794096
1568115276.234881000,,,,,,,,0.698766,,
1568115276.234881000,,,,,,,,,,795513
1568115276.435328000,,,,,,,,0.698721,,
1568115276.435328000,,,,,,,,,,796836
1568115276.635724000,,,,,,,,0.697715,,
1568115276.635724000,,,,,,,,,,798192
1568115276.836130000,,,,,,,,0.696032,,
1568115276.836130000,,,,,,,,,,799649
1568115277.036546000,,,,,,,,0.698526,,
1568115277.036546000,,,,,,,,,,800964
1568115277.236902000,,,,,,,,0.696819,,
1568115277.236902000,,,,,,,,,,802382
1568115277.437269000,,,,,,,,0.697386,,
1568115277.437269000,,,,,,,,,,803707
1568115277.637701000,,,,,,,,0.698048,,
1568115277.637701000,,,,,,,,,,805028
1568115277.838048000,,,,,,,,0.696716,,
1568115277.838048000,,,,,,,,,,806458
1568115278.038468000,,,,,,,,0.698177,,
1568115278.038468000,,,,,,,,,,807812
1568115278.238867000,,,,,,,,0.699222,,
1568115278.238867000,,,,,,,,,,809062
1568115278.439234000,,,,,,,,0.69926,,
1568115278.439234000,,,,,,,,,,810315
1568115278.639644000,,,,,,,,0.698377,,
1568115278.639644000,,,,,,,,,,811515
1568115278.840079000,,,,,,,,0.698375,,
1568115278.840079000,,,,,,,,,,812670
1568115279.040364000,,,,,,,,0.695535,,
1568115279.040364000,,,,,,,,,,813806
1568115279.240829000,,,,,,,,0.693516,,
1568115279.240829000,,,,,,,,,,815032
1568115279.441231000,,,,,,,,0.693871,,
1568115279.441231000,,,,,,,,,,816073
1568115279.641584000,,,,,,,,0.69784,,
1568115279.641584000,,,,,,,,,,817149
1568115279.841963000,,,,,,,,0.699405,,
1568115279.841963000,,,,,,,,,,818070
1568115280.042393000,,,,,,,,0.699808,,
1568115280.042393000,,,,,,,,,,819035
1568115280.242816000,,,,,,,,0.699547,,
1568115280.242816000,,,,,,,,,,820100
1568115280.443199000,,,,,,,,0.698786,,
1568115280.443199000,,,,,,,,,,821172
1568115280.643605000,,,,,,,,0.698892,,
1568115280.643605000,,,,,,,,,,822275
1568115280.843979000,,,,,,,,0.698458,,
1568115280.843979000,,,,,,,,,,823294
1568115281.044418000,,,,,,,,0.699211,,
1568115281.044418000,,,,,,,,,,824262
1568115281.244795000,,,,,,,,0.69809,,
1568115281.244795000,,,,,,,,,,824970
1568115281.445212000,,,,,,,,0.698717,,
1568115281.445212000,,,,,,,,,,825814
1568115281.645563000,,,,,,,,0.698428,,
1568115281.645563000,,,,,,,,,,826780
1568115281.845984000,,,,,,,,0.697316,,
1568115281.845984000,,,,,,,,,,828016
1568115282.046351000,,,,,,,,0.697811,,
1568115282.046351000,,,,,,,,,,829292
1568115282.247397000,,,,,,,,0.697424,,
1568115282.247397000,,,,,,,,,,830600
1568115282.447137000,,,,,,,,0.696913,,
1568115282.447137000,,,,,,,,,,831922
1568115282.647533000,,,,,,,,0.694092,,
1568115282.647533000,,,,,,,,,,833253
1568115282.847935000,,,,,,,,0.69431,,
1568115282.847935000,,,,,,,,,,834500
1568115283.048305000,,,,,,,,0.696021,,
1568115283.048305000,,,,,,,,,,835734
1568115283.248703000,,,,,,,,0.698506,,
1568115283.248703000,,,,,,,,,,836917
1568115283.449105000,,,,,,,,0.699395,,
1568115283.449105000,,,,,,,,,,838082
1568115283.649527000,,,,,,,,0.699666,,
1568115283.649527000,,,,,,,,,,839518
1568115283.849909000,,,,,,,,0.698457,,
1568115283.849909000,,,,,,,,,,840717
1568115284.050290000,,,,,,,,0.698755,,
1568115284.050290000,,,,,,,,,,842154
1568115284.250711000,,,,,,,,0.699231,,
1568115284.250711000,,,,,,,,,,843378
1568115284.451088000,,,,,,,,0.699082,,
1568115284.451088000,,,,,,,,,,844768
1568115284.651510000,,,,,,,,0.699578,,
1568115284.651510000,,,,,,,,,,846038
1568115284.851894000,,,,,,,,0.699576,,
1568115284.851894000,,,,,,,,,,847277
1568115285.052343000,,,,,,,,0.69772,,
1568115285.052343000,,,,,,,,,,848670
1568115285.252696000,,,,,,,,0.698823,,
1568115285.252696000,,,,,,,,,,849926
1568115285.453065000,,,,,,,,0.697965,,
1568115285.453065000,,,,,,,,,,851396
1568115285.653572000,,,,,,,,0.699207,,
1568115285.653572000,,,,,,,,,,852811
1568115285.853931000,,,,,,,,0.696142,,
1568115285.853931000,,,,,,,,,,854289
1568115286.054370000,,,,,,,,0.698882,,
1568115286.054370000,,,,,,,,,,855797
1568115286.254794000,,,,,,,,0.698021,,
1568115286.254794000,,,,,,,,,,857281
1568115286.455110000,,,,,,,,0.699738,,
1568115286.455110000,,,,,,,,,,858761
1568115286.655543000,,,,,,,,0.698563,,
1568115286.655543000,,,,,,,,,,860146
1568115286.855942000,,,,,,,,0.697675,,
1568115286.855942000,,,,,,,,,,861508
1568115287.056385000,,,,,,,,0.698652,,
1568115287.056385000,,,,,,,,,,862730
1568115287.256714000,,,,,,,,0.698838,,
1568115287.256714000,,,,,,,,,,864057
1568115287.457168000,,,,,,,,0.699479,,
1568115287.457168000,,,,,,,,,,865445
1568115287.657538000,,,,,,,,0.697515,,
1568115287.657538000,,,,,,,,,,866904
1568115287.857863000,,,,,,,,0.697708,,
1568115287.857863000,,,,,,,,,,868238
1568115288.058273000,,,,,,,,0.698777,,
1568115288.058273000,,,,,,,,,,869800
1568115288.258706000,,,,,,,,0.698377,,
1568115288.258706000,,,,,,,,,,871213
1568115288.459111000,,,,,,,,0.698718,,
1568115288.459111000,,,,,,,,,,872708
1568115288.659490000,,,,,,,,0.698952,,
1568115288.659490000,,,,,,,,,,874136
1568115288.859908000,,,,,,,,0.698164,,
1568115288.859908000,,,,,,,,,,875633
1568115289.060332000,,,,,,,,0.696579,,
1568115289.060332000,,,,,,,,,,877075
1568115289.260663000,,,,,,,,0.69723,,
1568115289.260663000,,,,,,,,,,878348
1568115289.461125000,,,,,,,,0.696143,,
1568115289.461125000,,,,,,,,,,879947
1568115289.661554000,,,,,,,,0.694791,,
1568115289.661554000,,,,,,,,,,881391
1568115289.861931000,,,,,,,,0.697516,,
1568115289.861931000,,,,,,,,,,882676
1568115290.062311000,,,,,,,,0.697663,,
1568115290.062311000,,,,,,,,,,884049
1568115290.262681000,,,,,,,,0.699208,,
1568115290.262681000,,,,,,,,,,885448
1568115290.463118000,,,,,,,,0.698111,,
1568115290.463118000,,,,,,,,,,886894
1568115290.663498000,,,,,,,,0.697526,,
1568115290.663498000,,,,,,,,,,888307
1568115290.863905000,,,,,,,,0.69461,,
1568115290.863905000,,,,,,,,,,889741
1568115291.064247000,,,,,,,,0.695605,,
1568115291.064247000,,,,,,,,,,891054
1568115291.264682000,,,,,,,,0.695287,,
1568115291.264682000,,,,,,,,,,892431
1568115291.465116000,,,,,,,,0.697926,,
1568115291.465116000,,,,,,,,,,894007
1568115291.665452000,,,,,,,,0.698155,,
1568115291.665452000,,,,,,,,,,895425
1568115291.865902000,,,,,,,,0.69649,,
1568115291.865902000,,,,,,,,,,896793
1568115292.066224000,,,,,,,,0.696442,,
1568115292.066224000,,,,,,,,,,898267
1568115292.266610000,,,,,,,,0.696725,,
1568115292.266610000,,,,,,,,,,899570
1568115292.467057000,,,,,,,,0.697013,,
1568115292.467057000,,,,,,,,,,900920
1568115292.667467000,,,,,,,,0.697226,,
1568115292.667467000,,,,,,,,,,902326
1568115292.867945000,,,,,,,,0.698527,,
1568115292.867945000,,,,,,,,,,903658
1568115293.068141000,,,,,,,,0.698127,,
1568115293.068141000,,,,,,,,,,905103
1568115293.268616000,,,,,,,,0.698492,,
1568115293.268616000,,,,,,,,,,906535
1568115293.469040000,,,,,,,,0.697778,,
1568115293.469040000,,,,,,,,,,907961
1568115293.669475000,,,,,,,,0.697505,,
1568115293.669475000,,,,,,,,,,909496
1568115293.869921000,,,,,,,,0.69663,,
1568115293.869921000,,,,,,,,,,910969
1568115294.070216000,,,,,,,,0.696518,,
1568115294.070216000,,,,,,,,,,912455
1568115294.270590000,,,,,,,,0.69704,,
1568115294.270590000,,,,,,,,,,913921
1568115294.471092000,,,,,,,,0.698304,,
1568115294.471092000,,,,,,,,,,915664
1568115294.671403000,,,,,,,,0.698056,,
1568115294.671403000,,,,,,,,,,917446
1568115294.871784000,,,,,,,,0.698046,,
1568115294.871784000,,,,,,,,,,919070
1568115295.072181000,,,,,,,,0.697105,,
1568115295.072181000,,,,,,,,,,920722
1568115295.272637000,,,,,,,,0.69786,,
1568115295.272637000,,,,,,,,,,922312
1568115295.472971000,,,,,,,,0.696789,,
1568115295.472971000,,,,,,,,,,923928
1568115295.673339000,,,,,,,,0.699037,,
1568115295.673339000,,,,,,,,,,925584
1568115295.873850000,,,,,,,,0.699092,,
1568115295.873850000,,,,,,,,,,927359
1568115296.074134000,,,,,,,,0.697524,,
1568115296.074134000,,,,,,,,,,929277
1568115296.274552000,,,,,,,,0.695659,,
1568115296.274552000,,,,,,,,,,931229
1568115296.474976000,,,,,,,,0.699224,,
1568115296.474976000,,,,,,,,,,933266
1568115296.675480000,,,,,,,,0.69883,,
1568115296.675480000,,,,,,,,,,935322
1568115296.875833000,,,,,,,,0.699381,,
1568115296.875833000,,,,,,,,,,937265
1568115297.076210000,,,,,,,,0.699012,,
1568115297.076210000,,,,,,,,,,939325
1568115297.276644000,,,,,,,,0.698828,,
1568115297.276644000,,,,,,,,,,941439
1568115297.476990000,,,,,,,,0.698776,,
1568115297.476990000,,,,,,,,,,943632
1568115297.677497000,,,,,,,,0.697505,,
1568115297.677497000,,,,,,,,,,945821
1568115297.877887000,,,,,,,,0.698854,,
1568115297.877887000,,,,,,,,,,947941
1568115298.078165000,,,,,,,,0.698919,,
1568115298.078165000,,,,,,,,,,950093
1568115298.278577000,,,,,,,,0.695992,,
1568115298.278577000,,,,,,,,,,952331
1568115298.478973000,,,,,,,,0.698057,,
1568115298.478973000,,,,,,,,,,954336
1568115298.679349000,,,,,,,,0.69662,,
1568115298.679349000,,,,,,,,,,956555
1568115298.879690000,,,,,,,,0.699101,,
1568115298.879690000,,,,,,,,,,958858
1568115299.080182000,,,,,,,,0.696007,,
1568115299.080182000,,,,,,,,,,961002
1568115299.280597000,,,,,,,,0.698978,,
1568115299.280597000,,,,,,,,,,963257
1568115299.480926000,,,,,,,,0.698986,,
1568115299.480926000,,,,,,,,,,965480
1568115299.681367000,,,,,,,,0.69755,,
1568115299.681367000,,,,,,,,,,967393
1568115299.881769000,,,,,,,,0.699259,,
1568115299.881769000,,,,,,,,,,969431
1568115300.082133000,,,,,,,,0.696934,,
1568115300.082133000,,,,,,,,,,971657
1568115300.282538000,,,,,,,,0.698517,,
1568115300.282538000,,,,,,,,,,973541
1568115300.482933000,,,,,,,,0.698153,,
1568115300.482933000,,,,,,,,,,975409
1568115300.683269000,,,,,,,,0.699487,,
1568115300.683269000,,,,,,,,,,977185
1568115300.883676000,,,,,,,,0.698474,,
1568115300.883676000,,,,,,,,,,979069
1568115301.084115000,,,,,,,,0.698831,,
1568115301.084115000,,,,,,,,,,980867
1568115301.284470000,,,,,,,,0.698525,,
1568115301.284470000,,,,,,,,,,982765
1568115301.484908000,,,,,,,,0.698478,,
1568115301.484908000,,,,,,,,,,984674
1568115301.685267000,,,,,,,,0.69863,,
1568115301.685267000,,,,,,,,,,986654
1568115301.885740000,,,,,,,,0.69837,,
1568115301.885740000,,,,,,,,,,988620
1568115302.086090000,,,,,,,,0.698905,,
1568115302.086090000,,,,,,,,,,990697
1568115302.286502000,,,,,,,,0.697136,,
1568115302.286502000,,,,,,,,,,992737
1568115302.486871000,,,,,,,,0.696817,,
1568115302.486871000,,,,,,,,,,994838
1568115302.687282000,,,,,,,,0.697156,,
1568115302.687282000,,,,,,,,,,996936
1568115302.887609000,,,,,,,,0.695701,,
1568115302.887609000,,,,,,,,,,999239
1568115303.087991000,,,,,,,,0.698352,,
1568115303.087991000,,,,,,,,,,1001403
1568115303.288430000,,,,,,,,0.697644,,
1568115303.288430000,,,,,,,,,,1003585
1568115303.488840000,,,,,,,,0.699231,,
1568115303.488840000,,,,,,,,,,1005616
1568115303.689201000,,,,,,,,0.696559,,
1568115303.689201000,,,,,,,,,,1007837
1568115303.889623000,,,,,,,,0.698846,,
1568115303.889623000,,,,,,,,,,1010051
1568115304.090015000,,,,,,,,0.697403,,
1568115304.090015000,,,,,,,,,,1012133
1568115304.290388000,,,,,,,,0.699597,,
1568115304.290388000,,,,,,,,,,1014231
1568115304.490791000,,,,,,,,0.698464,,
1568115304.490791000,,,,,,,,,,1016359
1568115304.691195000,,,,,,,,0.698955,,
1568115304.691195000,,,,,,,,,,1018518
1568115304.891598000,,,,,,,,0.699491,,
1568115304.891598000,,,,,,,,,,1020689
1568115305.091990000,,,,,,,,0.699135,,
1568115305.091990000,,,,,,,,,,1022990
1568115305.292412000,,,,,,,,0.699535,,
1568115305.292412000,,,,,,,,,,1025322
1568115305.492784000,,,,,,,,0.695712,,
1568115305.492784000,,,,,,,,,,1027497
1568115305.693167000,,,,,,,,0.699236,,
1568115305.693167000,,,,,,,,,,1029775
1568115305.893556000,,,,,,,,0.697832,,
1568115305.893556000,,,,,,,,,,1032087
1568115306.093993000,,,,,,,,0.69572,,
1568115306.093993000,,,,,,,,,,1034429
1568115306.294417000,,,,,,,,0.697632,,
1568115306.294417000,,,,,,,,,,1036679
1568115306.494813000,,,,,,,,0.698159,,
1568115306.494813000,,,,,,,,,,1039033
1568115306.695109000,,,,,,,,0.698121,,
1568115306.695109000,,,,,,,,,,1041314
1568115306.895520000,,,,,,,,0.697102,,
1568115306.895520000,,,,,,,,,,1043655
1568115307.096837000,,,,,,,,0.699329,,
1568115307.096837000,,,,,,,,,,1045954
1568115307.296322000,,,,,,,,0.698339,,
1568115307.296322000,,,,,,,,,,1048170
1568115307.496742000,,,,,,,,0.697725,,
1568115307.496742000,,,,,,,,,,1050422
1568115307.697124000,,,,,,,,0.698332,,
1568115307.697124000,,,,,,,,,,1052747
1568115307.897514000,,,,,,,,0.697665,,
1568115307.897514000,,,,,,,,,,1054980
1568115308.097893000,,,,,,,,0.698956,,
1568115308.097893000,,,,,,,,,,1056969
1568115308.298326000,,,,,,,,0.699706,,
1568115308.298326000,,,,,,,,,,1059224
1568115308.498672000,,,,,,,,0.699484,,
1568115308.498672000,,,,,,,,,,1061336
1568115308.699083000,,,,,,,,0.699655,,
1568115308.699083000,,,,,,,,,,1063394
1568115308.899503000,,,,,,,,0.69832,,
1568115308.899503000,,,,,,,,,,1065559
1568115309.099926000,,,,,,,,0.698528,,
1568115309.099926000,,,,,,,,,,1067672
1568115309.300298000,,,,,,,,0.69925,,
1568115309.300298000,,,,,,,,,,1069690
1568115309.500759000,,,,,,,,0.698609,,
1568115309.500759000,,,,,,,,,,1071783
1568115309.701094000,,,,,,,,0.698998,,
1568115309.701094000,,,,,,,,,,1073934
1568115309.901481000,,,,,,,,0.699545,,
1568115309.901481000,,,,,,,,,,1076169
1568115310.101903000,,,,,,,,0.69971,,
1568115310.101903000,,,,,,,,,,1078188
