Duration,ICPErrorClosestFacetAll,ResidualError,RobustMeanDist,NbPointsRobMeanDist,HaussdorffDist,HaussdorffQuantileDist,ICPErrorClosestFacetRef,selectiveICPOverlap,normalICPOverlap,sizeOfMap
1568115193.871850000,,,,,,,,,,93628
1568115194.072271000,,,,,,,,0.698012,,
1568115194.072271000,,,,,,,,,,95874
1568115194.272664000,,,,,,,,0.6979,,
1568115194.272664000,,,,,,,,,,98006
1568115194.473032000,,,,,,,,0.698208,,
1568115194.473032000,,,,,,,,,,100232
1568115194.673442000,,,,,,,,0.698651,,
1568115194.673442000,,,,,,,,,,102410
1568115194.873824000,,,,,,,,0.698402,,
1568115194.873824000,,,,,,,,,,104851
1568115195.074178000,,,,,,,,0.69868,,
1568115195.074178000,,,,,,,,,,107103
1568115195.274664000,,,,,,,,0.698609,,
1568115195.274664000,,,,,,,,,,109361
1568115195.475029000,,,,,,,,0.699011,,
1568115195.475029000,,,,,,,,,,111741
1568115195.675436000,,,,,,,,0.698534,,
1568115195.675436000,,,,,,,,,,113804
1568115195.875793000,,,,,,,,0.698735,,
1568115195.875793000,,,,,,,,,,116306
1568115196.076275000,,,,,,,,0.698088,,
1568115196.076275000,,,,,,,,,,118489
1568115196.276636000,,,,,,,,0.69852,,
1568115196.276636000,,,,,,,,,,120800
1568115196.477071000,,,,,,,,0.698339,,
1568115196.477071000,,,,,,,,,,122987
1568115196.677525000,,,,,,,,0.698604,,
1568115196.677525000,,,,,,,,,,125259
1568115196.877936000,,,,,,,,0.69825,,
1568115196.877936000,,,,,,,,,,127581
1568115197.078188000,,,,,,,,0.697457,,
1568115197.078188000,,,,,,,,,,129925
1568115197.278616000,,,,,,,,0.698323,,
1568115197.278616000,,,,,,,,,,132200
1568115197.479156000,,,,,,,,0.69823,,
1568115197.479156000,,,,,,,,,,134492
1568115197.679431000,,,,,,,,0.698536,,
1568115197.679431000,,,,,,,,,,136758
1568115197.879844000,,,,,,,,0.699029,,
1568115197.879844000,,,,,,,,,,139119
1568115198.080189000,,,,,,,,0.698646,,
1568115198.080189000,,,,,,,,,,141355
1568115198.280649000,,,,,,,,0.698564,,
1568115198.280649000,,,,,,,,,,143662
1568115198.481027000,,,,,,,,0.698398,,
1568115198.481027000,,,,,,,,,,145917
1568115198.681407000,,,,,,,,0.698132,,
1568115198.681407000,,,,,,,,,,148147
1568115198.881891000,,,,,,,,0.698657,,
1568115198.881891000,,,,,,,,,,150531
1568115199.082199000,,,,,,,,0.698454,,
1568115199.082199000,,,,,,,,,,152811
1568115199.282577000,,,,,,,,0.698714,,
1568115199.282577000,,,,,,,,,,155103
1568115199.483020000,,,,,,,,0.698807,,
1568115199.483020000,,,,,,,,,,157445
1568115199.683453000,,,,,,,,0.698763,,
1568115199.683453000,,,,,,,,,,159612
1568115199.883771000,,,,,,,,0.698894,,
1568115199.883771000,,,,,,,,,,161893
1568115200.084312000,,,,,,,,0.698219,,
1568115200.084312000,,,,,,,,,,164054
1568115200.284686000,,,,,,,,0.698696,,
1568115200.284686000,,,,,,,,,,166415
1568115200.484970000,,,,,,,,0.698119,,
1568115200.484970000,,,,,,,,,,168683
1568115200.685373000,,,,,,,,0.698629,,
1568115200.685373000,,,,,,,,,,171030
1568115200.885925000,,,,,,,,0.698765,,
1568115200.885925000,,,,,,,,,,173199
1568115201.086179000,,,,,,,,0.698388,,
1568115201.086179000,,,,,,,,,,175462
1568115201.286595000,,,,,,,,0.698573,,
1568115201.286595000,,,,,,,,,,177626
1568115201.687349000,,,,,,,,0.698582,,
1568115201.687349000,,,,,,,,,,179753
1568115201.887712000,,,,,,,,0.697344,,
1568115201.887712000,,,,,,,,,,182084
1568115202.288569000,,,,,,,,0.697496,,
1568115202.288569000,,,,,,,,,,184415
1568115202.689277000,,,,,,,,0.69878,,
1568115202.689277000,,,,,,,,,,186933
1568115203.090035000,,,,,,,,0.697725,,
1568115203.090035000,,,,,,,,,,189130
1568115203.490890000,,,,,,,,0.698197,,
1568115203.490890000,,,,,,,,,,191433
1568115203.691323000,,,,,,,,0.698555,,
1568115203.691323000,,,,,,,,,,193764
1568115203.891690000,,,,,,,,0.697696,,
1568115203.891690000,,,,,,,,,,195951
1568115204.092104000,,,,,,,,0.698647,,
1568115204.092104000,,,,,,,,,,198248
1568115204.492859000,,,,,,,,0.698168,,
1568115204.492859000,,,,,,,,,,200384
1568115204.693206000,,,,,,,,0.697872,,
1568115204.693206000,,,,,,,,,,202638
1568115204.893639000,,,,,,,,0.698547,,
1568115204.893639000,,,,,,,,,,204817
1568115205.094058000,,,,,,,,0.698093,,
1568115205.094058000,,,,,,,,,,207064
1568115205.294439000,,,,,,,,0.698319,,
1568115205.294439000,,,,,,,,,,209204
1568115205.494796000,,,,,,,,0.697857,,
1568115205.494796000,,,,,,,,,,211449
1568115205.695256000,,,,,,,,0.69908,,
1568115205.695256000,,,,,,,,,,213614
1568115205.895691000,,,,,,,,0.699482,,
1568115205.895691000,,,,,,,,,,215953
1568115206.096037000,,,,,,,,0.699521,,
1568115206.096037000,,,,,,,,,,218154
1568115206.296398000,,,,,,,,0.699118,,
1568115206.296398000,,,,,,,,,,220243
1568115206.496891000,,,,,,,,0.699564,,
1568115206.496891000,,,,,,,,,,222418
1568115206.697183000,,,,,,,,0.699664,,
1568115206.697183000,,,,,,,,,,224746
1568115206.897675000,,,,,,,,0.698336,,
1568115206.897675000,,,,,,,,,,227067
1568115207.098067000,,,,,,,,0.698657,,
1568115207.098067000,,,,,,,,,,229172
1568115207.298727000,,,,,,,,0.699507,,
1568115207.298727000,,,,,,,,,,231376
1568115207.498764000,,,,,,,,0.699589,,
1568115207.498764000,,,,,,,,,,233601
1568115207.699186000,,,,,,,,0.699647,,
1568115207.699186000,,,,,,,,,,235767
1568115207.899560000,,,,,,,,0.699761,,
1568115207.899560000,,,,,,,,,,237693
1568115208.099942000,,,,,,,,0.699913,,
1568115208.099942000,,,,,,,,,,239774
1568115208.300398000,,,,,,,,0.699399,,
1568115208.300398000,,,,,,,,,,241756
1568115208.500766000,,,,,,,,0.699729,,
1568115208.500766000,,,,,,,,,,243758
1568115208.701154000,,,,,,,,0.699887,,
1568115208.701154000,,,,,,,,,,245849
1568115208.901578000,,,,,,,,0.69966,,
1568115208.901578000,,,,,,,,,,247829
1568115209.102009000,,,,,,,,0.699802,,
1568115209.102009000,,,,,,,,,,249755
1568115209.302346000,,,,,,,,0.699531,,
1568115209.302346000,,,,,,,,,,251557
1568115209.502717000,,,,,,,,0.699532,,
1568115209.502717000,,,,,,,,,,253583
1568115209.703147000,,,,,,,,0.699369,,
1568115209.703147000,,,,,,,,,,255335
1568115209.903617000,,,,,,,,0.698992,,
1568115209.903617000,,,,,,,,,,257196
1568115210.104055000,,,,,,,,0.699334,,
1568115210.104055000,,,,,,,,,,259020
1568115210.304355000,,,,,,,,0.699395,,
1568115210.304355000,,,,,,,,,,261069
1568115210.504753000,,,,,,,,0.699701,,
1568115210.504753000,,,,,,,,,,262919
1568115210.705059000,,,,,,,,0.699066,,
1568115210.705059000,,,,,,,,,,264899
1568115210.905554000,,,,,,,,0.698865,,
1568115210.905554000,,,,,,,,,,266925
1568115211.106027000,,,,,,,,0.699577,,
1568115211.106027000,,,,,,,,,,268847
1568115211.306378000,,,,,,,,0.699531,,
1568115211.306378000,,,,,,,,,,270779
1568115211.506813000,,,,,,,,0.698672,,
1568115211.506813000,,,,,,,,,,272770
1568115211.707153000,,,,,,,,0.69939,,
1568115211.707153000,,,,,,,,,,274753
1568115211.907616000,,,,,,,,0.69938,,
1568115211.907616000,,,,,,,,,,276838
1568115212.108026000,,,,,,,,0.699121,,
1568115212.108026000,,,,,,,,,,279068
1568115212.308405000,,,,,,,,0.699784,,
1568115212.308405000,,,,,,,,,,281023
1568115212.508735000,,,,,,,,0.699927,,
1568115212.508735000,,,,,,,,,,283078
1568115212.709212000,,,,,,,,0.699691,,
1568115212.709212000,,,,,,,,,,285138
1568115212.909558000,,,,,,,,0.699328,,
1568115212.909558000,,,,,,,,,,287082
1568115213.109979000,,,,,,,,0.698982,,
1568115213.109979000,,,,,,,,,,288901
1568115213.310384000,,,,,,,,0.698598,,
1568115213.310384000,,,,,,,,,,290760
1568115213.510769000,,,,,,,,0.698694,,
1568115213.510769000,,,,,,,,,,292736
1568115213.711167000,,,,,,,,0.69856,,
1568115213.711167000,,,,,,,,,,294729
1568115213.911531000,,,,,,,,0.699506,,
1568115213.911531000,,,,,,,,,,296902
1568115214.111979000,,,,,,,,0.699886,,
1568115214.111979000,,,,,,,,,,298816
1568115214.312370000,,,,,,,,0.699056,,
1568115214.312370000,,,,,,,,,,300907
1568115214.512718000,,,,,,,,0.699823,,
1568115214.512718000,,,,,,,,,,302911
1568115214.713169000,,,,,,,,0.69745,,
1568115214.713169000,,,,,,,,,,304845
1568115214.913593000,,,,,,,,0.69767,,
1568115214.913593000,,,,,,,,,,306627
1568115215.113929000,,,,,,,,0.697187,,
1568115215.113929000,,,,,,,,,,308529
1568115215.314357000,,,,,,,,0.697726,,
1568115215.314357000,,,,,,,,,,310408
1568115215.514769000,,,,,,,,0.697409,,
1568115215.514769000,,,,,,,,,,312361
1568115215.715172000,,,,,,,,0.697244,,
1568115215.715172000,,,,,,,,,,314162
1568115215.915492000,,,,,,,,0.69631,,
1568115215.915492000,,,,,,,,,,316062
1568115216.115951000,,,,,,,,0.696624,,
1568115216.115951000,,,,,,,,,,317698
1568115216.316527000,,,,,,,,0.695747,,
1568115216.316527000,,,,,,,,,,319525
1568115216.516748000,,,,,,,,0.699511,,
1568115216.516748000,,,,,,,,,,321067
1568115216.717092000,,,,,,,,0.699456,,
1568115216.717092000,,,,,,,,,,322734
1568115216.917550000,,,,,,,,0.699587,,
1568115216.917550000,,,,,,,,,,324326
1568115217.117889000,,,,,,,,0.699862,,
1568115217.117889000,,,,,,,,,,325911
1568115217.318323000,,,,,,,,0.69971,,
1568115217.318323000,,,,,,,,,,327465
1568115217.518722000,,,,,,,,0.69948,,
1568115217.518722000,,,,,,,,,,329134
1568115217.719055000,,,,,,,,0.699625,,
1568115217.719055000,,,,,,,,,,330541
1568115217.919557000,,,,,,,,0.699333,,
1568115217.919557000,,,,,,,,,,332060
1568115218.119907000,,,,,,,,0.699127,,
1568115218.119907000,,,,,,,,,,333588
1568115218.320315000,,,,,,,,0.699247,,
1568115218.320315000,,,,,,,,,,335151
1568115218.520740000,,,,,,,,0.699592,,
1568115218.520740000,,,,,,,,,,336790
1568115218.721113000,,,,,,,,0.699779,,
1568115218.721113000,,,,,,,,,,338258
1568115218.921461000,,,,,,,,0.699829,,
1568115218.921461000,,,,,,,,,,339940
1568115219.121827000,,,,,,,,0.699476,,
1568115219.121827000,,,,,,,,,,341409
1568115219.322239000,,,,,,,,0.699483,,
1568115219.322239000,,,,,,,,,,342913
1568115219.522622000,,,,,,,,0.698615,,
1568115219.522622000,,,,,,,,,,344205
1568115219.722999000,,,,,,,,0.698987,,
1568115219.722999000,,,,,,,,,,345554
1568115219.923387000,,,,,,,,0.699857,,
1568115219.923387000,,,,,,,,,,346970
1568115220.123863000,,,,,,,,0.696306,,
1568115220.123863000,,,,,,,,,,348271
1568115220.324239000,,,,,,,,0.698882,,
1568115220.324239000,,,,,,,,,,349660
1568115220.524652000,,,,,,,,0.693493,,
1568115220.524652000,,,,,,,,,,351264
1568115220.725009000,,,,,,,,0.696746,,
1568115220.725009000,,,,,,,,,,352752
1568115220.925422000,,,,,,,,0.698705,,
1568115220.925422000,,,,,,,,,,354065
1568115221.125858000,,,,,,,,0.694222,,
1568115221.125858000,,,,,,,,,,355341
1568115221.326265000,,,,,,,,0.693119,,
1568115221.326265000,,,,,,,,,,356612
1568115221.526582000,,,,,,,,0.692373,,
1568115221.526582000,,,,,,,,,,358008
1568115221.727088000,,,,,,,,0.694364,,
1568115221.727088000,,,,,,,,,,359402
1568115221.927417000,,,,,,,,0.691965,,
1568115221.927417000,,,,,,,,,,360791
1568115222.127839000,,,,,,,,0.697053,,
1568115222.127839000,,,,,,,,,,362239
1568115222.328262000,,,,,,,,0.698233,,
1568115222.328262000,,,,,,,,,,363601
1568115222.528617000,,,,,,,,0.698143,,
1568115222.528617000,,,,,,,,,,364933
1568115222.729051000,,,,,,,,0.697879,,
1568115222.729051000,,,,,,,,,,366283
1568115222.929458000,,,,,,,,0.69844,,
1568115222.929458000,,,,,,,,,,367395
1568115223.129903000,,,,,,,,0.698951,,
1568115223.129903000,,,,,,,,,,368769
1568115223.330065000,,,,,,,,0.697898,,
1568115223.330065000,,,,,,,,,,370003
1568115223.530594000,,,,,,,,0.697791,,
1568115223.530594000,,,,,,,,,,371272
1568115223.730997000,,,,,,,,0.697965,,
1568115223.730997000,,,,,,,,,,372344
1568115223.931370000,,,,,,,,0.697858,,
1568115223.931370000,,,,,,,,,,373447
1568115224.131751000,,,,,,,,0.697345,,
1568115224.131751000,,,,,,,,,,374555
1568115224.332159000,,,,,,,,0.698107,,
1568115224.332159000,,,,,,,,,,375701
1568115224.532624000,,,,,,,,0.698762,,
1568115224.532624000,,,,,,,,,,376763
1568115224.733001000,,,,,,,,0.698067,,
1568115224.733001000,,,,,,,,,,377804
1568115224.933421000,,,,,,,,0.697921,,
1568115224.933421000,,,,,,,,,,378847
1568115225.133723000,,,,,,,,0.698516,,
1568115225.133723000,,,,,,,,,,379765
1568115225.334171000,,,,,,,,0.697356,,
1568115225.334171000,,,,,,,,,,380859
1568115225.534548000,,,,,,,,0.698507,,
1568115225.534548000,,,,,,,,,,381833
1568115225.734996000,,,,,,,,0.6989,,
1568115225.734996000,,,,,,,,,,382926
1568115225.935331000,,,,,,,,0.697913,,
1568115225.935331000,,,,,,,,,,383923
1568115226.135776000,,,,,,,,0.697628,,
1568115226.135776000,,,,,,,,,,384991
1568115226.336102000,,,,,,,,0.69763,,
1568115226.336102000,,,,,,,,,,385960
1568115226.536597000,,,,,,,,0.699053,,
1568115226.536597000,,,,,,,,,,386916
1568115226.736968000,,,,,,,,0.698821,,
1568115226.736968000,,,,,,,,,,387856
1568115226.937376000,,,,,,,,0.697707,,
1568115226.937376000,,,,,,,,,,388849
1568115227.137758000,,,,,,,,0.698021,,
1568115227.137758000,,,,,,,,,,389897
1568115227.338086000,,,,,,,,0.696315,,
1568115227.338086000,,,,,,,,,,390864
1568115227.538517000,,,,,,,,0.689959,,
1568115227.538517000,,,,,,,,,,391779
1568115227.738874000,,,,,,,,0.693383,,
1568115227.738874000,,,,,,,,,,392557
1568115227.939278000,,,,,,,,0.690104,,
1568115227.939278000,,,,,,,,,,393374
1568115228.139666000,,,,,,,,0.691118,,
1568115228.139666000,,,,,,,,,,394122
1568115228.340126000,,,,,,,,0.690052,,
1568115228.340126000,,,,,,,,,,395071
1568115228.540499000,,,,,,,,0.693856,,
1568115228.540499000,,,,,,,,,,395985
1568115228.740887000,,,,,,,,0.691491,,
1568115228.740887000,,,,,,,,,,396982
1568115228.941244000,,,,,,,,0.692319,,
1568115228.941244000,,,,,,,,,,397913
1568115229.141751000,,,,,,,,0.690366,,
1568115229.141751000,,,,,,,,,,398945
1568115229.342045000,,,,,,,,0.691225,,
1568115229.342045000,,,,,,,,,,400278
1568115229.542429000,,,,,,,,0.695267,,
1568115229.542429000,,,,,,,,,,401450
1568115229.742901000,,,,,,,,0.697039,,
1568115229.742901000,,,,,,,,,,402579
1568115229.943186000,,,,,,,,0.697311,,
1568115229.943186000,,,,,,,,,,403736
1568115230.143615000,,,,,,,,0.696447,,
1568115230.143615000,,,,,,,,,,404804
1568115230.344027000,,,,,,,,0.697579,,
1568115230.344027000,,,,,,,,,,405946
1568115230.544420000,,,,,,,,0.696155,,
1568115230.544420000,,,,,,,,,,407012
1568115230.744810000,,,,,,,,0.696784,,
1568115230.744810000,,,,,,,,,,408151
1568115230.945190000,,,,,,,,0.69784,,
1568115230.945190000,,,,,,,,,,409410
1568115231.145567000,,,,,,,,0.698488,,
1568115231.145567000,,,,,,,,,,410687
1568115231.345974000,,,,,,,,0.699557,,
1568115231.345974000,,,,,,,,,,411810
1568115231.546405000,,,,,,,,0.698467,,
1568115231.546405000,,,,,,,,,,412998
1568115231.746795000,,,,,,,,0.699875,,
1568115231.746795000,,,,,,,,,,414133
1568115231.947237000,,,,,,,,0.699968,,
1568115231.947237000,,,,,,,,,,415259
1568115232.147613000,,,,,,,,0.699909,,
1568115232.147613000,,,,,,,,,,416337
1568115232.347997000,,,,,,,,0.699886,,
1568115232.347997000,,,,,,,,,,417619
1568115232.548363000,,,,,,,,0.699845,,
1568115232.548363000,,,,,,,,,,418743
1568115232.748761000,,,,,,,,0.699762,,
1568115232.748761000,,,,,,,,,,420025
1568115232.949224000,,,,,,,,0.69993,,
1568115232.949224000,,,,,,,,,,421315
1568115233.149577000,,,,,,,,0.699881,,
1568115233.149577000,,,,,,,,,,422520
1568115233.349990000,,,,,,,,0.699846,,
1568115233.349990000,,,,,,,,,,423774
1568115233.550351000,,,,,,,,0.699871,,
1568115233.550351000,,,,,,,,,,424967
1568115233.750763000,,,,,,,,0.698922,,
1568115233.750763000,,,,,,,,,,426211
1568115233.951127000,,,,,,,,0.698622,,
1568115233.951127000,,,,,,,,,,427540
1568115234.151549000,,,,,,,,0.698964,,
1568115234.151549000,,,,,,,,,,428734
1568115234.351918000,,,,,,,,0.698464,,
1568115234.351918000,,,,,,,,,,430050
1568115234.552351000,,,,,,,,0.698631,,
1568115234.552351000,,,,,,,,,,431212
1568115234.752755000,,,,,,,,0.699083,,
1568115234.752755000,,,,,,,,,,432318
1568115234.953198000,,,,,,,,0.698984,,
1568115234.953198000,,,,,,,,,,433505
1568115235.153549000,,,,,,,,0.699623,,
1568115235.153549000,,,,,,,,,,434632
1568115235.353958000,,,,,,,,0.699875,,
1568115235.353958000,,,,,,,,,,435855
1568115235.554286000,,,,,,,,0.699916,,
1568115235.554286000,,,,,,,,,,437045
1568115235.754691000,,,,,,,,0.699308,,
1568115235.754691000,,,,,,,,,,438294
1568115235.955080000,,,,,,,,0.699618,,
1568115235.955080000,,,,,,,,,,439422
1568115236.155491000,,,,,,,,0.698116,,
1568115236.155491000,,,,,,,,,,440726
1568115236.355925000,,,,,,,,0.697684,,
1568115236.355925000,,,,,,,,,,441963
1568115236.556291000,,,,,,,,0.693817,,
1568115236.556291000,,,,,,,,,,443121
1568115236.756770000,,,,,,,,0.696407,,
1568115236.756770000,,,,,,,,,,444478
1568115236.957169000,,,,,,,,0.692704,,
1568115236.957169000,,,,,,,,,,445789
1568115237.157542000,,,,,,,,0.69327,,
1568115237.157542000,,,,,,,,,,447148
1568115237.357975000,,,,,,,,0.693838,,
1568115237.357975000,,,,,,,,,,448452
1568115237.558255000,,,,,,,,0.695433,,
1568115237.558255000,,,,,,,,,,449763
1568115237.758697000,,,,,,,,0.695643,,
1568115237.758697000,,,,,,,,,,451115
1568115237.959199000,,,,,,,,0.695522,,
1568115237.959199000,,,,,,,,,,452635
1568115238.159563000,,,,,,,,0.696276,,
1568115238.159563000,,,,,,,,,,454090
1568115238.359916000,,,,,,,,0.695088,,
1568115238.359916000,,,,,,,,,,455563
1568115238.560335000,,,,,,,,0.695037,,
1568115238.560335000,,,,,,,,,,456863
1568115238.760756000,,,,,,,,0.696026,,
1568115238.760756000,,,,,,,,,,458345
1568115238.961123000,,,,,,,,0.69523,,
1568115238.961123000,,,,,,,,,,459719
1568115239.161503000,,,,,,,,0.696687,,
1568115239.161503000,,,,,,,,,,461053
1568115239.361904000,,,,,,,,0.692392,,
1568115239.361904000,,,,,,,,,,462530
1568115239.562274000,,,,,,,,0.698456,,
1568115239.562274000,,,,,,,,,,463790
1568115239.762744000,,,,,,,,0.698577,,
1568115239.762744000,,,,,,,,,,465060
1568115239.963194000,,,,,,,,0.694236,,
1568115239.963194000,,,,,,,,,,466526
1568115240.163589000,,,,,,,,0.698201,,
1568115240.163589000,,,,,,,,,,467991
1568115240.363899000,,,,,,,,0.697593,,
1568115240.363899000,,,,,,,,,,469327
1568115240.564323000,,,,,,,,0.698474,,
1568115240.564323000,,,,,,,,,,470763
1568115240.764688000,,,,,,,,0.699647,,
1568115240.764688000,,,,,,,,,,472318
1568115240.965113000,,,,,,,,0.69908,,
1568115240.965113000,,,,,,,,,,473809
1568115241.165524000,,,,,,,,0.698979,,
1568115241.165524000,,,,,,,,,,475414
1568115241.365944000,,,,,,,,0.699405,,
1568115241.365944000,,,,,,,,,,477239
1568115241.566229000,,,,,,,,0.698503,,
1568115241.566229000,,,,,,,,,,479152
1568115241.766605000,,,,,,,,0.699278,,
1568115241.766605000,,,,,,,,,,480812
1568115241.967030000,,,,,,,,0.69932,,
1568115241.967030000,,,,,,,,,,482531
1568115242.167425000,,,,,,,,0.699612,,
1568115242.167425000,,,,,,,,,,484193
1568115242.367878000,,,,,,,,0.699809,,
1568115242.367878000,,,,,,,,,,485716
1568115242.568249000,,,,,,,,0.697367,,
1568115242.568249000,,,,,,,,,,487329
1568115242.768690000,,,,,,,,0.697743,,
1568115242.768690000,,,,,,,,,,489051
1568115242.969083000,,,,,,,,0.697729,,
1568115242.969083000,,,,,,,,,,490594
1568115243.169410000,,,,,,,,0.697529,,
1568115243.169410000,,,,,,,,,,492276
1568115243.369859000,,,,,,,,0.696706,,
1568115243.369859000,,,,,,,,,,494019
1568115243.570212000,,,,,,,,0.699711,,
1568115243.570212000,,,,,,,,,,495809
1568115243.770722000,,,,,,,,0.699997,,
1568115243.770722000,,,,,,,,,,497716
1568115243.971074000,,,,,,,,0.699539,,
1568115243.971074000,,,,,,,,,,499604
1568115244.171473000,,,,,,,,0.698739,,
1568115244.171473000,,,,,,,,,,501503
1568115244.371841000,,,,,,,,0.698485,,
1568115244.371841000,,,,,,,,,,503220
1568115244.572246000,,,,,,,,0.698331,,
1568115244.572246000,,,,,,,,,,504971
1568115244.772652000,,,,,,,,0.698466,,
1568115244.772652000,,,,,,,,,,506875
1568115244.972994000,,,,,,,,0.698936,,
1568115244.972994000,,,,,,,,,,508766
1568115245.173471000,,,,,,,,0.699538,,
1568115245.173471000,,,,,,,,,,510690
1568115245.373785000,,,,,,,,0.699365,,
1568115245.373785000,,,,,,,,,,512563
1568115245.574167000,,,,,,,,0.699625,,
1568115245.574167000,,,,,,,,,,514489
1568115245.774637000,,,,,,,,0.699301,,
1568115245.774637000,,,,,,,,,,516376
1568115245.974986000,,,,,,,,0.698328,,
1568115245.974986000,,,,,,,,,,518298
1568115246.175430000,,,,,,,,0.697581,,
1568115246.175430000,,,,,,,,,,520271
1568115246.375783000,,,,,,,,0.699727,,
1568115246.375783000,,,,,,,,,,522180
1568115246.576183000,,,,,,,,0.699827,,
1568115246.576183000,,,,,,,,,,524136
1568115246.776648000,,,,,,,,0.699784,,
1568115246.776648000,,,,,,,,,,525991
1568115246.977053000,,,,,,,,0.699238,,
1568115246.977053000,,,,,,,,,,527809
1568115247.177389000,,,,,,,,0.696695,,
