Duration,selectiveICP,normalICP,gotCloud,processCloud,mapping,realTimeCap
1568115179.177554011,,,,0.719008,,
1568115179.222832156,,,,0.158301,,
1568115179.292295493,,0.465061,,,,
1568115179.292295493,,,0.627559,,,
1568115179.292295493,,,,,,0
1568115179.328536633,,,,0.179656,,
1568115179.392181825,,0.456512,,,,
1568115179.395199813,,,0.640464,,,
1568115179.395199813,,,,,,318
1568115179.516081470,,,,0.164522,,
1568115179.558396309,,0.320839,,,,
1568115179.558396309,,,0.491325,,,
1568115179.558396309,,,,,,242
1568115179.715599593,,,,0.172483,,
1568115179.758079044,,0.271857,,,,
1568115179.758079044,,,0.450621,,,
1568115179.758079044,,,,,,222
1568115179.915212578,,,,0.179865,,
1568115179.957477278,,0.294574,,,,
1568115179.960495497,,,0.480659,,,
1568115179.960495497,,,,,,237
1568115180.117965583,,,,0.158086,,
1568115180.151218102,,0.210568,,,,
1568115180.151218102,,,0.37466,,,
1568115180.151218102,,,,,,184
1568115180.314582117,,,,0.178954,,
1568115180.356858129,,0.28889,,,,
1568115180.356858129,,,0.474769,,,
1568115180.356858129,,,,,,234
1568115180.520148789,,,,0.181641,,
1568115180.562498385,,0.28715,,,,
1568115180.562498385,,,0.475328,,,
1568115180.562498385,,,,,,234
1568115180.717381428,,,,0.166087,,
1568115180.759658067,,0.28638,,,,
1568115180.759658067,,,0.457029,,,
1568115180.759658067,,,,,,226
1568115180.919818658,,,,0.166723,,
1568115180.959089642,,0.281354,,,,
1568115180.962108553,,,0.453523,,,
1568115180.962108553,,,,,,224
1568115181.114375056,,,,0.185058,,
1568115181.156658941,,0.278772,,,,
1568115181.156658941,,,0.468436,,,
1568115181.156658941,,,,,,232
1568115181.313784611,,,,0.168673,,
1568115181.349993233,,0.251448,,,,
1568115181.349993233,,,0.426757,,,
1568115181.349993233,,,,,,210
1568115181.519218879,,,,0.183021,,
1568115181.549445743,,0.219625,,,,
1568115181.549445743,,,0.408954,,,
1568115181.549445743,,,,,,201
1568115181.718642475,,,,0.17829,,
1568115181.751870779,,0.208074,,,,
1568115181.751870779,,,0.391504,,,
1568115181.751870779,,,,,,193
1568115181.921404570,,,,0.17122,,
1568115181.954654625,,0.227752,,,,
1568115181.957673714,,,0.406611,,,
1568115181.957673714,,,,,,200
1568115182.123916878,,,,0.186736,,
1568115182.151154620,,0.193575,,,,
1568115182.151154620,,,0.385878,,,
1568115182.151154620,,,,,,190
1568115182.320469328,,,,0.161386,,
1568115182.353692184,,0.213447,,,,
1568115182.353692184,,,0.380417,,,
1568115182.353692184,,,,,,187
1568115182.516827428,,,,0.169853,,
1568115182.547046547,,0.209259,,,,
1568115182.547046547,,,0.384245,,,
1568115182.547046547,,,,,,190
1568115182.779768941,,,,0.54058,,
1568115182.822144512,,,,0.158411,,
1568115182.870464339,0.346399,,,,,
1568115182.870464339,,,0.509923,,,
,,0.509923,,,
1568115182.870464339,,,,,0.00307719,
1568115182.870464339,,,,,,253
1568115182.924865427,,,,0.18884,,
1568115182.964155472,0.321694,,,,,
1568115182.967187624,,,0.516357,,,
1568115182.967187624,,,,,0.00509394,
1568115182.967187624,,,,,,256
1568115183.124316741,,,,0.176748,,
1568115183.163576286,0.300225,,,,,
1568115183.163576286,,,0.483366,,,
