Duration,selectiveICP,normalICP,gotCloud,processCloud,mapping,realTimeCap
1568115186.215987774,,,,0.701526,,
1568115186.291501595,,,,0.173553,,
1568115186.402775239,,0.482761,,,,
1568115186.402775239,,,0.659853,,,
1568115186.402775239,,,,,,0
1568115186.468167187,,,,0.187556,,
1568115186.573859352,,0.431708,,,,
1568115186.573859352,,,0.62288,,,
1568115186.573859352,,,,,,310
1568115186.639266475,,,,0.181762,,
1568115186.704753461,,0.294532,,,,
1568115186.704753461,,,0.482415,,,
1568115186.704753461,,,,,,238
1568115186.770183195,,,,0.181199,,
1568115186.841291227,,0.269589,,,,
1568115186.841291227,,,0.456688,,,
1568115186.841291227,,,,,,225
1568115186.952086047,,,,0.197081,,
1568115187.007467400,,0.235226,,,,
1568115187.007467400,,,0.437781,,,
1568115187.007467400,,,,,,217
1568115187.153463616,,,,0.165793,,
1568115187.198789056,,0.2033,,,,
1568115187.198789056,,,0.375076,,,
1568115187.198789056,,,,,,185
1568115187.354918058,,,,0.183623,,
1568115187.410294855,,0.226263,,,,
1568115187.410294855,,,0.416177,,,
1568115187.410294855,,,,,,205
1568115187.551542902,,,,0.172264,,
1568115187.602184767,,0.230237,,,,
1568115187.602184767,,,0.409406,,,
1568115187.602184767,,,,,,201
1568115187.753276942,,,,0.183054,,
1568115187.803600221,,0.217488,,,,
1568115187.803600221,,,0.407574,,,
1568115187.803600221,,,,,,200
1568115187.949617599,,,,0.165404,,
1568115188.005354449,,0.207506,,,,
1568115188.005354449,,,0.380404,,,
1568115188.005354449,,,,,,187
1568115188.156338434,,,,0.187524,,
1568115188.206663976,,0.209069,,,,
1568115188.206663976,,,0.404078,,,
1568115188.206663976,,,,,,198
1568115188.353146250,,,,0.16343,,
1568115188.408522215,,0.235421,,,,
1568115188.408522215,,,0.40273,,,
1568115188.408522215,,,,,,200
1568115188.559673691,,,,0.186164,,
1568115188.615036658,,0.237743,,,,
1568115188.615036658,,,0.432181,,,
1568115188.615036658,,,,,,212
1568115188.756052824,,,,0.181307,,
1568115188.806373662,,0.212006,,,,
1568115188.806373662,,,0.398029,,,
1568115188.806373662,,,,,,196
1568115188.952613879,,,,0.165586,,
1568115189.007996754,,0.231673,,,,
1568115189.007996754,,,0.402338,,,
1568115189.007996754,,,,,,198
1568115189.153966870,,,,0.169955,,
1568115189.199292039,,0.168356,,,,
1568115189.199292039,,,0.344029,,,
1568115189.199292039,,,,,,169
1568115189.355352666,,,,0.15705,,
1568115189.385550800,,0.144922,,,,
1568115189.385550800,,,0.308209,,,
1568115189.385550800,,,,,,151
1568115189.556762502,,,,0.168217,,
1568115189.597031835,,0.173406,,,,
1568115189.597031835,,,0.347129,,,
1568115189.597031835,,,,,,171
1568115189.753132092,,,,0.160342,,
1568115189.793394913,,0.159236,,,,
1568115189.793394913,,,0.325487,,,
1568115189.793394913,,,,,,160
1568115189.959491220,,,,0.176037,,
1568115190.004774282,,0.200177,,,,
1568115190.004774282,,,0.384291,,,
1568115190.004774282,,,,,,188
1568115190.155860988,,,,0.16469,,
1568115190.196140567,,0.172606,,,,
1568115190.196140567,,,0.344401,,,
1568115190.196140567,,,,,,169
1568115190.382785095,,,,0.498385,,
1568115190.458260418,,,,0.184167,,
1568115190.528729808,0.305528,,,,,
1568115190.528729808,,,0.494242,,,
1568115190.528729808,,,,,0.00321372,
1568115190.528729808,,,,,,246
1568115190.594138336,,,,0.176607,,
1568115190.659581294,0.309432,,,,,
1568115190.659581294,,,0.493555,,,
1568115190.659581294,,,,,0.00474862,
1568115190.659581294,,,,,,245
1568115190.760737680,,,,0.158825,,
1568115190.836230070,0.31376,,,,,
1568115190.836230070,,,0.480082,,,
1568115190.836230070,,,,,0.00395308,
1568115190.836230070,,,,,,237
1568115190.967344187,,,,0.182668,,
1568115191.032754269,0.286169,,,,,
1568115191.032754269,,,0.477045,,,
1568115191.032754269,,,,,0.00394359,
1568115191.032754269,,,,,,235
1568115191.163783867,,,,0.165185,,
1568115191.239327650,0.318123,,,,,
1568115191.239327650,,,0.490144,,,
1568115191.239327650,,,,,0.0061749,
1568115191.239327650,,,,,,244
1568115191.365125778,,,,0.175671,,
1568115191.415449326,0.226815,,,,,
1568115191.415449326,,,0.410022,,,
1568115191.415449326,,,,,0.00442074,
1568115191.415449326,,,,,,203
1568115191.566560784,,,,0.168047,,
1568115191.616960189,0.241857,,,,,
1568115191.621999867,,,0.424723,,,
1568115191.621999867,,,,,0.0103307,
1568115191.621999867,,,,,,209
1568115191.763275538,,,,0.168066,,
1568115191.813600706,0.214759,,,,,
1568115191.813600706,,,0.392118,,,
1568115191.813600706,,,,,0.00481415,
1568115191.813600706,,,,,,193
1568115191.964673680,,,,0.164008,,
1568115192.015020667,0.235256,,,,,
1568115192.015020667,,,0.406553,,,
1568115192.015020667,,,,,0.00488826,
1568115192.015020667,,,,,,201
1568115192.166074329,,,,0.183154,,
1568115192.211383395,0.196738,,,,,
1568115192.216422545,,,0.391682,,,
1568115192.216422545,,,,,0.00926505,
1568115192.216422545,,,,,,194
1568115192.367712201,,,,0.168598,,
1568115192.419456704,0.227534,,,,,
1568115192.419456704,,,0.403974,,,
1568115192.419456704,,,,,0.00608549,
1568115192.419456704,,,,,,200
1568115192.565448225,,,,0.182066,,
1568115192.610770276,0.194498,,,,,
1568115192.610770276,,,0.381969,,,
1568115192.610770276,,,,,0.00555954,
1568115192.610770276,,,,,,190
1568115192.766858552,,,,0.181245,,
1568115192.807216386,0.193944,,,,,
1568115192.812224421,,,0.384059,,,
1568115192.812224421,,,,,0.00688897,
1568115192.812224421,,,,,,190
1568115192.968467134,,,,0.191913,,
1568115193.013734785,0.205524,,,,,
1568115193.013734785,,,0.405133,,,
1568115193.018765740,,,,,0.00760441,
1568115193.018765740,,,,,,202
1568115193.164813059,,,,0.162355,,
1568115193.220202632,0.217314,,,,,
1568115193.220202632,,,0.38526,,,
1568115193.220202632,,,,,0.0068394,
1568115193.220202632,,,,,,193
1568115193.366234396,,,,0.164432,,
1568115193.421596207,0.218178,,,,,
1568115193.421596207,,,0.392325,,,
1568115193.421596207,,,,,0.00978165,
1568115193.421596207,,,,,,195
1568115193.567709011,,,,0.165904,,
1568115193.612999220,0.192983,,,,,
1568115193.612999220,,,0.366113,,,
1568115193.612999220,,,,,0.0095693,
1568115193.612999220,,,,,,184
1568115193.769924214,,,,0.16314,,
1568115193.820322845,0.227349,,,,,
1568115193.825356652,,,0.400103,,,
1568115193.825356652,,,,,0.010658,
1568115193.825356652,,,,,,200
1568115193.966417952,,,,0.177161,,
1568115194.016746369,0.220321,,,,,
1568115194.016746369,,,0.404048,,,
1568115194.021775804,,,,,0.00684024,
1568115194.021775804,,,,,,201
1568115194.172822146,,,,0.191321,,
1568115194.213117913,0.194192,,,,,
1568115194.218151837,,,0.394382,,,
1568115194.218151837,,,,,0.0063487,
1568115194.218151837,,,,,,195
1568115194.369198804,,,,0.178278,,
1568115194.409476083,0.180512,,,,,
1568115194.409476083,,,0.368132,,,
1568115194.414584279,,,,,0.00922205,
1568115194.414584279,,,,,,184
