Duration,x,y,z,x,y,z,w
1568115178.842073000,14.9306,-1.77221,0.612192,-0.00276552,0.00929982,0.736656,0.676198
1568115179.042463000,14.9327,-1.77356,0.609577,-0.00295465,0.00949513,0.736742,0.676101
1568115179.242896000,14.933,-1.77419,0.609685,-0.00309514,0.0094624,0.736637,0.676215
1568115179.443305000,14.932,-1.77257,0.610192,-0.00255173,0.00906586,0.736668,0.67619
1568115179.643655000,14.9304,-1.77034,0.612623,-0.0025766,0.00899532,0.736703,0.676152
1568115179.844081000,14.9302,-1.77228,0.611434,-0.00280872,0.00936403,0.736656,0.676198
1568115180.044391000,14.9316,-1.77267,0.609747,-0.00262428,0.0090665,0.736663,0.676194
1568115180.244881000,14.9302,-1.77273,0.611767,-0.00276494,0.00938478,0.736719,0.676129
1568115180.445323000,14.9328,-1.77112,0.61225,-0.00269491,0.00911059,0.736715,0.676137
1568115180.645708000,14.9305,-1.77072,0.611403,-0.0027003,0.00895529,0.736649,0.67621
1568115180.846080000,14.9303,-1.7736,0.6088,-0.00298092,0.00971033,0.736736,0.676105
1568115181.046443000,14.9311,-1.7726,0.609532,-0.00300005,0.00946024,0.736758,0.676084
1568115181.246795000,14.9335,-1.77348,0.609984,-0.00329065,0.00969168,0.736633,0.676215
1568115181.447259000,14.9287,-1.77461,0.610925,-0.00310013,0.00964872,0.73663,0.67622
1568115181.647628000,14.9315,-1.77438,0.608918,-0.00307826,0.00965379,0.736511,0.67635
1568115181.848068000,14.8123,-1.66759,0.329588,0.0110272,-0.00555616,0.734964,0.677993
1568115182.048371000,14.8092,-1.6667,0.326442,0.0101095,-0.00442903,0.734439,0.678585
1568115182.249475000,14.8031,-1.66969,0.32833,0.0103702,-0.00513025,0.734485,0.678526
1568115182.449218000,14.7991,-1.67184,0.328993,0.00968413,-0.00439791,0.734554,0.678467
1568115182.649601000,14.8095,-1.66738,0.327299,0.0110353,-0.00543384,0.734462,0.678538
1568115182.850530000,14.8054,-1.66983,0.3306,0.00972564,-0.00455234,0.73431,0.67873
1568115183.050397000,14.7943,-1.6676,0.329709,0.0101733,-0.00433549,0.734215,0.678827
1568115183.250772000,14.7759,-1.66593,0.332939,0.00996102,-0.00448762,0.733543,0.679555
1568115183.451182000,14.7915,-1.6688,0.327874,0.0104605,-0.00494319,0.733973,0.67908
1568115183.651558000,14.8089,-1.66938,0.325721,0.0104839,-0.00445386,0.735037,0.677931
1568115183.851977000,14.7975,-1.66806,0.331489,0.0104254,-0.00470414,0.734371,0.678652
1568115184.052352000,14.789,-1.66811,0.332683,0.0112438,-0.00505312,0.734473,0.678526
1568115184.252748000,14.7924,-1.66812,0.326246,0.0104852,-0.00521104,0.734395,0.678621
1568115184.453173000,14.8028,-1.66601,0.33761,0.0102779,-0.00475386,0.734083,0.678966
1568115184.653570000,14.7942,-1.664,0.333825,0.0110807,-0.00567632,0.73435,0.678657
1568115184.853984000,14.8003,-1.66885,0.326782,0.00995838,-0.00500247,0.734408,0.678617
1568115185.054391000,14.7898,-1.66527,0.329761,0.0101985,-0.00457637,0.7337,0.679382
1568115185.254776000,14.8009,-1.67361,0.332126,0.0098719,-0.00404495,0.734828,0.67817
1568115185.455238000,14.7993,-1.66653,0.329128,0.0109257,-0.00603545,0.734406,0.678595
1568115185.655632000,14.802,-1.66646,0.332818,0.0108444,-0.00493498,0.734321,0.678698
1568115185.855997000,14.806,-1.67086,0.331071,0.0103052,-0.00473426,0.734867,0.678117
1568115186.056605000,14.8045,-1.66924,0.333259,0.0109662,-0.0053628,0.734614,0.678376
1568115186.256838000,14.8028,-1.66923,0.3387,0.0103721,-0.0044548,0.734466,0.678552
1568115186.457236000,14.7935,-1.66866,0.331392,0.0100191,-0.00495119,0.734243,0.678795
1568115186.657695000,14.8004,-1.66578,0.333739,0.0116358,-0.00488615,0.734256,0.678755
1568115186.857981000,14.8009,-1.67051,0.326277,0.010007,-0.00394255,0.734146,0.678907
1568115187.058372000,14.8064,-1.67043,0.326835,0.0104197,-0.00471651,0.734507,0.678504
1568115187.258773000,14.7994,-1.66913,0.333631,0.0104444,-0.00495947,0.734445,0.678569
1568115187.459300000,14.7968,-1.66931,0.330149,0.00992087,-0.00443242,0.73438,0.678652
1568115187.659543000,14.8089,-1.66923,0.333827,0.0106073,-0.00466764,0.734641,0.678357
1568115187.859958000,14.7922,-1.6709,0.330778,0.00974992,-0.00415763,0.734354,0.678684
1568115188.060619000,14.7809,-1.66561,0.328731,0.0102199,-0.00499788,0.733584,0.679504
1568115188.260733000,14.7954,-1.67024,0.332187,0.00999818,-0.00445443,0.73437,0.678661
1568115188.461224000,14.7992,-1.67052,0.328907,0.0100017,-0.00351724,0.734463,0.678566
1568115188.661593000,14.789,-1.66869,0.330022,0.00959803,-0.00342659,0.733849,0.679236
1568115188.861977000,14.8044,-1.67093,0.325071,0.00979792,-0.00388098,0.734669,0.678343
1568115189.062316000,14.7964,-1.66721,0.32814,0.0108995,-0.0045973,0.734216,0.678813
1568115189.262836000,14.8069,-1.66685,0.32007,0.0106006,-0.00568307,0.734671,0.678317
1568115189.463213000,14.8067,-1.66675,0.325507,0.0101026,-0.004798,0.734077,0.678974
1568115189.663565000,14.7935,-1.66876,0.328993,0.0104417,-0.00401309,0.733979,0.67908
1568115189.863988000,14.7916,-1.66947,0.333959,0.010115,-0.00470395,0.734085,0.678966
1568115190.064316000,14.7956,-1.67229,0.329062,0.00965426,-0.00368342,0.734474,0.678558
1568115190.264762000,14.7945,-1.6684,0.327872,0.0104535,-0.00454763,0.734156,0.678885
1568115190.465134000,14.7931,-1.66674,0.328544,0.0104718,-0.00522349,0.734162,0.678874
1568115190.665522000,14.7981,-1.66935,0.331243,0.0100201,-0.0042507,0.734336,0.678699
1568115190.865960000,14.8109,-1.66803,0.334795,0.0107054,-0.00476628,0.734407,0.678608
1568115191.066344000,14.8075,-1.67227,0.33628,0.010179,-0.00458763,0.734755,0.678241
1568115191.266725000,14.801,-1.66855,0.327902,0.0107371,-0.00517787,0.734543,0.678457
1568115191.467102000,14.7969,-1.66949,0.328225,0.0107711,-0.00492322,0.734625,0.678369
1568115191.667521000,14.7927,-1.6656,0.323948,0.0107567,-0.00496802,0.733853,0.679205
1568115191.868026000,14.7963,-1.66882,0.336148,0.011101,-0.00536975,0.734531,0.678463
1568115192.068258000,14.8015,-1.6639,0.320571,0.0109393,-0.00638182,0.734335,0.678669
1568115192.268702000,14.8006,-1.66889,0.326483,0.0113392,-0.00502348,0.734559,0.678432
