Duration,x,y,z,x,y,z,w
1568115184.853984000,14.9335,-1.76935,0.543457,-0.00347893,0.0096137,0.736558,0.676298
1568115185.054391000,14.9332,-1.76892,0.54402,-0.00355679,0.00971882,0.736614,0.676234
1568115185.254776000,14.935,-1.76745,0.545309,-0.00343339,0.00955743,0.736578,0.676276
1568115185.455238000,14.9315,-1.7676,0.545225,-0.00302049,0.0093189,0.73661,0.676247
1568115185.655632000,14.9333,-1.76777,0.544564,-0.00304685,0.00928858,0.736459,0.676412
1568115185.855997000,14.9311,-1.76871,0.542955,-0.00332638,0.00981271,0.736654,0.67619
1568115186.056605000,14.9333,-1.76779,0.546031,-0.00328841,0.00959,0.73658,0.676274
1568115186.256838000,14.9327,-1.76811,0.546779,-0.00336611,0.00938202,0.73656,0.676299
1568115186.457236000,14.9305,-1.76808,0.545291,-0.00338527,0.00950269,0.736617,0.676235
1568115186.657695000,14.9336,-1.76904,0.545756,-0.00323039,0.00941974,0.736613,0.676241
1568115186.857981000,14.9335,-1.76788,0.543848,-0.00339783,0.0097888,0.736561,0.676292
1568115187.058372000,14.9299,-1.76826,0.544681,-0.00321025,0.00954504,0.736723,0.67612
1568115187.258773000,14.9342,-1.76837,0.545003,-0.00329873,0.00964827,0.736573,0.676282
1568115187.459300000,14.9297,-1.76694,0.545551,-0.00308848,0.00942946,0.736677,0.676173
1568115187.659543000,14.933,-1.76757,0.543732,-0.00341088,0.00986184,0.7366,0.676248
1568115187.859958000,14.9343,-1.76782,0.54463,-0.00343076,0.00969995,0.736546,0.67631
1568115188.060619000,14.9333,-1.76614,0.545509,-0.00317725,0.0093413,0.736582,0.676277
1568115188.260733000,14.9323,-1.76889,0.54473,-0.00324108,0.00957396,0.736609,0.676243
1568115188.461224000,14.9293,-1.76862,0.542212,-0.00325236,0.00968859,0.736724,0.676117
1568115188.661593000,14.9345,-1.77128,0.541411,-0.00352629,0.00995799,0.736544,0.676307
1568115188.861977000,14.9314,-1.77052,0.541674,-0.00358336,0.0101141,0.736603,0.67624
1568115189.062316000,14.9304,-1.77019,0.541749,-0.00356274,0.00995577,0.736617,0.676228
1568115189.262836000,14.9337,-1.77021,0.54154,-0.00336639,0.00988627,0.736587,0.676262
1568115189.463213000,14.9289,-1.76949,0.543188,-0.00351224,0.0100084,0.736617,0.676226
1568115189.663565000,14.9302,-1.7699,0.543369,-0.00361375,0.0100351,0.73655,0.676299
1568115189.863988000,14.9326,-1.77026,0.543612,-0.00339308,0.00975787,0.736605,0.676244
1568115190.064316000,14.9337,-1.76716,0.544972,-0.00318279,0.00954303,0.736596,0.676258
1568115190.264762000,14.9329,-1.76929,0.545056,-0.00307444,0.00929588,0.736591,0.676268
1568115190.465134000,14.9332,-1.7714,0.543885,-0.00372236,0.010143,0.73664,0.676199
1568115190.665522000,14.9322,-1.76925,0.546118,-0.00319112,0.00943582,0.736526,0.676335
1568115190.865960000,14.9309,-1.77102,0.542526,-0.00310713,0.00966915,0.736577,0.676278
1568115191.066344000,14.9297,-1.7694,0.54274,-0.00358285,0.0100294,0.736556,0.676292
1568115191.266725000,14.9328,-1.76822,0.543924,-0.0032404,0.0096075,0.736764,0.676074
1568115191.467102000,14.9331,-1.7711,0.543664,-0.00344108,0.00976668,0.736544,0.676311
1568115191.667521000,14.9311,-1.76837,0.543629,-0.00319048,0.00973324,0.736644,0.676203
1568115191.868026000,14.9301,-1.76893,0.543739,-0.00309476,0.00959443,0.736558,0.676299
1568115192.068258000,14.935,-1.76953,0.544342,-0.00302975,0.0095452,0.736551,0.676308
1568115192.268702000,14.9406,-1.76826,0.545935,-0.00315512,0.00945752,0.736664,0.676185
1568115192.469153000,14.9347,-1.76853,0.543212,-0.00355464,0.00980165,0.736679,0.676163
1568115192.669557000,14.9294,-1.76888,0.544036,-0.00318965,0.00949286,0.736574,0.676283
1568115192.869905000,14.9374,-1.76895,0.543171,-0.00298834,0.00928912,0.736509,0.676358
1568115193.070231000,14.936,-1.76898,0.54348,-0.00302063,0.00945837,0.736708,0.676138
1568115193.270699000,14.9335,-1.76885,0.542873,-0.00315313,0.00972004,0.736571,0.676283
1568115193.471082000,14.9325,-1.76964,0.542697,-0.00296087,0.00938236,0.736514,0.676351
1568115193.671486000,14.9346,-1.76947,0.544144,-0.00292362,0.00925331,0.736484,0.676385
1568115193.871850000,14.9386,-1.76817,0.54435,-0.00302622,0.00949303,0.736733,0.676111
1568115194.072271000,14.9359,-1.77013,0.54411,-0.00308456,0.0095584,0.736443,0.676426
1568115194.272664000,14.9336,-1.76784,0.545894,-0.00290076,0.00917299,0.736546,0.676319
1568115194.473032000,14.9325,-1.76846,0.543497,-0.00332391,0.00933772,0.736558,0.676302
