Data	1005447	203769	36994
Data	1004835	11048	15537
Data	1004947	66530	27389
Data	1005915	107131	25077
Data	1004583	105666	26684
Data	1006362	76972	22138
Data	1005241	60717	24884
Data	-1	105233	23980
Data	1005021	98078	21969
Data	1004526	54342	19943
Data	1004067	105337	21939
Data	1006236	61203	20082
Data	-1	102543	23263
Data	1004771	35195	21595
Data	1004864	18947	19139
Data	1004929	115125	23477
Data	1004387	107830	27927
Data	1004635	12952	15472
Data	1008787	29271	19685
Data	1005170	123244	23532
Data	1004195	63594	21513
Data	1005509	119435	19480
Data	-1	156369	24585
Data	1004458	92055	22829
Data	1005546	75931	20704
Data	1004471	19992	18452
Data	1005678	23129	14668
Data	1004749	74081	22153
Data	1006037	82635	18943
Data	1005608	154348	22449
Data	1004878	11379	19734
Data	1005373	153685	-1
Data	1004697	23466	20987
Data	1005561	34746	16163
Data	-1	217434	24464
Data	1004275	24823	17753
Data	1005384	71982	19817
Data	1004937	114195	21532
Data	1004581	124392	21562
Data	1004263	107649	22615
Data	1004330	49236	21462
Data	1005330	82291	20337
Data	-1	166575	23139
Data	1004982	37570	19632
Data	1004175	20085	15469
Data	1004695	64639	22537
Data	-1	161409	26658
Data	1004076	14309	16130
Data	1005790	61260	17254
Data	1004682	53588	19179
Data	1004651	70356	19043
Data	1004325	10699	16692
Data	1005317	23149	17476
Data	1003905	68969	19374
Data	1004451	23152	20209
Data	1004554	17369	17485
Data	1005094	51660	17468
Data	1004168	15415	18086
Data	1005331	51184	14989
Data	1004116	31311	20303
Data	1004449	64487	24593
Data	1004838	39823	17539
Data	1004600	6309	15434
Data	1004451	51961	16628
Data	1004020	16202	14207
Data	1004529	46973	20143
Data	-1	99677	23277
Data	1004066	39129	20019
Data	1004834	46195	13266
Data	1004647	111495	23438
Data	1004089	42962	17087
Data	1004670	51198	13259
Data	1005995	88533	20124
Data	1003926	92938	18666
Data	1004411	115749	-1
Data	1004284	115171	23947
Data	1005020	109799	21948
Data	1004776	88965	25108
Data	1004083	66428	17443
Data	1004725	96012	21869
Data	1004341	103218	23105
Data	1004778	88485	21756
Data	1004921	11892	18153
Data	1004918	157849	17617
Data	1005037	84610	22436
Data	1004814	80341	25149
Data	1004586	80315	24647
Data	1005352	73029	20216
Data	1005469	67994	23601
Data	1005182	27348	19451
Data	-1	123719	25511
Data	1004959	30840	15602
Data	1005184	67083	18962
Data	1004635	44073	23976
Data	1005100	35729	15572
Data	1005164	14531	19468
Data	1005752	22696	21586
Data	1004667	71591	23944
Data	1005470	98507	24125
Data	1004407	38868	20829
Data	-1	82282	24780
Data	1005384	20373	18341
Data	1004519	94429	-1
Data	1004496	79918	23509
Data	1004731	141180	-1
Data	1005104	10253	15096
Data	1007934	50223	25203
Data	1004873	64396	22225
Data	1005290	66193	20326
Data	1006766	75108	19999
Data	1004856	68102	23756
Data	1004896	154111	22450
Data	1006411	106178	25232
Data	-1	181089	-1
Data	1006437	5673	13954
Data	1004550	166367	24820
Data	1004780	64468	23798
Data	1005703	60441	25198
Data	1005352	34228	20245
Data	1004370	67716	19408
Data	1006126	97269	-1
Data	1004652	49214	23740
Data	1006262	66405	24739
Data	1006203	201494	-1
Data	1005105	109689	25289
Data	1005399	136989	-1
Data	1005269	108450	20594
Data	1004779	106552	28312
Data	1004305	73636	14236
Data	1005252	60724	22050
Data	1005240	35802	25779
Data	1006060	40114	22775
Data	1005186	24436	19780
Data	1005040	12659	15593
Data	1005844	46512	21030
Data	1005594	191535	26238
Data	1005141	91798	25282
Data	-1	80583	-1
Data	1005175	104726	24495
Data	1005730	106647	24440
Data	1005636	98102	16657
Data	1004727	20396	14695
Data	1006423	34648	21094
Data	1005209	105404	22655
Data	1007621	138614	20889
Data	1005060	71882	19591
Data	1004814	97585	21514
Data	1004560	66063	23904
Data	1003952	116781	22447
Data	1004683	98968	23006
Data	1005182	21494	18026
Data	1005053	23900	19369
Data	1004682	6596	6903
Data	1005442	51119	18617
Data	1004533	50791	18592
Data	-1	122468	25800
Data	1004585	34595	16606
Data	1004316	89048	23874
Data	1004251	74390	20690
Data	1004517	145720	22994
Data	1006609	93718	24764
Data	1004579	66228	21805
Data	1004249	19102	17411
Data	1004270	38485	19353
Data	1004713	134930	18502
Data	1004569	38945	18157
